tender_id,project_id,bid_count,single_bid_flag,tender_type,winning_bid_amount,winning_bid_deviation
TND-002091,MPLADS-002091,7,0,Open e-Tender,358000.0,-0.0725
TND-002092,MPLADS-002092,7,0,Open e-Tender,785000.0,-0.0519
TND-002093,MPLADS-002093,4,0,Open e-Tender,1060000.0,-0.051
TND-002094,MPLADS-002094,4,0,Open e-Tender,1382000.0,-0.0315
TND-002095,MPLADS-002095,6,0,Open e-Tender,12010000.0,0.0069
TND-002096,MPLADS-002096,3,0,Open e-Tender,9721000.0,-0.0044
TND-002097,MPLADS-002097,5,0,Open e-Tender,2021000.0,0.0146
TND-002098,MPLADS-002098,4,0,Open e-Tender,14768000.0,0.0005
TND-002099,MPLADS-002099,5,0,Open e-Tender,1189000.0,-0.0754
TND-002100,MPLADS-002100,6,0,Open e-Tender,1841000.0,-0.0032
TND-002101,MPLADS-002101,4,0,Open e-Tender,13645000.0,-0.0269
TND-002102,MPLADS-002102,3,0,Open e-Tender,1891000.0,0.0021
TND-002103,MPLADS-002103,3,0,Open e-Tender,2894000.0,-0.0119
TND-002104,MPLADS-002104,4,0,Open e-Tender,1830000.0,0.0022
TND-002105,MPLADS-002105,6,0,Open e-Tender,570000.0,0.0
TND-002106,MPLADS-002106,6,0,Open e-Tender,14038000.0,-0.0331
TND-002107,MPLADS-002107,6,0,Open e-Tender,1293000.0,-0.0227
TND-002108,MPLADS-002108,1,1,Single Tender Inquiry,1346000.0,-0.0514
TND-002109,MPLADS-002109,7,0,Open e-Tender,635000.0,0.0032
TND-002110,MPLADS-002110,4,0,Open e-Tender,2049000.0,-0.0536
TND-002111,MPLADS-002111,7,0,Open e-Tender,1690000.0,-0.0186
TND-002112,MPLADS-002112,6,0,Open e-Tender,1966000.0,-0.0575
TND-002113,MPLADS-002113,1,1,Single Tender Inquiry,362000.0,-0.0524
TND-002114,MPLADS-002114,6,0,Open e-Tender,13781000.0,-0.0171
TND-002115,MPLADS-002115,3,0,Open e-Tender,2519000.0,-0.0433
TND-002116,MPLADS-002116,6,0,Open e-Tender,2417000.0,-0.0143
TND-002117,MPLADS-002117,4,0,Open e-Tender,7166000.0,-0.0213
TND-002118,MPLADS-002118,3,0,Open e-Tender,740000.0,-0.0107
TND-002119,MPLADS-002119,4,0,Open e-Tender,1103000.0,0.0027
TND-002120,MPLADS-002120,6,0,Open e-Tender,3838000.0,-0.0745
TND-002121,MPLADS-002121,1,1,Single Tender Inquiry,14690000.0,0.0131
TND-002122,MPLADS-002122,6,0,Open e-Tender,3681000.0,-0.0139
TND-002123,MPLADS-002123,3,0,Open e-Tender,2211000.0,0.0027
TND-002124,MPLADS-002124,6,0,Open e-Tender,346000.0,-0.0749
TND-002125,MPLADS-002125,3,0,Open e-Tender,751000.0,-0.0297
TND-002126,MPLADS-002126,3,0,Open e-Tender,2350000.0,-0.04
TND-002127,MPLADS-002127,6,0,Open e-Tender,2522000.0,0.0145
TND-002128,MPLADS-002128,7,0,Open e-Tender,641000.0,0.0094
TND-002129,MPLADS-002129,4,0,Open e-Tender,2631000.0,-0.0526
TND-002130,MPLADS-002130,6,0,Open e-Tender,9425000.0,0.0187
TND-002131,MPLADS-002131,6,0,Open e-Tender,1077000.0,-0.0691
TND-002132,MPLADS-002132,4,0,Open e-Tender,13606000.0,0.0152
TND-002133,MPLADS-002133,6,0,Open e-Tender,1630000.0,0.0137
TND-002134,MPLADS-002134,7,0,Open e-Tender,2193000.0,-0.0624
TND-002135,MPLADS-002135,6,0,Open e-Tender,3593000.0,-0.0778
TND-002136,MPLADS-002136,7,0,Open e-Tender,3198000.0,-0.0695
TND-002137,MPLADS-002137,3,0,Open e-Tender,627000.0,-0.0697
TND-002138,MPLADS-002138,5,0,Open e-Tender,1579000.0,-0.0499
TND-002139,MPLADS-002139,3,0,Open e-Tender,2335000.0,-0.0131
TND-002140,MPLADS-002140,3,0,Open e-Tender,2237000.0,-0.0589
TND-002141,MPLADS-002141,6,0,Open e-Tender,2286000.0,-0.0358
TND-002142,MPLADS-002142,6,0,Open e-Tender,2324000.0,-0.0301
TND-002143,MPLADS-002143,7,0,Open e-Tender,3279000.0,-0.0353
TND-002144,MPLADS-002144,6,0,Open e-Tender,641000.0,-0.0031
TND-002145,MPLADS-002145,5,0,Open e-Tender,2344000.0,-0.0506
TND-002146,MPLADS-002146,4,0,Open e-Tender,2117000.0,0.0158
TND-002147,MPLADS-002147,5,0,Open e-Tender,2687000.0,-0.0059
TND-002148,MPLADS-002148,3,0,Open e-Tender,8964000.0,-0.0651
TND-002149,MPLADS-002149,7,0,Open e-Tender,2218000.0,-0.0481
TND-002150,MPLADS-002150,7,0,Open e-Tender,10940000.0,0.0103
TND-002151,MPLADS-002151,3,0,Open e-Tender,2723000.0,-0.0385
TND-002152,MPLADS-002152,3,0,Open e-Tender,912000.0,-0.0539
TND-002153,MPLADS-002153,6,0,Open e-Tender,3177000.0,-0.0738
TND-002154,MPLADS-002154,3,0,Open e-Tender,2412000.0,0.0046
TND-002155,MPLADS-002155,3,0,Open e-Tender,3196000.0,-0.0034
TND-002156,MPLADS-002156,5,0,Open e-Tender,2154000.0,-0.0258
TND-002157,MPLADS-002157,7,0,Open e-Tender,3988000.0,0.0122
TND-002158,MPLADS-002158,3,0,Open e-Tender,2771000.0,-0.0616
TND-002159,MPLADS-002159,3,0,Open e-Tender,554000.0,-0.0177
TND-002160,MPLADS-002160,5,0,Open e-Tender,2214000.0,-0.0045
TND-002161,MPLADS-002161,6,0,Open e-Tender,2251000.0,-0.0157
TND-002162,MPLADS-002162,3,0,Open e-Tender,1963000.0,-0.0273
TND-002163,MPLADS-002163,3,0,Open e-Tender,10939000.0,-0.0462
TND-002164,MPLADS-002164,5,0,Open e-Tender,7765000.0,-0.0631
TND-002165,MPLADS-002165,4,0,Open e-Tender,518000.0,-0.0783
TND-002166,MPLADS-002166,6,0,Open e-Tender,630000.0,-0.0125
TND-002167,MPLADS-002167,7,0,Open e-Tender,2507000.0,-0.0313
TND-002168,MPLADS-002168,4,0,Open e-Tender,15020000.0,0.0016
TND-002169,MPLADS-002169,7,0,Open e-Tender,393000.0,-0.0391
TND-002170,MPLADS-002170,4,0,Open e-Tender,1376000.0,-0.0108
TND-002171,MPLADS-002171,6,0,Open e-Tender,9901000.0,-0.0042
TND-002172,MPLADS-002172,3,0,Open e-Tender,2941000.0,-0.0064
TND-002173,MPLADS-002173,3,0,Open e-Tender,1268000.0,-0.0201
TND-002174,MPLADS-002174,4,0,Open e-Tender,2963000.0,-0.0784
TND-002175,MPLADS-002175,6,0,Open e-Tender,1884000.0,0.0178
TND-002176,MPLADS-002176,5,0,Open e-Tender,745000.0,0.0
TND-002177,MPLADS-002177,4,0,Open e-Tender,1705000.0,-0.0459
TND-002178,MPLADS-002178,5,0,Open e-Tender,3084000.0,-0.0384
TND-002179,MPLADS-002179,7,0,Open e-Tender,1977000.0,-0.0652
TND-002180,MPLADS-002180,5,0,Open e-Tender,3464000.0,-0.0181
TND-002181,MPLADS-002181,4,0,Open e-Tender,1040000.0,-0.0289
TND-002182,MPLADS-002182,6,0,Open e-Tender,2196000.0,0.0032
TND-002183,MPLADS-002183,3,0,Open e-Tender,15672000.0,-0.0605
TND-002184,MPLADS-002184,4,0,Open e-Tender,1794000.0,-0.0709
TND-002185,MPLADS-002185,3,0,Open e-Tender,2723000.0,-0.0738
TND-002186,MPLADS-002186,3,0,Open e-Tender,1003000.0,-0.0538
TND-002187,MPLADS-002187,6,0,Open e-Tender,454000.0,-0.0697
TND-002188,MPLADS-002188,6,0,Open e-Tender,2587000.0,0.0133
TND-002189,MPLADS-002189,3,0,Open e-Tender,2929000.0,0.0142
TND-002190,MPLADS-002190,6,0,Open e-Tender,1892000.0,0.0123
TND-002191,MPLADS-002191,4,0,Open e-Tender,2524000.0,0.01
TND-002192,MPLADS-002192,4,0,Open e-Tender,2081000.0,-0.0184
TND-002193,MPLADS-002193,3,0,Open e-Tender,2492000.0,-0.0095
TND-002194,MPLADS-002194,3,0,Open e-Tender,804000.0,0.0
TND-002195,MPLADS-002195,7,0,Open e-Tender,486000.0,-0.0672
TND-002196,MPLADS-002196,6,0,Open e-Tender,1584000.0,-0.0318
TND-002197,MPLADS-002197,4,0,Open e-Tender,770000.0,-0.0314
TND-002198,MPLADS-002198,3,0,Open e-Tender,15109000.0,0.0173
TND-002199,MPLADS-002199,4,0,Open e-Tender,895000.0,0.0102
TND-002200,MPLADS-002200,4,0,Open e-Tender,14437000.0,-0.0548
TND-002201,MPLADS-002201,5,0,Open e-Tender,925000.0,-0.0778
TND-002202,MPLADS-002202,5,0,Open e-Tender,599000.0,-0.0228
TND-002203,MPLADS-002203,5,0,Open e-Tender,576000.0,-0.0303
TND-002204,MPLADS-002204,1,1,Single Tender Inquiry,2195000.0,0.0064
TND-002205,MPLADS-002205,6,0,Open e-Tender,1256000.0,-0.0563
TND-002206,MPLADS-002206,3,0,Open e-Tender,2723000.0,-0.0141
TND-002207,MPLADS-002207,4,0,Open e-Tender,574000.0,0.007
TND-002208,MPLADS-002208,1,1,Single Tender Inquiry,11209000.0,-0.0601
TND-002209,MPLADS-002209,3,0,Open e-Tender,1082000.0,-0.0331
TND-002210,MPLADS-002210,6,0,Open e-Tender,2229000.0,0.0164
TND-002211,MPLADS-002211,3,0,Open e-Tender,437000.0,-0.0521
TND-002212,MPLADS-002212,5,0,Open e-Tender,1806000.0,-0.0301
TND-002213,MPLADS-002213,4,0,Open e-Tender,1510000.0,-0.0137
TND-002214,MPLADS-002214,1,1,Single Tender Inquiry,1618000.0,0.0
TND-002215,MPLADS-002215,1,1,Single Tender Inquiry,2062000.0,-0.0405
TND-002216,MPLADS-002216,7,0,Open e-Tender,527000.0,-0.0057
TND-002217,MPLADS-002217,6,0,Open e-Tender,12884000.0,-0.0186
TND-002218,MPLADS-002218,1,1,Single Tender Inquiry,2092000.0,-0.0076
TND-002219,MPLADS-002219,7,0,Open e-Tender,2343000.0,-0.0699
TND-002220,MPLADS-002220,4,0,Open e-Tender,15349000.0,-0.0069
TND-002221,MPLADS-002221,3,0,Open e-Tender,2651000.0,-0.0004
TND-002222,MPLADS-002222,5,0,Open e-Tender,1251000.0,-0.0523
TND-002223,MPLADS-002223,3,0,Open e-Tender,1120000.0,-0.0018
TND-002224,MPLADS-002224,3,0,Open e-Tender,649000.0,-0.0328
TND-002225,MPLADS-002225,5,0,Open e-Tender,1448000.0,-0.0789
TND-002226,MPLADS-002226,6,0,Open e-Tender,2567000.0,-0.0331
TND-002227,MPLADS-002227,7,0,Open e-Tender,785000.0,-0.0285
TND-002228,MPLADS-002228,4,0,Open e-Tender,14993000.0,-0.0121
TND-002229,MPLADS-002229,4,0,Open e-Tender,2332000.0,-0.0713
TND-002230,MPLADS-002230,6,0,Open e-Tender,1105000.0,-0.0299
TND-002231,MPLADS-002231,4,0,Open e-Tender,3315000.0,-0.0347
TND-002232,MPLADS-002232,5,0,Open e-Tender,1693000.0,-0.0123
TND-002233,MPLADS-002233,7,0,Open e-Tender,3331000.0,0.0039
TND-002234,MPLADS-002234,6,0,Open e-Tender,10715000.0,-0.0218
TND-002235,MPLADS-002235,4,0,Open e-Tender,394000.0,-0.0664
TND-002236,MPLADS-002236,7,0,Open e-Tender,1648000.0,-0.0556
TND-002237,MPLADS-002237,3,0,Open e-Tender,1336000.0,-0.0538
TND-002238,MPLADS-002238,3,0,Open e-Tender,1041000.0,-0.0142
TND-002239,MPLADS-002239,4,0,Open e-Tender,2035000.0,-0.0179
TND-002240,MPLADS-002240,5,0,Open e-Tender,1128000.0,-0.0375
TND-002241,MPLADS-002241,1,1,Single Tender Inquiry,1692000.0,-0.0047
TND-002242,MPLADS-002242,5,0,Open e-Tender,857000.0,-0.0425
TND-002243,MPLADS-002243,3,0,Open e-Tender,2112000.0,0.0154
TND-002244,MPLADS-002244,5,0,Open e-Tender,1224000.0,-0.0263
TND-002245,MPLADS-002245,4,0,Open e-Tender,13061000.0,-0.0595
TND-002246,MPLADS-002246,5,0,Open e-Tender,1853000.0,-0.0786
TND-002247,MPLADS-002247,3,0,Open e-Tender,1568000.0,0.0032
TND-002248,MPLADS-002248,3,0,Open e-Tender,662000.0,-0.0193
TND-002249,MPLADS-002249,3,0,Open e-Tender,840000.0,0.0072
TND-002250,MPLADS-002250,7,0,Open e-Tender,2295000.0,-0.0337
TND-002251,MPLADS-002251,7,0,Open e-Tender,1994000.0,-0.0704
TND-002252,MPLADS-002252,3,0,Open e-Tender,461000.0,-0.0436
TND-002253,MPLADS-002253,6,0,Open e-Tender,3078000.0,0.0082
TND-002254,MPLADS-002254,3,0,Open e-Tender,3733000.0,-0.0418
TND-002255,MPLADS-002255,5,0,Open e-Tender,3954000.0,0.0188
TND-002256,MPLADS-002256,7,0,Open e-Tender,680000.0,0.0149
TND-002257,MPLADS-002257,4,0,Open e-Tender,3035000.0,0.001
TND-002258,MPLADS-002258,4,0,Open e-Tender,1829000.0,-0.0151
TND-002259,MPLADS-002259,1,1,Single Tender Inquiry,1805000.0,0.0118
TND-002260,MPLADS-002260,6,0,Open e-Tender,8437000.0,-0.0116
TND-002261,MPLADS-002261,4,0,Open e-Tender,1734000.0,0.0134
TND-002262,MPLADS-002262,3,0,Open e-Tender,1766000.0,-0.0178
TND-002263,MPLADS-002263,4,0,Open e-Tender,647000.0,-0.0046
TND-002264,MPLADS-002264,7,0,Open e-Tender,357000.0,-0.0679
TND-002265,MPLADS-002265,6,0,Open e-Tender,1005000.0,-0.0474
TND-002266,MPLADS-002266,7,0,Open e-Tender,2355000.0,-0.064
TND-002267,MPLADS-002267,4,0,Open e-Tender,427000.0,-0.0511
TND-002268,MPLADS-002268,4,0,Open e-Tender,2286000.0,0.004
TND-002269,MPLADS-002269,4,0,Open e-Tender,1152000.0,0.0186
TND-002270,MPLADS-002270,3,0,Open e-Tender,10576000.0,0.0002
TND-002271,MPLADS-002271,6,0,Open e-Tender,2305000.0,-0.0384
TND-002272,MPLADS-002272,4,0,Open e-Tender,3100000.0,-0.0343
TND-002273,MPLADS-002273,3,0,Open e-Tender,1498000.0,-0.0477
TND-002274,MPLADS-002274,7,0,Open e-Tender,2722000.0,-0.0422
TND-002275,MPLADS-002275,7,0,Open e-Tender,1974000.0,-0.0179
TND-002276,MPLADS-002276,6,0,Open e-Tender,1615000.0,-0.0415
TND-002277,MPLADS-002277,7,0,Open e-Tender,1620000.0,-0.0067
TND-002278,MPLADS-002278,7,0,Open e-Tender,633000.0,-0.0201
TND-002279,MPLADS-002279,5,0,Open e-Tender,3659000.0,-0.0374
TND-002280,MPLADS-002280,3,0,Open e-Tender,707000.0,-0.0573
TND-002281,MPLADS-002281,6,0,Open e-Tender,2395000.0,-0.0541
TND-002282,MPLADS-002282,4,0,Open e-Tender,10058000.0,-0.0696
TND-002283,MPLADS-002283,7,0,Open e-Tender,2389000.0,0.0
TND-002284,MPLADS-002284,5,0,Open e-Tender,1510000.0,-0.0644
TND-002285,MPLADS-002285,7,0,Open e-Tender,2498000.0,0.0138
TND-002286,MPLADS-002286,7,0,Open e-Tender,1491000.0,-0.0716
TND-002287,MPLADS-002287,6,0,Open e-Tender,3800000.0,-0.0686
TND-002288,MPLADS-002288,6,0,Open e-Tender,1691000.0,-0.0293
TND-002289,MPLADS-002289,5,0,Open e-Tender,378000.0,-0.0597
TND-002290,MPLADS-002290,3,0,Open e-Tender,1815000.0,0.0022
TND-002291,MPLADS-002291,1,1,Single Tender Inquiry,3403000.0,-0.0136
TND-002292,MPLADS-002292,5,0,Open e-Tender,911000.0,-0.038
TND-002293,MPLADS-002293,4,0,Open e-Tender,1566000.0,-0.0089
TND-002294,MPLADS-002294,5,0,Open e-Tender,945000.0,-0.068
TND-002295,MPLADS-002295,3,0,Open e-Tender,2909000.0,-0.0643
TND-002296,MPLADS-002296,3,0,Open e-Tender,1907000.0,-0.0522
TND-002297,MPLADS-002297,3,0,Open e-Tender,1611000.0,-0.0147
TND-002298,MPLADS-002298,5,0,Open e-Tender,669000.0,-0.0089
TND-002299,MPLADS-002299,6,0,Open e-Tender,1173000.0,-0.0471
TND-002300,MPLADS-002300,6,0,Open e-Tender,463000.0,-0.0777
TND-002301,MPLADS-002301,5,0,Open e-Tender,914000.0,-0.0626
TND-002302,MPLADS-002302,3,0,Open e-Tender,624000.0,-0.0265
TND-002303,MPLADS-002303,6,0,Open e-Tender,1831000.0,-0.0027
TND-002304,MPLADS-002304,1,1,Single Tender Inquiry,1547000.0,-0.0681
TND-002305,MPLADS-002305,6,0,Open e-Tender,15501000.0,-0.0517
TND-002306,MPLADS-002306,6,0,Open e-Tender,3598000.0,0.0078
TND-002307,MPLADS-002307,5,0,Open e-Tender,2714000.0,-0.0066
TND-002308,MPLADS-002308,6,0,Open e-Tender,1658000.0,0.0048
TND-002309,MPLADS-002309,6,0,Open e-Tender,2661000.0,-0.0086
TND-002310,MPLADS-002310,3,0,Open e-Tender,2739000.0,-0.0162
TND-002311,MPLADS-002311,7,0,Open e-Tender,1714000.0,-0.0536
TND-002312,MPLADS-002312,5,0,Open e-Tender,2018000.0,-0.0246
TND-002313,MPLADS-002313,3,0,Open e-Tender,2603000.0,0.0124
TND-002314,MPLADS-002314,4,0,Open e-Tender,13814000.0,-0.0799
TND-002315,MPLADS-002315,6,0,Open e-Tender,575000.0,-0.0336
TND-002316,MPLADS-002316,3,0,Open e-Tender,1051000.0,-0.0269
TND-002317,MPLADS-002317,5,0,Open e-Tender,3637000.0,-0.0499
TND-002318,MPLADS-002318,5,0,Open e-Tender,2305000.0,-0.0626
TND-002319,MPLADS-002319,5,0,Open e-Tender,537000.0,-0.0462
TND-002320,MPLADS-002320,4,0,Open e-Tender,719000.0,0.0155
TND-002321,MPLADS-002321,3,0,Open e-Tender,1970000.0,0.0123
TND-002322,MPLADS-002322,5,0,Open e-Tender,1133000.0,-0.0366
TND-002323,MPLADS-002323,6,0,Open e-Tender,9673000.0,-0.0646
TND-002324,MPLADS-002324,7,0,Open e-Tender,574000.0,-0.0481
TND-002325,MPLADS-002325,7,0,Open e-Tender,1455000.0,-0.0409
TND-002326,MPLADS-002326,7,0,Open e-Tender,1937000.0,0.0173
TND-002327,MPLADS-002327,6,0,Open e-Tender,1962000.0,-0.0239
TND-002328,MPLADS-002328,5,0,Open e-Tender,464000.0,-0.0252
TND-002329,MPLADS-002329,5,0,Open e-Tender,2493000.0,0.0056
TND-002330,MPLADS-002330,5,0,Open e-Tender,10895000.0,-0.0451
TND-002331,MPLADS-002331,6,0,Open e-Tender,1527000.0,-0.0757
TND-002332,MPLADS-002332,6,0,Open e-Tender,3065000.0,-0.0751
TND-002333,MPLADS-002333,3,0,Open e-Tender,9221000.0,0.0182
TND-002334,MPLADS-002334,3,0,Open e-Tender,2211000.0,0.0101
TND-002335,MPLADS-002335,6,0,Open e-Tender,1319000.0,-0.0127
TND-002336,MPLADS-002336,7,0,Open e-Tender,1357000.0,-0.0073
TND-002337,MPLADS-002337,4,0,Open e-Tender,705000.0,0.0057
TND-002338,MPLADS-002338,7,0,Open e-Tender,1808000.0,-0.0274
TND-002339,MPLADS-002339,4,0,Open e-Tender,3849000.0,0.0081
TND-002340,MPLADS-002340,4,0,Open e-Tender,3226000.0,-0.0379
TND-002341,MPLADS-002341,5,0,Open e-Tender,13063000.0,-0.0175
TND-002342,MPLADS-002342,5,0,Open e-Tender,2146000.0,-0.0056
TND-002343,MPLADS-002343,5,0,Open e-Tender,3114000.0,0.0147
TND-002344,MPLADS-002344,6,0,Open e-Tender,957000.0,-0.0284
TND-002345,MPLADS-002345,6,0,Open e-Tender,1119000.0,-0.0328
TND-002346,MPLADS-002346,5,0,Open e-Tender,754000.0,-0.0105
TND-002347,MPLADS-002347,6,0,Open e-Tender,1808000.0,0.0118
TND-002348,MPLADS-002348,5,0,Open e-Tender,2004000.0,-0.0534
TND-002349,MPLADS-002349,5,0,Open e-Tender,14571000.0,-0.0576
TND-002350,MPLADS-002350,7,0,Open e-Tender,1408000.0,-0.0743
TND-002351,MPLADS-002351,5,0,Open e-Tender,1858000.0,-0.0318
TND-002352,MPLADS-002352,4,0,Open e-Tender,7033000.0,-0.0044
TND-002353,MPLADS-002353,3,0,Open e-Tender,3721000.0,-0.0205
TND-002354,MPLADS-002354,4,0,Open e-Tender,2622000.0,-0.0445
TND-002355,MPLADS-002355,6,0,Open e-Tender,580000.0,-0.06
TND-002356,MPLADS-002356,5,0,Open e-Tender,2127000.0,-0.0687
TND-002357,MPLADS-002357,6,0,Open e-Tender,2083000.0,-0.0668
TND-002358,MPLADS-002358,7,0,Open e-Tender,3362000.0,-0.0068
TND-002359,MPLADS-002359,3,0,Open e-Tender,1693000.0,-0.0203
TND-002360,MPLADS-002360,6,0,Open e-Tender,2302000.0,-0.0796
TND-002361,MPLADS-002361,6,0,Open e-Tender,537000.0,-0.0147
TND-002362,MPLADS-002362,5,0,Open e-Tender,11384000.0,-0.0059
TND-002363,MPLADS-002363,7,0,Open e-Tender,1230000.0,0.0033
TND-002364,MPLADS-002364,5,0,Open e-Tender,12474000.0,-0.0392
TND-002365,MPLADS-002365,7,0,Open e-Tender,433000.0,-0.0708
TND-002366,MPLADS-002366,7,0,Open e-Tender,506000.0,-0.0417
TND-002367,MPLADS-002367,3,0,Open e-Tender,9813000.0,-0.0495
TND-002368,MPLADS-002368,6,0,Open e-Tender,2442000.0,-0.055
TND-002369,MPLADS-002369,6,0,Open e-Tender,1763000.0,-0.0096
TND-002370,MPLADS-002370,5,0,Open e-Tender,2287000.0,-0.0612
TND-002371,MPLADS-002371,1,1,Single Tender Inquiry,2695000.0,-0.061
TND-002372,MPLADS-002372,5,0,Open e-Tender,3541000.0,-0.0164
TND-002373,MPLADS-002373,3,0,Open e-Tender,1429000.0,-0.0592
TND-002374,MPLADS-002374,5,0,Open e-Tender,2182000.0,-0.075
TND-002375,MPLADS-002375,4,0,Open e-Tender,662000.0,-0.0475
TND-002376,MPLADS-002376,3,0,Open e-Tender,2278000.0,-0.0151
TND-002377,MPLADS-002377,4,0,Open e-Tender,442000.0,-0.0156
TND-002378,MPLADS-002378,6,0,Open e-Tender,1496000.0,0.0142
TND-002379,MPLADS-002379,6,0,Open e-Tender,1900000.0,-0.058
TND-002380,MPLADS-002380,5,0,Open e-Tender,3397000.0,-0.0023
TND-002381,MPLADS-002381,5,0,Open e-Tender,577000.0,-0.0154
TND-002382,MPLADS-002382,3,0,Open e-Tender,663000.0,-0.0221
TND-002383,MPLADS-002383,5,0,Open e-Tender,2887000.0,-0.0678
TND-002384,MPLADS-002384,3,0,Open e-Tender,3444000.0,0.0189
TND-002385,MPLADS-002385,7,0,Open e-Tender,2389000.0,-0.0308
TND-002386,MPLADS-002386,5,0,Open e-Tender,965000.0,-0.0694
TND-002387,MPLADS-002387,3,0,Open e-Tender,600000.0,0.0204
TND-002388,MPLADS-002388,5,0,Open e-Tender,3634000.0,-0.0689
TND-002389,MPLADS-002389,7,0,Open e-Tender,2106000.0,-0.0657
TND-002390,MPLADS-002390,6,0,Open e-Tender,2298000.0,0.0195
TND-002391,MPLADS-002391,5,0,Open e-Tender,9704000.0,-0.0349
TND-002392,MPLADS-002392,6,0,Open e-Tender,694000.0,-0.0545
TND-002393,MPLADS-002393,4,0,Open e-Tender,724000.0,-0.0536
TND-002394,MPLADS-002394,7,0,Open e-Tender,1614000.0,0.0183
TND-002395,MPLADS-002395,4,0,Open e-Tender,3594000.0,-0.014
TND-002396,MPLADS-002396,6,0,Open e-Tender,2444000.0,-0.0016
TND-002397,MPLADS-002397,5,0,Open e-Tender,1963000.0,-0.0377
TND-002398,MPLADS-002398,3,0,Open e-Tender,1748000.0,-0.0185
TND-002399,MPLADS-002399,7,0,Open e-Tender,2259000.0,-0.0259
TND-002400,MPLADS-002400,5,0,Open e-Tender,1740000.0,-0.0349
TND-002401,MPLADS-002401,4,0,Open e-Tender,2171000.0,-0.0325
TND-002402,MPLADS-002402,3,0,Open e-Tender,2763000.0,-0.0466
TND-002403,MPLADS-002403,3,0,Open e-Tender,2404000.0,0.0195
TND-002404,MPLADS-002404,3,0,Open e-Tender,505000.0,-0.0578
TND-002405,MPLADS-002405,5,0,Open e-Tender,2117000.0,-0.0498
TND-002406,MPLADS-002406,5,0,Open e-Tender,572000.0,-0.037
TND-002407,MPLADS-002407,3,0,Open e-Tender,804000.0,-0.0585
TND-002408,MPLADS-002408,6,0,Open e-Tender,2336000.0,-0.0477
TND-002409,MPLADS-002409,1,1,Single Tender Inquiry,1832000.0,0.0155
TND-002410,MPLADS-002410,5,0,Open e-Tender,1572000.0,-0.0025
TND-002411,MPLADS-002411,4,0,Open e-Tender,11660000.0,-0.0546
TND-002412,MPLADS-002412,4,0,Open e-Tender,3060000.0,-0.0616
TND-002413,MPLADS-002413,7,0,Open e-Tender,1530000.0,-0.0091
TND-002414,MPLADS-002414,4,0,Open e-Tender,488000.0,-0.024
TND-002415,MPLADS-002415,1,1,Single Tender Inquiry,12176000.0,-0.0212
TND-002416,MPLADS-002416,3,0,Open e-Tender,14538000.0,-0.0055
TND-002417,MPLADS-002417,5,0,Open e-Tender,13676000.0,-0.0187
TND-002418,MPLADS-002418,4,0,Open e-Tender,383000.0,-0.059
TND-002419,MPLADS-002419,4,0,Open e-Tender,947000.0,-0.0125
TND-002420,MPLADS-002420,7,0,Open e-Tender,2047000.0,-0.0771
TND-002421,MPLADS-002421,4,0,Open e-Tender,6962000.0,-0.0251
TND-002422,MPLADS-002422,1,1,Single Tender Inquiry,1470000.0,-0.0528
TND-002423,MPLADS-002423,7,0,Open e-Tender,768000.0,-0.0078
TND-002424,MPLADS-002424,6,0,Open e-Tender,1766000.0,-0.0045
TND-002425,MPLADS-002425,4,0,Open e-Tender,9879000.0,-0.0167
TND-002426,MPLADS-002426,3,0,Open e-Tender,3441000.0,-0.0255
TND-002427,MPLADS-002427,5,0,Open e-Tender,2133000.0,0.0109
TND-002428,MPLADS-002428,5,0,Open e-Tender,600000.0,0.0033
TND-002429,MPLADS-002429,5,0,Open e-Tender,2623000.0,-0.0751
TND-002430,MPLADS-002430,4,0,Open e-Tender,2284000.0,-0.021
TND-002431,MPLADS-002431,1,1,Single Tender Inquiry,3284000.0,-0.0569
TND-002432,MPLADS-002432,3,0,Open e-Tender,1320000.0,-0.0083
TND-002433,MPLADS-002433,3,0,Open e-Tender,2691000.0,-0.0282
TND-002434,MPLADS-002434,7,0,Open e-Tender,10859000.0,-0.0328
TND-002435,MPLADS-002435,4,0,Open e-Tender,10094000.0,-0.0473
TND-002436,MPLADS-002436,4,0,Open e-Tender,1866000.0,-0.0011
TND-002437,MPLADS-002437,6,0,Open e-Tender,1769000.0,-0.0719
TND-002438,MPLADS-002438,6,0,Open e-Tender,509000.0,-0.002
TND-002439,MPLADS-002439,3,0,Open e-Tender,4461000.0,0.0199
TND-002440,MPLADS-002440,6,0,Open e-Tender,3925000.0,-0.0547
TND-002441,MPLADS-002441,6,0,Open e-Tender,1139000.0,-0.007
TND-002442,MPLADS-002442,5,0,Open e-Tender,1654000.0,0.0172
TND-002443,MPLADS-002443,3,0,Open e-Tender,632000.0,-0.0094
TND-002444,MPLADS-002444,5,0,Open e-Tender,665000.0,-0.0278
TND-002445,MPLADS-002445,7,0,Open e-Tender,15920000.0,0.0165
TND-002446,MPLADS-002446,6,0,Open e-Tender,2822000.0,-0.007
TND-002447,MPLADS-002447,1,1,Single Tender Inquiry,1356000.0,-0.0216
TND-002448,MPLADS-002448,1,1,Single Tender Inquiry,1595000.0,-0.0545
TND-002449,MPLADS-002449,7,0,Open e-Tender,1483000.0,-0.0632
TND-002450,MPLADS-002450,6,0,Open e-Tender,1942000.0,-0.0072
TND-002451,MPLADS-002451,3,0,Open e-Tender,554000.0,-0.0281
