progress_id,project_id,physical_progress,financial_progress,planned_duration_days,actual_duration_days,extension_count,progress_gap
PROG-001999,MPLADS-001999,93.8,94.9,210,223,0,1.1
PROG-002000,MPLADS-002000,80.5,93.5,150,142,0,13.0
PROG-002001,MPLADS-002001,94.2,90.6,60,79,0,-3.6
PROG-002002,MPLADS-002002,76.5,98.0,60,55,0,21.5
PROG-002003,MPLADS-002003,22.6,97.3,90,121,0,74.7
PROG-002004,MPLADS-002004,77.8,87.2,210,209,0,9.4
PROG-002005,MPLADS-002005,97.8,93.3,160,187,0,-4.5
PROG-002006,MPLADS-002006,97.9,95.0,160,171,0,-2.9
PROG-002007,MPLADS-002007,72.1,150.4,60,66,0,78.3
PROG-002008,MPLADS-002008,11.6,47.6,90,105,0,36.0
PROG-002009,MPLADS-002009,77.6,94.8,180,199,0,17.2
PROG-002010,MPLADS-002010,80.6,95.3,160,150,0,14.7
PROG-002011,MPLADS-002011,97.2,95.2,90,94,0,-2.0
PROG-002012,MPLADS-002012,99.1,96.5,160,156,0,-2.6
PROG-002013,MPLADS-002013,86.2,88.3,400,393,0,2.1
PROG-002014,MPLADS-002014,89.4,95.8,120,140,0,6.4
PROG-002015,MPLADS-002015,90.5,89.9,60,75,0,-0.6
PROG-002016,MPLADS-002016,70.4,94.3,60,51,0,23.9
PROG-002017,MPLADS-002017,96.5,95.3,180,194,0,-1.2
PROG-002018,MPLADS-002018,90.3,89.9,180,175,0,-0.4
PROG-002019,MPLADS-002019,77.8,97.3,400,412,0,19.5
PROG-002020,MPLADS-002020,77.7,90.0,400,430,0,12.3
PROG-002021,MPLADS-002021,82.6,93.7,150,172,0,11.1
PROG-002022,MPLADS-002022,89.2,93.8,180,189,0,4.6
PROG-002023,MPLADS-002023,73.3,90.7,60,71,0,17.4
PROG-002024,MPLADS-002024,84.6,94.5,150,163,0,9.9
PROG-002025,MPLADS-002025,90.5,85.4,60,59,0,-5.1
PROG-002026,MPLADS-002026,27.0,86.1,60,80,0,59.1
PROG-002027,MPLADS-002027,89.9,88.3,400,412,0,-1.6
PROG-002028,MPLADS-002028,70.7,88.0,180,202,0,17.3
PROG-002029,MPLADS-002029,73.3,97.4,180,720,3,24.1
PROG-002030,MPLADS-002030,94.6,93.1,180,177,0,-1.5
PROG-002031,MPLADS-002031,87.4,87.6,150,181,0,0.2
PROG-002032,MPLADS-002032,93.6,92.5,150,138,0,-1.1
PROG-002033,MPLADS-002033,91.1,91.6,180,207,0,0.5
PROG-002034,MPLADS-002034,99.7,90.6,60,61,0,-9.1
PROG-002035,MPLADS-002035,73.1,94.4,60,53,0,21.3
PROG-002036,MPLADS-002036,92.2,97.5,150,147,0,5.3
PROG-002037,MPLADS-002037,91.0,90.3,60,50,0,-0.7
PROG-002038,MPLADS-002038,88.2,88.2,150,171,0,0.0
PROG-002039,MPLADS-002039,22.2,95.1,90,93,0,72.9
PROG-002040,MPLADS-002040,77.1,91.3,150,181,0,14.2
PROG-002041,MPLADS-002041,86.5,89.8,210,232,0,3.3
PROG-002042,MPLADS-002042,95.8,92.3,90,81,0,-3.5
PROG-002043,MPLADS-002043,97.5,92.1,150,159,0,-5.4
PROG-002044,MPLADS-002044,78.0,94.0,60,80,0,16.0
PROG-002045,MPLADS-002045,70.4,88.1,120,111,0,17.7
PROG-002046,MPLADS-002046,95.7,89.1,400,431,0,-6.6
PROG-002047,MPLADS-002047,76.6,92.3,60,55,0,15.7
PROG-002048,MPLADS-002048,70.7,91.1,120,122,0,20.4
PROG-002049,MPLADS-002049,92.8,92.1,60,45,0,-0.7
PROG-002050,MPLADS-002050,71.7,96.0,150,178,0,24.3
PROG-002051,MPLADS-002051,94.2,96.7,60,72,0,2.5
PROG-002052,MPLADS-002052,83.5,96.7,160,164,0,13.2
PROG-002053,MPLADS-002053,80.7,95.0,400,411,0,14.3
PROG-002054,MPLADS-002054,17.4,94.2,90,103,0,76.8
PROG-002055,MPLADS-002055,94.8,91.2,400,430,0,-3.6
PROG-002056,MPLADS-002056,84.7,88.3,180,189,0,3.6
PROG-002057,MPLADS-002057,15.8,69.1,60,55,0,53.3
PROG-002058,MPLADS-002058,97.4,88.4,180,183,0,-9.0
PROG-002059,MPLADS-002059,88.7,95.8,150,173,0,7.1
PROG-002060,MPLADS-002060,73.5,93.7,400,1200,4,20.2
PROG-002061,MPLADS-002061,49.6,90.3,90,270,4,40.7
PROG-002062,MPLADS-002062,70.1,85.2,160,184,0,15.1
PROG-002063,MPLADS-002063,92.5,91.4,90,121,0,-1.1
PROG-002064,MPLADS-002064,78.0,94.2,120,138,0,16.2
PROG-002065,MPLADS-002065,96.0,89.1,160,184,0,-6.9
PROG-002066,MPLADS-002066,73.6,89.2,180,201,0,15.6
PROG-002067,MPLADS-002067,99.7,85.5,180,171,0,-14.2
PROG-002068,MPLADS-002068,88.3,93.0,90,86,0,4.7
PROG-002069,MPLADS-002069,78.9,149.9,180,200,0,71.0
PROG-002070,MPLADS-002070,26.9,87.6,210,230,0,60.7
PROG-002071,MPLADS-002071,73.7,87.9,180,177,0,14.2
PROG-002072,MPLADS-002072,99.6,90.8,400,407,0,-8.8
PROG-002073,MPLADS-002073,93.0,87.6,180,191,0,-5.4
PROG-002074,MPLADS-002074,72.4,85.1,90,81,0,12.7
PROG-002075,MPLADS-002075,93.6,92.2,90,87,0,-1.4
PROG-002076,MPLADS-002076,75.6,90.5,90,80,0,14.9
PROG-002077,MPLADS-002077,93.1,94.3,160,189,0,1.2
PROG-002078,MPLADS-002078,81.8,89.5,160,167,0,7.7
PROG-002079,MPLADS-002079,71.3,86.8,180,171,0,15.5
PROG-002080,MPLADS-002080,70.1,93.9,160,186,0,23.8
PROG-002081,MPLADS-002081,44.4,95.5,90,360,4,51.1
PROG-002082,MPLADS-002082,91.5,97.5,150,158,0,6.0
PROG-002083,MPLADS-002083,99.3,92.2,150,151,0,-7.1
PROG-002084,MPLADS-002084,90.7,85.3,180,180,0,-5.4
PROG-002085,MPLADS-002085,96.8,96.3,180,202,0,-0.5
PROG-002086,MPLADS-002086,98.5,92.0,90,95,0,-6.5
PROG-002087,MPLADS-002087,91.0,88.7,150,179,0,-2.3
PROG-002088,MPLADS-002088,70.1,97.3,60,89,0,27.2
PROG-002089,MPLADS-002089,92.9,96.8,150,135,0,3.9
PROG-002090,MPLADS-002090,76.0,94.6,160,169,0,18.6
PROG-002091,MPLADS-002091,80.8,87.4,60,66,0,6.6
PROG-002092,MPLADS-002092,84.4,90.9,90,123,0,6.5
PROG-002093,MPLADS-002093,70.4,97.1,150,169,0,26.7
PROG-002094,MPLADS-002094,88.9,92.2,150,183,0,3.3
PROG-002095,MPLADS-002095,95.4,90.8,400,403,0,-4.6
PROG-002096,MPLADS-002096,26.9,89.7,400,428,0,62.8
PROG-002097,MPLADS-002097,80.6,95.3,150,148,0,14.7
PROG-002098,MPLADS-002098,84.4,87.7,400,410,0,3.3
PROG-002099,MPLADS-002099,78.1,91.6,150,172,0,13.5
PROG-002100,MPLADS-002100,77.4,97.1,60,82,0,19.7
PROG-002101,MPLADS-002101,88.8,85.7,400,410,0,-3.1
PROG-002102,MPLADS-002102,84.7,97.6,180,210,0,12.9
PROG-002103,MPLADS-002103,70.7,95.4,180,194,0,24.7
PROG-002104,MPLADS-002104,72.0,92.9,180,208,0,20.9
PROG-002105,MPLADS-002105,76.7,93.7,90,119,0,17.0
PROG-002106,MPLADS-002106,94.5,91.5,400,398,0,-3.0
PROG-002107,MPLADS-002107,96.4,94.3,150,176,0,-2.1
PROG-002108,MPLADS-002108,70.3,89.3,150,153,0,19.0
PROG-002109,MPLADS-002109,71.9,90.2,60,83,0,18.3
PROG-002110,MPLADS-002110,76.5,92.3,210,197,0,15.8
PROG-002111,MPLADS-002111,71.3,85.5,120,114,0,14.2
PROG-002112,MPLADS-002112,80.5,94.4,160,174,0,13.9
PROG-002113,MPLADS-002113,83.1,95.9,60,88,0,12.8
PROG-002114,MPLADS-002114,98.3,88.2,400,404,0,-10.1
PROG-002115,MPLADS-002115,77.6,88.1,160,148,0,10.5
PROG-002116,MPLADS-002116,95.7,85.9,120,147,0,-9.8
PROG-002117,MPLADS-002117,97.7,87.7,150,137,0,-10.0
PROG-002118,MPLADS-002118,99.8,93.0,90,118,0,-6.8
PROG-002119,MPLADS-002119,87.2,91.5,90,124,0,4.3
PROG-002120,MPLADS-002120,90.7,96.7,210,242,0,6.0
PROG-002121,MPLADS-002121,89.0,90.2,400,391,0,1.2
PROG-002122,MPLADS-002122,0.0,100.0,210,228,0,100.0
PROG-002123,MPLADS-002123,87.4,93.0,180,187,0,5.6
PROG-002124,MPLADS-002124,83.6,89.9,60,54,0,6.3
PROG-002125,MPLADS-002125,75.0,89.2,90,95,0,14.2
PROG-002126,MPLADS-002126,99.1,85.2,210,232,0,-13.9
PROG-002127,MPLADS-002127,83.6,93.9,210,203,0,10.3
PROG-002128,MPLADS-002128,26.9,93.4,90,91,0,66.5
PROG-002129,MPLADS-002129,82.0,91.9,160,161,0,9.9
PROG-002130,MPLADS-002130,82.4,94.6,400,415,0,12.2
PROG-002131,MPLADS-002131,96.9,87.4,150,149,0,-9.5
PROG-002132,MPLADS-002132,74.0,96.2,400,417,0,22.2
PROG-002133,MPLADS-002133,96.0,130.0,120,123,0,34.0
PROG-002134,MPLADS-002134,78.9,93.3,120,119,0,14.4
PROG-002135,MPLADS-002135,73.2,91.6,210,210,0,18.4
PROG-002136,MPLADS-002136,58.3,96.8,180,540,3,38.5
PROG-002137,MPLADS-002137,74.2,88.1,90,84,0,13.9
PROG-002138,MPLADS-002138,91.4,89.1,150,149,0,-2.3
PROG-002139,MPLADS-002139,79.7,94.1,120,106,0,14.4
PROG-002140,MPLADS-002140,87.0,97.6,210,241,0,10.6
PROG-002141,MPLADS-002141,75.3,95.7,120,112,0,20.4
PROG-002142,MPLADS-002142,25.9,94.7,180,201,0,68.8
PROG-002143,MPLADS-002143,99.8,97.3,210,197,0,-2.5
PROG-002144,MPLADS-002144,78.5,93.2,60,50,0,14.7
PROG-002145,MPLADS-002145,31.2,95.7,210,241,0,64.5
PROG-002146,MPLADS-002146,71.3,86.3,150,161,0,15.0
PROG-002147,MPLADS-002147,86.0,86.5,160,180,0,0.5
PROG-002148,MPLADS-002148,91.4,94.6,400,409,0,3.2
PROG-002149,MPLADS-002149,73.4,91.1,160,170,0,17.7
PROG-002150,MPLADS-002150,86.4,85.3,400,393,0,-1.1
PROG-002151,MPLADS-002151,72.6,95.3,160,156,0,22.7
PROG-002152,MPLADS-002152,78.6,90.3,90,84,0,11.7
PROG-002153,MPLADS-002153,84.4,87.5,180,177,0,3.1
PROG-002154,MPLADS-002154,95.3,94.9,180,178,0,-0.4
PROG-002155,MPLADS-002155,97.8,89.9,180,177,0,-7.9
PROG-002156,MPLADS-002156,88.5,97.6,180,179,0,9.1
PROG-002157,MPLADS-002157,88.9,92.0,210,217,0,3.1
PROG-002158,MPLADS-002158,98.2,90.4,160,189,0,-7.8
PROG-002159,MPLADS-002159,72.8,88.4,90,117,0,15.6
PROG-002160,MPLADS-002160,96.8,85.4,120,109,0,-11.4
PROG-002161,MPLADS-002161,97.5,90.2,210,229,0,-7.3
PROG-002162,MPLADS-002162,88.8,86.8,180,214,0,-2.0
PROG-002163,MPLADS-002163,79.3,96.0,400,420,0,16.7
PROG-002164,MPLADS-002164,97.1,88.7,150,137,0,-8.4
PROG-002165,MPLADS-002165,73.2,86.4,60,63,0,13.2
PROG-002166,MPLADS-002166,74.5,90.8,90,118,0,16.3
PROG-002167,MPLADS-002167,79.1,86.0,180,168,0,6.9
PROG-002168,MPLADS-002168,90.4,93.0,400,401,0,2.6
PROG-002169,MPLADS-002169,24.7,98.5,60,47,0,73.8
PROG-002170,MPLADS-002170,88.3,137.3,150,169,0,49.0
PROG-002171,MPLADS-002171,77.4,90.2,400,392,0,12.8
PROG-002172,MPLADS-002172,74.0,88.8,210,195,0,14.8
PROG-002173,MPLADS-002173,96.5,96.3,150,161,0,-0.2
PROG-002174,MPLADS-002174,11.3,46.3,180,210,0,35.0
PROG-002175,MPLADS-002175,86.3,96.7,180,188,0,10.4
PROG-002176,MPLADS-002176,21.2,92.2,90,112,0,71.0
PROG-002177,MPLADS-002177,87.6,91.6,150,149,0,4.0
PROG-002178,MPLADS-002178,93.2,95.0,210,199,0,1.8
PROG-002179,MPLADS-002179,70.3,86.0,180,209,0,15.7
PROG-002180,MPLADS-002180,97.9,96.8,210,237,0,-1.1
PROG-002181,MPLADS-002181,95.0,89.9,90,88,0,-5.1
PROG-002182,MPLADS-002182,77.8,86.0,120,140,0,8.2
PROG-002183,MPLADS-002183,75.3,91.6,400,414,0,16.3
PROG-002184,MPLADS-002184,24.8,49.2,120,143,0,24.4
PROG-002185,MPLADS-002185,0.0,100.0,210,215,0,100.0
PROG-002186,MPLADS-002186,77.4,89.6,90,120,0,12.2
PROG-002187,MPLADS-002187,90.9,97.3,60,68,0,6.4
PROG-002188,MPLADS-002188,75.1,86.3,210,230,0,11.2
PROG-002189,MPLADS-002189,92.0,94.5,160,176,0,2.5
PROG-002190,MPLADS-002190,84.2,90.9,180,170,0,6.7
PROG-002191,MPLADS-002191,41.8,87.2,160,480,4,45.4
PROG-002192,MPLADS-002192,17.4,59.7,210,200,0,42.3
PROG-002193,MPLADS-002193,99.3,89.2,180,205,0,-10.1
PROG-002194,MPLADS-002194,90.9,86.6,90,101,0,-4.3
PROG-002195,MPLADS-002195,85.9,89.9,60,69,0,4.0
PROG-002196,MPLADS-002196,51.2,85.2,150,450,4,34.0
PROG-002197,MPLADS-002197,97.2,94.6,90,92,0,-2.6
PROG-002198,MPLADS-002198,96.6,92.2,400,390,0,-4.4
PROG-002199,MPLADS-002199,88.7,96.6,90,118,0,7.9
PROG-002200,MPLADS-002200,91.7,90.2,400,405,0,-1.5
PROG-002201,MPLADS-002201,87.6,96.2,90,76,0,8.6
PROG-002202,MPLADS-002202,77.2,88.6,90,114,0,11.4
PROG-002203,MPLADS-002203,23.5,85.9,60,87,0,62.4
PROG-002204,MPLADS-002204,92.1,93.0,120,112,0,0.9
PROG-002205,MPLADS-002205,71.2,85.3,120,108,0,14.1
PROG-002206,MPLADS-002206,84.6,95.5,180,173,0,10.9
PROG-002207,MPLADS-002207,97.6,88.5,60,64,0,-9.1
PROG-002208,MPLADS-002208,75.3,93.6,400,410,0,18.3
PROG-002209,MPLADS-002209,98.1,97.0,90,75,0,-1.1
PROG-002210,MPLADS-002210,90.9,92.0,160,153,0,1.1
PROG-002211,MPLADS-002211,75.4,95.1,60,45,0,19.7
PROG-002212,MPLADS-002212,96.8,86.4,180,165,0,-10.4
PROG-002213,MPLADS-002213,88.5,95.9,150,148,0,7.4
PROG-002214,MPLADS-002214,87.5,88.8,160,178,0,1.3
PROG-002215,MPLADS-002215,98.6,93.7,180,214,0,-4.9
PROG-002216,MPLADS-002216,70.9,91.8,60,81,0,20.9
PROG-002217,MPLADS-002217,96.8,94.9,400,405,0,-1.9
PROG-002218,MPLADS-002218,99.5,85.9,120,151,0,-13.6
PROG-002219,MPLADS-002219,89.2,94.0,120,141,0,4.8
PROG-002220,MPLADS-002220,79.9,88.3,400,405,0,8.4
PROG-002221,MPLADS-002221,86.3,90.0,180,203,0,3.7
PROG-002222,MPLADS-002222,71.3,96.9,150,155,0,25.6
PROG-002223,MPLADS-002223,99.4,91.0,150,161,0,-8.4
PROG-002224,MPLADS-002224,79.0,85.8,60,66,0,6.8
PROG-002225,MPLADS-002225,93.2,95.6,120,114,0,2.4
PROG-002226,MPLADS-002226,76.0,94.8,210,207,0,18.8
PROG-002227,MPLADS-002227,96.5,95.1,90,119,0,-1.4
PROG-002228,MPLADS-002228,73.2,95.3,400,425,0,22.1
PROG-002229,MPLADS-002229,74.6,90.6,180,187,0,16.0
PROG-002230,MPLADS-002230,10.7,50.1,150,147,0,39.4
PROG-002231,MPLADS-002231,82.4,93.2,90,112,0,10.8
PROG-002232,MPLADS-002232,71.3,87.7,150,170,0,16.4
PROG-002233,MPLADS-002233,97.5,88.0,210,223,0,-9.5
PROG-002234,MPLADS-002234,99.5,90.3,400,397,0,-9.2
PROG-002235,MPLADS-002235,70.0,96.0,60,63,0,26.0
PROG-002236,MPLADS-002236,98.0,88.1,120,145,0,-9.9
PROG-002237,MPLADS-002237,97.4,92.3,120,137,0,-5.1
PROG-002238,MPLADS-002238,43.9,97.4,90,270,4,53.5
PROG-002239,MPLADS-002239,70.1,91.8,180,207,0,21.7
PROG-002240,MPLADS-002240,87.8,96.1,150,143,0,8.3
PROG-002241,MPLADS-002241,96.8,88.3,120,140,0,-8.5
PROG-002242,MPLADS-002242,74.9,86.1,90,360,3,11.2
PROG-002243,MPLADS-002243,87.3,98.0,180,168,0,10.7
PROG-002244,MPLADS-002244,82.1,88.2,150,183,0,6.1
PROG-002245,MPLADS-002245,97.0,92.2,400,427,0,-4.8
PROG-002246,MPLADS-002246,71.1,90.5,180,209,0,19.4
PROG-002247,MPLADS-002247,92.8,94.2,120,153,0,1.4
PROG-002248,MPLADS-002248,72.0,86.8,60,79,0,14.8
PROG-002249,MPLADS-002249,78.0,94.0,90,79,0,16.0
PROG-002250,MPLADS-002250,86.1,86.5,180,181,0,0.4
PROG-002251,MPLADS-002251,78.5,93.8,160,194,0,15.3
PROG-002252,MPLADS-002252,92.2,92.3,60,93,0,0.1
PROG-002253,MPLADS-002253,34.3,90.0,180,182,0,55.7
PROG-002254,MPLADS-002254,0.0,100.0,210,206,0,100.0
PROG-002255,MPLADS-002255,78.1,85.8,210,205,0,7.7
PROG-002256,MPLADS-002256,70.0,87.1,90,90,0,17.1
PROG-002257,MPLADS-002257,20.2,85.1,160,174,0,64.9
PROG-002258,MPLADS-002258,88.0,93.5,160,177,0,5.5
PROG-002259,MPLADS-002259,86.3,90.5,120,118,0,4.2
PROG-002260,MPLADS-002260,84.7,88.0,150,136,0,3.3
PROG-002261,MPLADS-002261,98.3,93.0,120,109,0,-5.3
PROG-002262,MPLADS-002262,70.9,94.7,150,176,0,23.8
PROG-002263,MPLADS-002263,91.8,97.1,60,94,0,5.3
PROG-002264,MPLADS-002264,87.1,93.2,60,58,0,6.1
PROG-002265,MPLADS-002265,88.1,88.0,150,150,0,-0.1
PROG-002266,MPLADS-002266,26.6,95.1,120,137,0,68.5
PROG-002267,MPLADS-002267,87.7,96.6,60,74,0,8.9
PROG-002268,MPLADS-002268,84.8,93.3,180,204,0,8.5
PROG-002269,MPLADS-002269,72.4,85.3,150,182,0,12.9
PROG-002270,MPLADS-002270,81.4,87.2,400,392,0,5.8
PROG-002271,MPLADS-002271,85.1,92.4,180,210,0,7.3
PROG-002272,MPLADS-002272,99.1,85.8,180,193,0,-13.3
PROG-002273,MPLADS-002273,71.5,91.2,160,178,0,19.7
PROG-002274,MPLADS-002274,81.8,145.9,180,178,0,64.1
PROG-002275,MPLADS-002275,95.9,90.1,150,172,0,-5.8
PROG-002276,MPLADS-002276,97.7,87.9,150,154,0,-9.8
PROG-002277,MPLADS-002277,85.2,141.9,120,109,0,56.7
PROG-002278,MPLADS-002278,87.3,87.1,60,67,0,-0.2
PROG-002279,MPLADS-002279,86.3,89.2,90,95,0,2.9
PROG-002280,MPLADS-002280,85.3,97.6,90,106,0,12.3
PROG-002281,MPLADS-002281,15.1,85.3,210,239,0,70.2
PROG-002282,MPLADS-002282,90.1,97.3,400,424,0,7.2
PROG-002283,MPLADS-002283,99.5,91.4,160,166,0,-8.1
PROG-002284,MPLADS-002284,91.6,87.4,150,179,0,-4.2
PROG-002285,MPLADS-002285,80.5,92.3,210,239,0,11.8
PROG-002286,MPLADS-002286,91.7,136.5,150,180,0,44.8
PROG-002287,MPLADS-002287,93.4,90.0,210,195,0,-3.4
PROG-002288,MPLADS-002288,98.8,93.7,150,162,0,-5.1
PROG-002289,MPLADS-002289,73.3,85.6,60,83,0,12.3
PROG-002290,MPLADS-002290,33.7,93.9,150,176,0,60.2
PROG-002291,MPLADS-002291,90.9,96.7,180,210,0,5.8
PROG-002292,MPLADS-002292,88.5,86.9,90,98,0,-1.6
PROG-002293,MPLADS-002293,83.8,86.5,120,143,0,2.7
PROG-002294,MPLADS-002294,94.4,85.9,90,93,0,-8.5
PROG-002295,MPLADS-002295,98.2,96.2,210,238,0,-2.0
PROG-002296,MPLADS-002296,87.1,97.3,60,75,0,10.2
PROG-002297,MPLADS-002297,86.2,95.2,120,108,0,9.0
PROG-002298,MPLADS-002298,96.2,96.0,90,87,0,-0.2
PROG-002299,MPLADS-002299,72.1,97.2,150,153,0,25.1
PROG-002300,MPLADS-002300,91.4,88.4,60,90,0,-3.0
PROG-002301,MPLADS-002301,92.5,86.8,90,97,0,-5.7
PROG-002302,MPLADS-002302,81.2,92.5,60,94,0,11.3
PROG-002303,MPLADS-002303,80.7,97.5,150,139,0,16.8
PROG-002304,MPLADS-002304,82.5,85.5,150,179,0,3.0
PROG-002305,MPLADS-002305,88.9,86.8,400,432,0,-2.1
PROG-002306,MPLADS-002306,30.7,91.9,210,198,0,61.2
PROG-002307,MPLADS-002307,84.4,95.2,160,161,0,10.8
PROG-002308,MPLADS-002308,78.2,88.1,150,150,0,9.9
PROG-002309,MPLADS-002309,76.3,126.9,160,184,0,50.6
PROG-002310,MPLADS-002310,76.4,93.8,180,203,0,17.4
PROG-002311,MPLADS-002311,78.5,95.6,120,141,0,17.1
PROG-002312,MPLADS-002312,88.1,87.2,160,146,0,-0.9
PROG-002313,MPLADS-002313,76.0,95.3,160,175,0,19.3
PROG-002314,MPLADS-002314,32.1,94.3,400,409,0,62.2
PROG-002315,MPLADS-002315,72.8,95.2,90,81,0,22.4
PROG-002316,MPLADS-002316,87.5,97.5,90,104,0,10.0
PROG-002317,MPLADS-002317,77.7,93.2,210,233,0,15.5
PROG-002318,MPLADS-002318,97.9,90.0,160,193,0,-7.9
PROG-002319,MPLADS-002319,72.2,156.2,90,108,0,84.0
PROG-002320,MPLADS-002320,86.9,91.3,90,86,0,4.4
PROG-002321,MPLADS-002321,48.4,86.3,180,720,2,37.9
PROG-002322,MPLADS-002322,85.2,92.6,150,182,0,7.4
PROG-002323,MPLADS-002323,70.7,92.3,400,403,0,21.6
PROG-002324,MPLADS-002324,73.0,90.6,60,50,0,17.6
PROG-002325,MPLADS-002325,76.2,97.7,150,142,0,21.5
PROG-002326,MPLADS-002326,78.1,87.3,60,58,0,9.2
PROG-002327,MPLADS-002327,97.2,89.7,120,149,0,-7.5
PROG-002328,MPLADS-002328,89.8,96.5,60,92,0,6.7
PROG-002329,MPLADS-002329,26.8,95.4,160,153,0,68.6
PROG-002330,MPLADS-002330,86.3,92.8,400,422,0,6.5
PROG-002331,MPLADS-002331,76.0,94.9,150,142,0,18.9
PROG-002332,MPLADS-002332,82.9,87.0,90,87,0,4.1
PROG-002333,MPLADS-002333,88.5,95.8,400,418,0,7.3
PROG-002334,MPLADS-002334,27.7,94.6,160,185,0,66.9
PROG-002335,MPLADS-002335,84.6,87.3,150,175,0,2.7
PROG-002336,MPLADS-002336,90.2,97.5,150,184,0,7.3
PROG-002337,MPLADS-002337,98.3,93.2,90,111,0,-5.1
PROG-002338,MPLADS-002338,84.0,90.7,150,182,0,6.7
PROG-002339,MPLADS-002339,84.0,85.2,90,124,0,1.2
PROG-002340,MPLADS-002340,93.1,86.9,210,221,0,-6.2
PROG-002341,MPLADS-002341,77.9,89.7,180,211,0,11.8
PROG-002342,MPLADS-002342,79.3,92.2,210,230,0,12.9
PROG-002343,MPLADS-002343,85.0,90.3,160,183,0,5.3
PROG-002344,MPLADS-002344,98.1,87.5,90,79,0,-10.6
PROG-002345,MPLADS-002345,73.9,87.9,150,139,0,14.0
PROG-002346,MPLADS-002346,84.9,92.5,90,86,0,7.6
PROG-002347,MPLADS-002347,86.0,97.6,150,149,0,11.6
PROG-002348,MPLADS-002348,97.0,86.0,160,177,0,-11.0
PROG-002349,MPLADS-002349,93.8,97.0,400,415,0,3.2
PROG-002350,MPLADS-002350,88.0,92.2,120,124,0,4.2
PROG-002351,MPLADS-002351,78.0,94.5,180,171,0,16.5
PROG-002352,MPLADS-002352,96.6,87.4,120,120,0,-9.2
PROG-002353,MPLADS-002353,72.4,90.8,210,237,0,18.4
PROG-002354,MPLADS-002354,83.6,88.2,160,158,0,4.6
PROG-002355,MPLADS-002355,96.0,86.6,60,49,0,-9.4
PROG-002356,MPLADS-002356,80.9,92.8,160,173,0,11.9
PROG-002357,MPLADS-002357,95.4,88.8,120,106,0,-6.6
PROG-002358,MPLADS-002358,88.1,91.7,180,169,0,3.6
PROG-002359,MPLADS-002359,90.8,91.1,120,112,0,0.3
PROG-002360,MPLADS-002360,99.2,85.2,180,206,0,-14.0
PROG-002361,MPLADS-002361,95.1,95.9,60,54,0,0.8
PROG-002362,MPLADS-002362,98.6,93.0,400,401,0,-5.6
PROG-002363,MPLADS-002363,74.3,87.8,150,173,0,13.5
PROG-002364,MPLADS-002364,31.0,96.4,400,388,0,65.4
PROG-002365,MPLADS-002365,76.8,86.7,60,83,0,9.9
PROG-002366,MPLADS-002366,78.3,94.8,60,63,0,16.5
PROG-002367,MPLADS-002367,70.7,86.1,400,429,0,15.4
PROG-002368,MPLADS-002368,94.2,90.8,210,203,0,-3.4
PROG-002369,MPLADS-002369,94.9,87.3,120,107,0,-7.6
PROG-002370,MPLADS-002370,77.5,95.3,180,175,0,17.8
PROG-002371,MPLADS-002371,98.4,98.0,160,158,0,-0.4
PROG-002372,MPLADS-002372,31.5,94.0,210,219,0,62.5
PROG-002373,MPLADS-002373,87.5,95.2,150,144,0,7.7
PROG-002374,MPLADS-002374,80.1,89.4,160,182,0,9.3
PROG-002375,MPLADS-002375,70.1,97.5,90,104,0,27.4
PROG-002376,MPLADS-002376,93.0,96.6,210,215,0,3.6
PROG-002377,MPLADS-002377,73.1,90.8,60,54,0,17.7
PROG-002378,MPLADS-002378,78.6,87.4,150,141,0,8.8
PROG-002379,MPLADS-002379,82.3,92.2,150,172,0,9.9
PROG-002380,MPLADS-002380,89.4,87.5,210,202,0,-1.9
PROG-002381,MPLADS-002381,82.5,87.0,60,57,0,4.5
PROG-002382,MPLADS-002382,95.2,91.0,90,117,0,-4.2
PROG-002383,MPLADS-002383,94.5,92.7,210,215,0,-1.8
PROG-002384,MPLADS-002384,85.0,92.8,180,190,0,7.8
PROG-002385,MPLADS-002385,77.2,93.5,160,157,0,16.3
PROG-002386,MPLADS-002386,98.8,90.3,90,117,0,-8.5
PROG-002387,MPLADS-002387,95.5,89.5,60,88,0,-6.0
PROG-002388,MPLADS-002388,73.8,93.1,90,113,0,19.3
PROG-002389,MPLADS-002389,82.2,90.5,180,197,0,8.3
PROG-002390,MPLADS-002390,91.9,96.2,180,196,0,4.3
PROG-002391,MPLADS-002391,90.6,90.7,400,417,0,0.1
PROG-002392,MPLADS-002392,83.3,90.0,90,80,0,6.7
PROG-002393,MPLADS-002393,98.6,92.8,90,110,0,-5.8
PROG-002394,MPLADS-002394,0.0,100.0,120,117,0,100.0
PROG-002395,MPLADS-002395,95.8,94.9,210,239,0,-0.9
PROG-002396,MPLADS-002396,86.0,90.6,180,170,0,4.6
PROG-002397,MPLADS-002397,69.2,97.0,180,540,2,27.8
PROG-002398,MPLADS-002398,79.5,85.1,180,187,0,5.6
PROG-002399,MPLADS-002399,73.8,93.8,120,108,0,20.0
PROG-002400,MPLADS-002400,72.1,92.8,120,142,0,20.7
PROG-002401,MPLADS-002401,84.6,90.6,120,125,0,6.0
PROG-002402,MPLADS-002402,96.4,91.8,210,225,0,-4.6
PROG-002403,MPLADS-002403,91.6,95.9,160,145,0,4.3
PROG-002404,MPLADS-002404,82.5,88.2,60,72,0,5.7
PROG-002405,MPLADS-002405,81.6,87.2,210,215,0,5.6
