project_id,fraud_label,is_anomalous,risk_level,scenario_type,investigation_priority
MPLADS-000823,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-000824,0,0,LOW,NORMAL,ROUTINE
MPLADS-000825,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-000826,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000827,0,0,LOW,NORMAL,ROUTINE
MPLADS-000828,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000829,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-000830,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000831,0,0,LOW,NORMAL,ROUTINE
MPLADS-000832,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000833,0,0,LOW,NORMAL,ROUTINE
MPLADS-000834,0,0,LOW,NORMAL,ROUTINE
MPLADS-000835,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000836,0,0,LOW,NORMAL,ROUTINE
MPLADS-000837,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000838,0,0,LOW,NORMAL,ROUTINE
MPLADS-000839,0,0,LOW,NORMAL,ROUTINE
MPLADS-000840,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-000841,0,0,LOW,NORMAL,ROUTINE
MPLADS-000842,0,0,LOW,NORMAL,ROUTINE
MPLADS-000843,0,0,LOW,NORMAL,ROUTINE
MPLADS-000844,0,0,LOW,NORMAL,ROUTINE
MPLADS-000845,0,0,LOW,NORMAL,ROUTINE
MPLADS-000846,0,0,LOW,NORMAL,ROUTINE
MPLADS-000847,1,1,HIGH,ABANDONED_WORK,ELEVATED
MPLADS-000848,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-000849,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-000850,0,0,LOW,NORMAL,ROUTINE
MPLADS-000851,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000852,0,0,LOW,NORMAL,ROUTINE
MPLADS-000853,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000854,0,0,LOW,NORMAL,ROUTINE
MPLADS-000855,1,1,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,ELEVATED
MPLADS-000856,0,0,LOW,NORMAL,ROUTINE
MPLADS-000857,0,0,LOW,NORMAL,ROUTINE
MPLADS-000858,1,1,CRITICAL,GHOST_WORK,URGENT
MPLADS-000859,0,0,LOW,NORMAL,ROUTINE
MPLADS-000860,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000861,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-000862,0,0,LOW,NORMAL,ROUTINE
MPLADS-000863,0,0,LOW,NORMAL,ROUTINE
MPLADS-000864,0,0,LOW,NORMAL,ROUTINE
MPLADS-000865,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000866,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-000867,0,0,LOW,NORMAL,ROUTINE
MPLADS-000868,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000869,0,0,LOW,NORMAL,ROUTINE
MPLADS-000870,0,0,LOW,NORMAL,ROUTINE
MPLADS-000871,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000872,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000873,0,0,LOW,NORMAL,ROUTINE
MPLADS-000874,0,0,LOW,NORMAL,ROUTINE
MPLADS-000875,0,0,LOW,NORMAL,ROUTINE
MPLADS-000876,0,0,LOW,NORMAL,ROUTINE
MPLADS-000877,0,0,LOW,NORMAL,ROUTINE
MPLADS-000878,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000879,0,0,LOW,NORMAL,ROUTINE
MPLADS-000880,0,0,LOW,NORMAL,ROUTINE
MPLADS-000881,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000882,0,0,LOW,NORMAL,ROUTINE
MPLADS-000883,0,0,LOW,NORMAL,ROUTINE
MPLADS-000884,1,1,HIGH,ABANDONED_WORK,ELEVATED
MPLADS-000885,0,0,LOW,NORMAL,ROUTINE
MPLADS-000886,0,0,LOW,NORMAL,ROUTINE
MPLADS-000887,0,0,LOW,NORMAL,ROUTINE
MPLADS-000888,0,0,LOW,NORMAL,ROUTINE
MPLADS-000889,0,0,LOW,NORMAL,ROUTINE
MPLADS-000890,0,0,LOW,NORMAL,ROUTINE
MPLADS-000891,0,0,LOW,NORMAL,ROUTINE
MPLADS-000892,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-000893,0,0,LOW,NORMAL,ROUTINE
MPLADS-000894,0,0,LOW,NORMAL,ROUTINE
MPLADS-000895,0,0,LOW,NORMAL,ROUTINE
MPLADS-000896,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-000897,0,0,LOW,NORMAL,ROUTINE
MPLADS-000898,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000899,0,0,LOW,NORMAL,ROUTINE
MPLADS-000900,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-000901,0,0,LOW,NORMAL,ROUTINE
MPLADS-000902,0,0,LOW,NORMAL,ROUTINE
MPLADS-000903,0,0,LOW,NORMAL,ROUTINE
MPLADS-000904,0,0,LOW,NORMAL,ROUTINE
MPLADS-000905,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-000906,0,0,LOW,NORMAL,ROUTINE
MPLADS-000907,0,0,LOW,NORMAL,ROUTINE
MPLADS-000908,0,0,LOW,NORMAL,ROUTINE
MPLADS-000909,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000910,0,0,LOW,NORMAL,ROUTINE
MPLADS-000911,1,1,CRITICAL,GHOST_WORK,URGENT
MPLADS-000912,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000913,0,0,LOW,NORMAL,ROUTINE
MPLADS-000914,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000915,0,0,LOW,NORMAL,ROUTINE
MPLADS-000916,0,0,LOW,NORMAL,ROUTINE
MPLADS-000917,0,0,LOW,NORMAL,ROUTINE
MPLADS-000918,0,0,LOW,NORMAL,ROUTINE
MPLADS-000919,0,0,LOW,NORMAL,ROUTINE
MPLADS-000920,0,0,LOW,NORMAL,ROUTINE
MPLADS-000921,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000922,0,0,LOW,NORMAL,ROUTINE
MPLADS-000923,0,0,LOW,NORMAL,ROUTINE
MPLADS-000924,0,0,LOW,NORMAL,ROUTINE
MPLADS-000925,0,0,LOW,NORMAL,ROUTINE
MPLADS-000926,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000927,0,0,LOW,NORMAL,ROUTINE
MPLADS-000928,0,0,LOW,NORMAL,ROUTINE
MPLADS-000929,0,0,LOW,NORMAL,ROUTINE
MPLADS-000930,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000931,0,0,LOW,NORMAL,ROUTINE
MPLADS-000932,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-000933,0,0,LOW,NORMAL,ROUTINE
MPLADS-000934,0,0,LOW,NORMAL,ROUTINE
MPLADS-000935,0,0,LOW,NORMAL,ROUTINE
MPLADS-000936,0,0,LOW,NORMAL,ROUTINE
MPLADS-000937,0,0,LOW,NORMAL,ROUTINE
MPLADS-000938,0,0,LOW,NORMAL,ROUTINE
MPLADS-000939,0,0,LOW,NORMAL,ROUTINE
MPLADS-000940,0,0,LOW,NORMAL,ROUTINE
MPLADS-000941,0,0,LOW,NORMAL,ROUTINE
MPLADS-000942,0,0,LOW,NORMAL,ROUTINE
MPLADS-000943,0,0,LOW,NORMAL,ROUTINE
MPLADS-000944,0,0,LOW,NORMAL,ROUTINE
MPLADS-000945,0,0,LOW,NORMAL,ROUTINE
MPLADS-000946,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-000947,0,0,LOW,NORMAL,ROUTINE
MPLADS-000948,0,0,LOW,NORMAL,ROUTINE
MPLADS-000949,0,0,LOW,NORMAL,ROUTINE
MPLADS-000950,1,1,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,ELEVATED
MPLADS-000951,0,0,LOW,NORMAL,ROUTINE
MPLADS-000952,0,0,LOW,NORMAL,ROUTINE
MPLADS-000953,0,0,LOW,NORMAL,ROUTINE
MPLADS-000954,0,0,LOW,NORMAL,ROUTINE
MPLADS-000955,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-000956,0,0,LOW,NORMAL,ROUTINE
MPLADS-000957,0,0,LOW,NORMAL,ROUTINE
MPLADS-000958,0,0,LOW,NORMAL,ROUTINE
MPLADS-000959,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-000960,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-000961,1,1,HIGH,ABANDONED_WORK,ELEVATED
MPLADS-000962,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000963,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-000964,0,0,LOW,NORMAL,ROUTINE
MPLADS-000965,0,0,LOW,NORMAL,ROUTINE
MPLADS-000966,0,0,LOW,NORMAL,ROUTINE
MPLADS-000967,0,0,LOW,NORMAL,ROUTINE
MPLADS-000968,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000969,0,0,LOW,NORMAL,ROUTINE
MPLADS-000970,0,0,LOW,NORMAL,ROUTINE
MPLADS-000971,0,0,LOW,NORMAL,ROUTINE
MPLADS-000972,0,0,LOW,NORMAL,ROUTINE
MPLADS-000973,0,0,LOW,NORMAL,ROUTINE
MPLADS-000974,0,0,LOW,NORMAL,ROUTINE
MPLADS-000975,0,0,LOW,NORMAL,ROUTINE
MPLADS-000976,0,0,LOW,NORMAL,ROUTINE
MPLADS-000977,0,0,LOW,NORMAL,ROUTINE
MPLADS-000978,0,0,LOW,NORMAL,ROUTINE
MPLADS-000979,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-000980,0,0,LOW,NORMAL,ROUTINE
MPLADS-000981,0,0,LOW,NORMAL,ROUTINE
MPLADS-000982,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-000983,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000984,0,0,LOW,NORMAL,ROUTINE
MPLADS-000985,0,0,LOW,NORMAL,ROUTINE
MPLADS-000986,0,0,LOW,NORMAL,ROUTINE
MPLADS-000987,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000988,0,0,LOW,NORMAL,ROUTINE
MPLADS-000989,1,1,HIGH,ABANDONED_WORK,ELEVATED
MPLADS-000990,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000991,0,0,LOW,NORMAL,ROUTINE
MPLADS-000992,0,0,LOW,NORMAL,ROUTINE
MPLADS-000993,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000994,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000995,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-000996,0,0,LOW,NORMAL,ROUTINE
MPLADS-000997,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000998,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000999,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-001000,0,0,LOW,NORMAL,ROUTINE
MPLADS-001001,0,0,LOW,NORMAL,ROUTINE
MPLADS-001002,0,0,LOW,NORMAL,ROUTINE
MPLADS-001003,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001004,1,1,HIGH,ABANDONED_WORK,ELEVATED
MPLADS-001005,0,0,LOW,NORMAL,ROUTINE
MPLADS-001006,0,0,LOW,NORMAL,ROUTINE
MPLADS-001007,0,0,LOW,NORMAL,ROUTINE
MPLADS-001008,0,0,LOW,NORMAL,ROUTINE
MPLADS-001009,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001010,0,0,LOW,NORMAL,ROUTINE
MPLADS-001011,0,0,LOW,NORMAL,ROUTINE
MPLADS-001012,1,1,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,ELEVATED
MPLADS-001013,0,0,LOW,NORMAL,ROUTINE
MPLADS-001014,0,0,LOW,NORMAL,ROUTINE
MPLADS-001015,0,0,LOW,NORMAL,ROUTINE
MPLADS-001016,0,0,LOW,NORMAL,ROUTINE
MPLADS-001017,0,0,LOW,NORMAL,ROUTINE
MPLADS-001018,0,0,LOW,NORMAL,ROUTINE
MPLADS-001019,0,0,LOW,NORMAL,ROUTINE
MPLADS-001020,0,0,LOW,NORMAL,ROUTINE
MPLADS-001021,0,0,LOW,NORMAL,ROUTINE
MPLADS-001022,0,0,LOW,NORMAL,ROUTINE
MPLADS-001023,0,0,LOW,NORMAL,ROUTINE
MPLADS-001024,0,0,LOW,NORMAL,ROUTINE
MPLADS-001025,0,0,LOW,NORMAL,ROUTINE
MPLADS-001026,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001027,0,0,LOW,NORMAL,ROUTINE
MPLADS-001028,0,0,LOW,NORMAL,ROUTINE
MPLADS-001029,0,0,LOW,NORMAL,ROUTINE
MPLADS-001030,0,0,LOW,NORMAL,ROUTINE
MPLADS-001031,0,0,LOW,NORMAL,ROUTINE
MPLADS-001032,0,0,LOW,NORMAL,ROUTINE
MPLADS-001033,0,0,LOW,NORMAL,ROUTINE
MPLADS-001034,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001035,0,0,LOW,NORMAL,ROUTINE
MPLADS-001036,0,0,LOW,NORMAL,ROUTINE
MPLADS-001037,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001038,0,0,LOW,NORMAL,ROUTINE
MPLADS-001039,0,0,LOW,NORMAL,ROUTINE
MPLADS-001040,0,0,LOW,NORMAL,ROUTINE
MPLADS-001041,0,0,LOW,NORMAL,ROUTINE
MPLADS-001042,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001043,0,0,LOW,NORMAL,ROUTINE
MPLADS-001044,0,0,LOW,NORMAL,ROUTINE
MPLADS-001045,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001046,0,0,LOW,NORMAL,ROUTINE
MPLADS-001047,0,0,LOW,NORMAL,ROUTINE
MPLADS-001048,0,0,LOW,NORMAL,ROUTINE
MPLADS-001049,0,0,LOW,NORMAL,ROUTINE
MPLADS-001050,0,0,LOW,NORMAL,ROUTINE
MPLADS-001051,0,0,LOW,NORMAL,ROUTINE
MPLADS-001052,0,0,LOW,NORMAL,ROUTINE
MPLADS-001053,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001054,0,0,LOW,NORMAL,ROUTINE
MPLADS-001055,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001056,0,0,LOW,NORMAL,ROUTINE
MPLADS-001057,1,1,CRITICAL,GHOST_WORK,URGENT
MPLADS-001058,0,0,LOW,NORMAL,ROUTINE
MPLADS-001059,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001060,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001061,0,0,LOW,NORMAL,ROUTINE
MPLADS-001062,0,0,LOW,NORMAL,ROUTINE
MPLADS-001063,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001064,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001065,0,0,LOW,NORMAL,ROUTINE
MPLADS-001066,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-001067,0,0,LOW,NORMAL,ROUTINE
MPLADS-001068,0,0,LOW,NORMAL,ROUTINE
MPLADS-001069,0,0,LOW,NORMAL,ROUTINE
MPLADS-001070,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001071,0,0,LOW,NORMAL,ROUTINE
MPLADS-001072,0,0,LOW,NORMAL,ROUTINE
MPLADS-001073,0,0,LOW,NORMAL,ROUTINE
MPLADS-001074,0,0,LOW,NORMAL,ROUTINE
MPLADS-001075,0,0,LOW,NORMAL,ROUTINE
MPLADS-001076,0,0,LOW,NORMAL,ROUTINE
MPLADS-001077,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-001078,0,0,LOW,NORMAL,ROUTINE
MPLADS-001079,0,0,LOW,NORMAL,ROUTINE
MPLADS-001080,0,0,LOW,NORMAL,ROUTINE
MPLADS-001081,0,0,LOW,NORMAL,ROUTINE
MPLADS-001082,0,0,LOW,NORMAL,ROUTINE
MPLADS-001083,0,0,LOW,NORMAL,ROUTINE
MPLADS-001084,0,0,LOW,NORMAL,ROUTINE
MPLADS-001085,0,0,LOW,NORMAL,ROUTINE
MPLADS-001086,0,0,LOW,NORMAL,ROUTINE
MPLADS-001087,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001088,0,0,LOW,NORMAL,ROUTINE
MPLADS-001089,0,0,LOW,NORMAL,ROUTINE
MPLADS-001090,0,0,LOW,NORMAL,ROUTINE
MPLADS-001091,0,0,LOW,NORMAL,ROUTINE
MPLADS-001092,0,0,LOW,NORMAL,ROUTINE
MPLADS-001093,0,0,LOW,NORMAL,ROUTINE
MPLADS-001094,0,0,LOW,NORMAL,ROUTINE
MPLADS-001095,0,0,LOW,NORMAL,ROUTINE
MPLADS-001096,0,0,LOW,NORMAL,ROUTINE
MPLADS-001097,0,0,LOW,NORMAL,ROUTINE
MPLADS-001098,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-001099,0,0,LOW,NORMAL,ROUTINE
MPLADS-001100,0,0,LOW,NORMAL,ROUTINE
MPLADS-001101,0,0,LOW,NORMAL,ROUTINE
MPLADS-001102,0,0,LOW,NORMAL,ROUTINE
MPLADS-001103,0,0,LOW,NORMAL,ROUTINE
MPLADS-001104,0,0,LOW,NORMAL,ROUTINE
MPLADS-001105,0,0,LOW,NORMAL,ROUTINE
MPLADS-001106,0,0,LOW,NORMAL,ROUTINE
MPLADS-001107,0,0,LOW,NORMAL,ROUTINE
MPLADS-001108,0,0,LOW,NORMAL,ROUTINE
MPLADS-001109,0,0,LOW,NORMAL,ROUTINE
MPLADS-001110,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001111,0,0,LOW,NORMAL,ROUTINE
MPLADS-001112,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-001113,1,1,HIGH,ABANDONED_WORK,ELEVATED
MPLADS-001114,0,0,LOW,NORMAL,ROUTINE
MPLADS-001115,0,0,LOW,NORMAL,ROUTINE
MPLADS-001116,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001117,0,0,LOW,NORMAL,ROUTINE
MPLADS-001118,0,0,LOW,NORMAL,ROUTINE
MPLADS-001119,0,0,LOW,NORMAL,ROUTINE
MPLADS-001120,0,0,LOW,NORMAL,ROUTINE
MPLADS-001121,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001122,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001123,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001124,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001125,0,0,LOW,NORMAL,ROUTINE
MPLADS-001126,0,0,LOW,NORMAL,ROUTINE
MPLADS-001127,1,1,HIGH,DOCUMENTATION_DEFICIT,ELEVATED
MPLADS-001128,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-001129,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001130,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-001131,0,0,LOW,NORMAL,ROUTINE
MPLADS-001132,0,0,LOW,NORMAL,ROUTINE
MPLADS-001133,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001134,0,0,LOW,NORMAL,ROUTINE
MPLADS-001135,0,0,LOW,NORMAL,ROUTINE
MPLADS-001136,0,0,LOW,NORMAL,ROUTINE
MPLADS-001137,0,0,LOW,NORMAL,ROUTINE
MPLADS-001138,0,0,LOW,NORMAL,ROUTINE
MPLADS-001139,0,0,LOW,NORMAL,ROUTINE
MPLADS-001140,0,0,LOW,NORMAL,ROUTINE
MPLADS-001141,0,0,LOW,NORMAL,ROUTINE
MPLADS-001142,0,0,LOW,NORMAL,ROUTINE
MPLADS-001143,0,0,LOW,NORMAL,ROUTINE
MPLADS-001144,0,0,LOW,NORMAL,ROUTINE
MPLADS-001145,0,0,LOW,NORMAL,ROUTINE
MPLADS-001146,0,0,LOW,NORMAL,ROUTINE
MPLADS-001147,0,0,LOW,NORMAL,ROUTINE
MPLADS-001148,0,0,LOW,NORMAL,ROUTINE
MPLADS-001149,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001150,0,0,LOW,NORMAL,ROUTINE
MPLADS-001151,0,0,LOW,NORMAL,ROUTINE
MPLADS-001152,0,0,LOW,NORMAL,ROUTINE
MPLADS-001153,0,0,LOW,NORMAL,ROUTINE
MPLADS-001154,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001155,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-001156,0,0,LOW,NORMAL,ROUTINE
MPLADS-001157,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-001158,0,0,LOW,NORMAL,ROUTINE
MPLADS-001159,0,0,LOW,NORMAL,ROUTINE
MPLADS-001160,0,0,LOW,NORMAL,ROUTINE
MPLADS-001161,0,0,LOW,NORMAL,ROUTINE
MPLADS-001162,0,0,LOW,NORMAL,ROUTINE
MPLADS-001163,0,0,LOW,NORMAL,ROUTINE
MPLADS-001164,0,0,LOW,NORMAL,ROUTINE
MPLADS-001165,0,0,LOW,NORMAL,ROUTINE
MPLADS-001166,0,0,LOW,NORMAL,ROUTINE
MPLADS-001167,0,0,LOW,NORMAL,ROUTINE
MPLADS-001168,0,0,LOW,NORMAL,ROUTINE
MPLADS-001169,0,0,LOW,NORMAL,ROUTINE
MPLADS-001170,0,0,LOW,NORMAL,ROUTINE
MPLADS-001171,0,0,LOW,NORMAL,ROUTINE
MPLADS-001172,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001173,0,0,LOW,NORMAL,ROUTINE
MPLADS-001174,0,0,LOW,NORMAL,ROUTINE
MPLADS-001175,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-001176,0,0,LOW,NORMAL,ROUTINE
MPLADS-001177,0,0,LOW,NORMAL,ROUTINE
MPLADS-001178,0,0,LOW,NORMAL,ROUTINE
MPLADS-001179,0,0,LOW,NORMAL,ROUTINE
MPLADS-001180,0,0,LOW,NORMAL,ROUTINE
MPLADS-001181,0,0,LOW,NORMAL,ROUTINE
MPLADS-001182,0,0,LOW,NORMAL,ROUTINE
MPLADS-001183,1,1,HIGH,ABANDONED_WORK,ELEVATED
MPLADS-001184,0,0,LOW,NORMAL,ROUTINE
MPLADS-001185,0,0,LOW,NORMAL,ROUTINE
MPLADS-001186,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001187,0,0,LOW,NORMAL,ROUTINE
MPLADS-001188,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001189,0,0,LOW,NORMAL,ROUTINE
MPLADS-001190,0,0,LOW,NORMAL,ROUTINE
MPLADS-001191,1,1,HIGH,ABANDONED_WORK,ELEVATED
MPLADS-001192,0,0,LOW,NORMAL,ROUTINE
MPLADS-001193,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001194,0,0,LOW,NORMAL,ROUTINE
MPLADS-001195,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001196,0,0,LOW,NORMAL,ROUTINE
MPLADS-001197,0,0,LOW,NORMAL,ROUTINE
MPLADS-001198,0,0,LOW,NORMAL,ROUTINE
MPLADS-001199,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-001200,0,0,LOW,NORMAL,ROUTINE
MPLADS-001201,0,0,LOW,NORMAL,ROUTINE
MPLADS-001202,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-001203,0,0,LOW,NORMAL,ROUTINE
MPLADS-001204,0,0,LOW,NORMAL,ROUTINE
MPLADS-001205,0,0,LOW,NORMAL,ROUTINE
MPLADS-001206,0,0,LOW,NORMAL,ROUTINE
MPLADS-001207,0,0,LOW,NORMAL,ROUTINE
MPLADS-001208,0,0,LOW,NORMAL,ROUTINE
MPLADS-001209,0,0,LOW,NORMAL,ROUTINE
MPLADS-001210,0,0,LOW,NORMAL,ROUTINE
MPLADS-001211,0,0,LOW,NORMAL,ROUTINE
MPLADS-001212,0,0,LOW,NORMAL,ROUTINE
MPLADS-001213,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001214,0,0,LOW,NORMAL,ROUTINE
MPLADS-001215,0,0,LOW,NORMAL,ROUTINE
MPLADS-001216,0,0,LOW,NORMAL,ROUTINE
MPLADS-001217,0,0,LOW,NORMAL,ROUTINE
MPLADS-001218,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001219,0,0,LOW,NORMAL,ROUTINE
MPLADS-001220,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-001221,0,0,LOW,NORMAL,ROUTINE
MPLADS-001222,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-001223,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-001224,0,0,LOW,NORMAL,ROUTINE
MPLADS-001225,1,1,HIGH,DOCUMENTATION_DEFICIT,ELEVATED
MPLADS-001226,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-001227,0,0,LOW,NORMAL,ROUTINE
MPLADS-001228,0,0,LOW,NORMAL,ROUTINE
MPLADS-001229,0,0,LOW,NORMAL,ROUTINE
MPLADS-001230,0,0,LOW,NORMAL,ROUTINE
MPLADS-001231,0,0,LOW,NORMAL,ROUTINE
MPLADS-001232,0,0,LOW,NORMAL,ROUTINE
MPLADS-001233,0,0,LOW,NORMAL,ROUTINE
MPLADS-001234,0,0,LOW,NORMAL,ROUTINE
MPLADS-001235,0,0,LOW,NORMAL,ROUTINE
MPLADS-001236,0,0,LOW,NORMAL,ROUTINE
MPLADS-001237,0,0,LOW,NORMAL,ROUTINE
MPLADS-001238,1,1,CRITICAL,COST_OVERRUN,URGENT
