payment_id,project_id,contractor_id,tranche_number,payment_amount,payment_date,voucher_number,measurement_book_verified
PAY-001765-02,MPLADS-001765,CONT-0219,2,2309700.0,2023-08-04,VCH-001765-02,True
PAY-001765-03,MPLADS-001765,CONT-0219,3,2309600.0,2023-09-12,VCH-001765-03,True
PAY-001766-01,MPLADS-001766,CONT-0257,1,1030300.0,2023-09-08,VCH-001766-01,True
PAY-001766-02,MPLADS-001766,CONT-0257,2,1030300.0,2023-11-04,VCH-001766-02,True
PAY-001766-03,MPLADS-001766,CONT-0257,3,1030400.0,2023-12-31,VCH-001766-03,True
PAY-001767-01,MPLADS-001767,CONT-0282,1,4004300.0,2023-01-24,VCH-001767-01,True
PAY-001767-02,MPLADS-001767,CONT-0282,2,4004300.0,2023-06-12,VCH-001767-02,True
PAY-001767-03,MPLADS-001767,CONT-0282,3,4004400.0,2023-10-30,VCH-001767-03,True
PAY-001768-01,MPLADS-001768,CONT-0089,1,302000.0,2023-03-07,VCH-001768-01,True
PAY-001768-02,MPLADS-001768,CONT-0089,2,302000.0,2023-04-06,VCH-001768-02,True
PAY-001769-01,MPLADS-001769,CONT-0188,1,645700.0,2022-08-22,VCH-001769-01,True
PAY-001769-02,MPLADS-001769,CONT-0188,2,645700.0,2022-10-14,VCH-001769-02,True
PAY-001769-03,MPLADS-001769,CONT-0188,3,645600.0,2022-12-06,VCH-001769-03,True
PAY-001770-01,MPLADS-001770,CONT-0293,1,603000.0,2024-01-16,VCH-001770-01,True
PAY-001770-02,MPLADS-001770,CONT-0293,2,603000.0,2024-03-07,VCH-001770-02,True
PAY-001770-03,MPLADS-001770,CONT-0293,3,603000.0,2024-04-27,VCH-001770-03,True
PAY-001771-01,MPLADS-001771,CONT-0116,1,4709000.0,2022-11-15,VCH-001771-01,True
PAY-001771-02,MPLADS-001771,CONT-0116,2,4709000.0,2023-03-25,VCH-001771-02,True
PAY-001771-03,MPLADS-001771,CONT-0116,3,4709000.0,2023-08-03,VCH-001771-03,True
PAY-001772-01,MPLADS-001772,CONT-0298,1,673700.0,2023-09-16,VCH-001772-01,True
PAY-001772-02,MPLADS-001772,CONT-0298,2,673700.0,2023-11-29,VCH-001772-02,True
PAY-001772-03,MPLADS-001772,CONT-0298,3,673600.0,2024-02-11,VCH-001772-03,True
PAY-001773-01,MPLADS-001773,CONT-0262,1,4131000.0,2024-02-03,VCH-001773-01,True
PAY-001773-02,MPLADS-001773,CONT-0262,2,4131000.0,2024-06-24,VCH-001773-02,True
PAY-001773-03,MPLADS-001773,CONT-0262,3,4131000.0,2024-11-14,VCH-001773-03,True
PAY-001774-01,MPLADS-001774,CONT-0319,1,214500.0,2022-12-02,VCH-001774-01,True
PAY-001774-02,MPLADS-001774,CONT-0319,2,214500.0,2023-01-07,VCH-001774-02,True
PAY-001775-01,MPLADS-001775,CONT-0232,1,511700.0,2023-10-10,VCH-001775-01,True
PAY-001775-02,MPLADS-001775,CONT-0232,2,511700.0,2023-11-27,VCH-001775-02,True
PAY-001775-03,MPLADS-001775,CONT-0232,3,511600.0,2024-01-14,VCH-001775-03,True
PAY-001776-01,MPLADS-001776,CONT-0038,1,563700.0,2022-11-05,VCH-001776-01,False
PAY-001776-02,MPLADS-001776,CONT-0038,2,563700.0,2023-01-06,VCH-001776-02,False
PAY-001776-03,MPLADS-001776,CONT-0038,3,563600.0,2023-03-10,VCH-001776-03,False
PAY-001777-01,MPLADS-001777,CONT-0311,1,986300.0,2023-04-09,VCH-001777-01,True
PAY-001777-02,MPLADS-001777,CONT-0311,2,986300.0,2023-06-19,VCH-001777-02,True
PAY-001777-03,MPLADS-001777,CONT-0311,3,986400.0,2023-08-29,VCH-001777-03,True
PAY-001778-01,MPLADS-001778,CONT-0263,1,1099300.0,2023-10-03,VCH-001778-01,True
PAY-001778-02,MPLADS-001778,CONT-0263,2,1099300.0,2023-12-17,VCH-001778-02,True
PAY-001778-03,MPLADS-001778,CONT-0263,3,1099400.0,2024-03-01,VCH-001778-03,True
PAY-001779-01,MPLADS-001779,CONT-0245,1,482000.0,2023-06-02,VCH-001779-01,False
PAY-001779-02,MPLADS-001779,CONT-0245,2,482000.0,2023-07-26,VCH-001779-02,False
PAY-001779-03,MPLADS-001779,CONT-0245,3,482000.0,2023-09-18,VCH-001779-03,False
PAY-001780-01,MPLADS-001780,CONT-0280,1,871700.0,2022-05-16,VCH-001780-01,False
PAY-001780-02,MPLADS-001780,CONT-0280,2,871700.0,2022-07-18,VCH-001780-02,False
PAY-001780-03,MPLADS-001780,CONT-0280,3,871600.0,2022-09-20,VCH-001780-03,False
PAY-001781-01,MPLADS-001781,CONT-0033,1,715300.0,2022-04-28,VCH-001781-01,True
PAY-001781-02,MPLADS-001781,CONT-0033,2,715300.0,2022-07-03,VCH-001781-02,True
PAY-001781-03,MPLADS-001781,CONT-0033,3,715400.0,2022-09-08,VCH-001781-03,True
PAY-001782-01,MPLADS-001782,CONT-0250,1,971000.0,2023-06-06,VCH-001782-01,True
PAY-001782-02,MPLADS-001782,CONT-0250,2,971000.0,2023-08-13,VCH-001782-02,True
PAY-001782-03,MPLADS-001782,CONT-0250,3,971000.0,2023-10-20,VCH-001782-03,True
PAY-001783-01,MPLADS-001783,CONT-0262,1,1144300.0,2023-03-17,VCH-001783-01,True
PAY-001783-02,MPLADS-001783,CONT-0262,2,1144300.0,2023-05-21,VCH-001783-02,True
PAY-001783-03,MPLADS-001783,CONT-0262,3,1144400.0,2023-07-26,VCH-001783-03,True
PAY-001784-01,MPLADS-001784,CONT-0169,1,538700.0,2022-07-06,VCH-001784-01,True
PAY-001784-02,MPLADS-001784,CONT-0169,2,538700.0,2022-08-24,VCH-001784-02,True
PAY-001784-03,MPLADS-001784,CONT-0169,3,538600.0,2022-10-12,VCH-001784-03,True
PAY-001785-01,MPLADS-001785,CONT-0088,1,517700.0,2022-08-20,VCH-001785-01,True
PAY-001785-02,MPLADS-001785,CONT-0088,2,517700.0,2022-10-13,VCH-001785-02,True
PAY-001785-03,MPLADS-001785,CONT-0088,3,517600.0,2022-12-06,VCH-001785-03,True
PAY-001786-01,MPLADS-001786,CONT-0260,1,570700.0,2022-06-09,VCH-001786-01,True
PAY-001786-02,MPLADS-001786,CONT-0260,2,570700.0,2022-07-24,VCH-001786-02,True
PAY-001786-03,MPLADS-001786,CONT-0260,3,570600.0,2022-09-08,VCH-001786-03,True
PAY-001787-01,MPLADS-001787,CONT-0054,1,975000.0,2023-09-01,VCH-001787-01,True
PAY-001787-02,MPLADS-001787,CONT-0054,2,975000.0,2023-10-30,VCH-001787-02,True
PAY-001787-03,MPLADS-001787,CONT-0054,3,975000.0,2023-12-29,VCH-001787-03,True
PAY-001788-01,MPLADS-001788,CONT-0259,1,199000.0,2023-07-07,VCH-001788-01,True
PAY-001788-02,MPLADS-001788,CONT-0259,2,199000.0,2023-08-11,VCH-001788-02,True
PAY-001789-01,MPLADS-001789,CONT-0244,1,306500.0,2022-05-10,VCH-001789-01,True
PAY-001789-02,MPLADS-001789,CONT-0244,2,306500.0,2022-07-11,VCH-001789-02,True
PAY-001790-01,MPLADS-001790,CONT-0246,1,732000.0,2022-12-20,VCH-001790-01,True
PAY-001790-02,MPLADS-001790,CONT-0246,2,732000.0,2023-02-20,VCH-001790-02,True
PAY-001790-03,MPLADS-001790,CONT-0246,3,732000.0,2023-04-24,VCH-001790-03,True
PAY-001791-01,MPLADS-001791,CONT-0137,1,245000.0,2023-11-30,VCH-001791-01,True
PAY-001791-02,MPLADS-001791,CONT-0137,2,245000.0,2024-01-11,VCH-001791-02,True
PAY-001792-01,MPLADS-001792,CONT-0229,1,674000.0,2023-03-29,VCH-001792-01,True
PAY-001792-02,MPLADS-001792,CONT-0229,2,674000.0,2023-04-17,VCH-001792-02,True
PAY-001792-03,MPLADS-001792,CONT-0229,3,674000.0,2023-05-06,VCH-001792-03,True
PAY-001793-01,MPLADS-001793,CONT-0281,1,466700.0,2023-08-06,VCH-001793-01,True
PAY-001793-02,MPLADS-001793,CONT-0281,2,466700.0,2023-09-22,VCH-001793-02,True
PAY-001793-03,MPLADS-001793,CONT-0281,3,466600.0,2023-11-08,VCH-001793-03,True
PAY-001794-01,MPLADS-001794,CONT-0247,1,418500.0,2023-07-18,VCH-001794-01,True
PAY-001794-02,MPLADS-001794,CONT-0247,2,418500.0,2023-09-11,VCH-001794-02,True
PAY-001795-01,MPLADS-001795,CONT-0030,1,723700.0,2023-02-11,VCH-001795-01,True
PAY-001795-02,MPLADS-001795,CONT-0030,2,723700.0,2023-04-13,VCH-001795-02,True
PAY-001795-03,MPLADS-001795,CONT-0030,3,723600.0,2023-06-13,VCH-001795-03,True
PAY-001796-01,MPLADS-001796,CONT-0026,1,513700.0,2023-07-04,VCH-001796-01,True
PAY-001796-02,MPLADS-001796,CONT-0026,2,513700.0,2023-09-05,VCH-001796-02,True
PAY-001796-03,MPLADS-001796,CONT-0026,3,513600.0,2023-11-08,VCH-001796-03,True
PAY-001797-01,MPLADS-001797,CONT-0237,1,848700.0,2023-07-15,VCH-001797-01,True
PAY-001797-02,MPLADS-001797,CONT-0237,2,848700.0,2023-09-22,VCH-001797-02,True
PAY-001797-03,MPLADS-001797,CONT-0237,3,848600.0,2023-11-30,VCH-001797-03,True
PAY-001798-01,MPLADS-001798,CONT-0260,1,865000.0,2023-04-17,VCH-001798-01,True
PAY-001798-02,MPLADS-001798,CONT-0260,2,865000.0,2023-07-04,VCH-001798-02,True
PAY-001798-03,MPLADS-001798,CONT-0260,3,865000.0,2023-09-20,VCH-001798-03,True
PAY-001799-01,MPLADS-001799,CONT-0251,1,539000.0,2023-09-19,VCH-001799-01,True
PAY-001799-02,MPLADS-001799,CONT-0251,2,539000.0,2023-11-19,VCH-001799-02,True
PAY-001799-03,MPLADS-001799,CONT-0251,3,539000.0,2024-01-20,VCH-001799-03,True
PAY-001800-01,MPLADS-001800,CONT-0221,1,473300.0,2022-03-31,VCH-001800-01,True
PAY-001800-02,MPLADS-001800,CONT-0221,2,473300.0,2022-05-16,VCH-001800-02,True
PAY-001800-03,MPLADS-001800,CONT-0221,3,473400.0,2022-07-02,VCH-001800-03,True
PAY-001801-01,MPLADS-001801,CONT-0044,1,768700.0,2023-02-04,VCH-001801-01,True
PAY-001801-02,MPLADS-001801,CONT-0044,2,768700.0,2023-03-18,VCH-001801-02,True
PAY-001801-03,MPLADS-001801,CONT-0044,3,768600.0,2023-04-29,VCH-001801-03,True
PAY-001802-01,MPLADS-001802,CONT-0021,1,418000.0,2023-07-07,VCH-001802-01,True
PAY-001802-02,MPLADS-001802,CONT-0021,2,418000.0,2023-08-21,VCH-001802-02,True
PAY-001802-03,MPLADS-001802,CONT-0021,3,418000.0,2023-10-06,VCH-001802-03,True
PAY-001803-01,MPLADS-001803,CONT-0098,1,939700.0,2023-09-13,VCH-001803-01,True
PAY-001803-02,MPLADS-001803,CONT-0098,2,939700.0,2023-11-28,VCH-001803-02,True
PAY-001803-03,MPLADS-001803,CONT-0098,3,939600.0,2024-02-12,VCH-001803-03,True
PAY-001804-01,MPLADS-001804,CONT-0066,1,826000.0,2022-08-29,VCH-001804-01,True
PAY-001804-02,MPLADS-001804,CONT-0066,2,826000.0,2022-10-22,VCH-001804-02,True
PAY-001804-03,MPLADS-001804,CONT-0066,3,826000.0,2022-12-16,VCH-001804-03,True
PAY-001805-01,MPLADS-001805,CONT-0212,1,1028000.0,2023-11-28,VCH-001805-01,False
PAY-001805-02,MPLADS-001805,CONT-0212,2,1028000.0,2024-01-30,VCH-001805-02,False
PAY-001805-03,MPLADS-001805,CONT-0212,3,1028000.0,2024-04-03,VCH-001805-03,False
PAY-001806-01,MPLADS-001806,CONT-0139,1,934000.0,2022-07-15,VCH-001806-01,True
PAY-001806-02,MPLADS-001806,CONT-0139,2,934000.0,2022-09-30,VCH-001806-02,True
PAY-001806-03,MPLADS-001806,CONT-0139,3,934000.0,2022-12-17,VCH-001806-03,True
PAY-001807-01,MPLADS-001807,CONT-0258,1,731700.0,2023-08-14,VCH-001807-01,True
PAY-001807-02,MPLADS-001807,CONT-0258,2,731700.0,2023-10-16,VCH-001807-02,True
PAY-001807-03,MPLADS-001807,CONT-0258,3,731600.0,2023-12-18,VCH-001807-03,True
PAY-001808-01,MPLADS-001808,CONT-0159,1,587300.0,2022-04-18,VCH-001808-01,True
PAY-001808-02,MPLADS-001808,CONT-0159,2,587300.0,2022-05-29,VCH-001808-02,True
PAY-001808-03,MPLADS-001808,CONT-0159,3,587400.0,2022-07-09,VCH-001808-03,True
PAY-001809-01,MPLADS-001809,CONT-0152,1,1111000.0,2022-12-15,VCH-001809-01,True
PAY-001809-02,MPLADS-001809,CONT-0152,2,1111000.0,2023-02-23,VCH-001809-02,True
PAY-001809-03,MPLADS-001809,CONT-0152,3,1111000.0,2023-05-04,VCH-001809-03,True
PAY-001810-01,MPLADS-001810,CONT-0204,1,884300.0,2022-04-26,VCH-001810-01,True
PAY-001810-02,MPLADS-001810,CONT-0204,2,884300.0,2022-06-22,VCH-001810-02,True
PAY-001810-03,MPLADS-001810,CONT-0204,3,884400.0,2022-08-18,VCH-001810-03,True
PAY-001811-01,MPLADS-001811,CONT-0303,1,406000.0,2023-07-25,VCH-001811-01,True
PAY-001811-02,MPLADS-001811,CONT-0303,2,406000.0,2023-09-12,VCH-001811-02,True
PAY-001811-03,MPLADS-001811,CONT-0303,3,406000.0,2023-10-31,VCH-001811-03,True
PAY-001812-01,MPLADS-001812,CONT-0207,1,814700.0,2023-10-08,VCH-001812-01,True
PAY-001812-02,MPLADS-001812,CONT-0207,2,814700.0,2023-11-17,VCH-001812-02,True
PAY-001812-03,MPLADS-001812,CONT-0207,3,814600.0,2023-12-27,VCH-001812-03,True
PAY-001813-01,MPLADS-001813,CONT-0312,1,1172300.0,2023-12-08,VCH-001813-01,True
PAY-001813-02,MPLADS-001813,CONT-0312,2,1172300.0,2024-02-25,VCH-001813-02,True
PAY-001813-03,MPLADS-001813,CONT-0312,3,1172400.0,2024-05-14,VCH-001813-03,True
PAY-001814-01,MPLADS-001814,CONT-0226,1,770300.0,2023-12-08,VCH-001814-01,True
PAY-001814-02,MPLADS-001814,CONT-0226,2,770300.0,2024-02-11,VCH-001814-02,True
PAY-001814-03,MPLADS-001814,CONT-0226,3,770400.0,2024-04-16,VCH-001814-03,True
PAY-001815-01,MPLADS-001815,CONT-0200,1,727300.0,2023-09-03,VCH-001815-01,True
PAY-001815-02,MPLADS-001815,CONT-0200,2,727300.0,2023-10-09,VCH-001815-02,True
PAY-001815-03,MPLADS-001815,CONT-0200,3,727400.0,2023-11-15,VCH-001815-03,True
PAY-001816-01,MPLADS-001816,CONT-0237,1,331000.0,2023-03-04,VCH-001816-01,True
PAY-001816-02,MPLADS-001816,CONT-0237,2,331000.0,2023-04-21,VCH-001816-02,True
PAY-001817-01,MPLADS-001817,CONT-0229,1,637300.0,2024-01-23,VCH-001817-01,True
PAY-001817-02,MPLADS-001817,CONT-0229,2,637300.0,2024-02-28,VCH-001817-02,True
PAY-001817-03,MPLADS-001817,CONT-0229,3,637400.0,2024-04-05,VCH-001817-03,True
PAY-001818-01,MPLADS-001818,CONT-0256,1,778300.0,2022-08-14,VCH-001818-01,False
PAY-001818-02,MPLADS-001818,CONT-0256,2,778300.0,2022-09-26,VCH-001818-02,False
PAY-001818-03,MPLADS-001818,CONT-0256,3,778400.0,2022-11-08,VCH-001818-03,False
PAY-001819-01,MPLADS-001819,CONT-0251,1,2915000.0,2022-09-22,VCH-001819-01,True
PAY-001819-02,MPLADS-001819,CONT-0251,2,2915000.0,2023-01-31,VCH-001819-02,True
PAY-001819-03,MPLADS-001819,CONT-0251,3,2915000.0,2023-06-11,VCH-001819-03,True
PAY-001820-01,MPLADS-001820,CONT-0082,1,780700.0,2023-09-12,VCH-001820-01,True
PAY-001820-02,MPLADS-001820,CONT-0082,2,780700.0,2023-10-31,VCH-001820-02,True
PAY-001820-03,MPLADS-001820,CONT-0082,3,780600.0,2023-12-20,VCH-001820-03,True
PAY-001821-01,MPLADS-001821,CONT-0127,1,1446700.0,2022-10-27,VCH-001821-01,True
PAY-001821-02,MPLADS-001821,CONT-0127,2,1446700.0,2023-01-15,VCH-001821-02,True
PAY-001821-03,MPLADS-001821,CONT-0127,3,1446600.0,2023-04-05,VCH-001821-03,True
PAY-001822-01,MPLADS-001822,CONT-0142,1,203500.0,2023-03-16,VCH-001822-01,True
PAY-001822-02,MPLADS-001822,CONT-0142,2,203500.0,2023-04-27,VCH-001822-02,True
PAY-001823-01,MPLADS-001823,CONT-0237,1,855700.0,2022-09-21,VCH-001823-01,True
PAY-001823-02,MPLADS-001823,CONT-0237,2,855700.0,2022-11-20,VCH-001823-02,True
PAY-001823-03,MPLADS-001823,CONT-0237,3,855600.0,2023-01-19,VCH-001823-03,True
PAY-001824-01,MPLADS-001824,CONT-0295,1,1059300.0,2023-01-19,VCH-001824-01,True
PAY-001824-02,MPLADS-001824,CONT-0295,2,1059300.0,2023-03-11,VCH-001824-02,True
PAY-001824-03,MPLADS-001824,CONT-0295,3,1059400.0,2023-05-01,VCH-001824-03,True
PAY-001825-01,MPLADS-001825,CONT-0048,1,393500.0,2023-06-27,VCH-001825-01,True
PAY-001825-02,MPLADS-001825,CONT-0048,2,393500.0,2023-08-05,VCH-001825-02,True
PAY-001826-01,MPLADS-001826,CONT-0009,1,594700.0,2024-02-02,VCH-001826-01,True
PAY-001826-02,MPLADS-001826,CONT-0009,2,594700.0,2024-03-24,VCH-001826-02,True
PAY-001826-03,MPLADS-001826,CONT-0009,3,594600.0,2024-05-14,VCH-001826-03,True
PAY-001827-01,MPLADS-001827,CONT-0066,1,590000.0,2023-04-28,VCH-001827-01,True
PAY-001827-02,MPLADS-001827,CONT-0066,2,590000.0,2023-06-26,VCH-001827-02,True
PAY-001827-03,MPLADS-001827,CONT-0066,3,590000.0,2023-08-24,VCH-001827-03,True
PAY-001828-01,MPLADS-001828,CONT-0013,1,686300.0,2022-08-23,VCH-001828-01,True
PAY-001828-02,MPLADS-001828,CONT-0013,2,686300.0,2022-10-27,VCH-001828-02,True
PAY-001828-03,MPLADS-001828,CONT-0013,3,686400.0,2022-12-31,VCH-001828-03,True
PAY-001829-01,MPLADS-001829,CONT-0150,1,609700.0,2023-11-11,VCH-001829-01,False
PAY-001829-02,MPLADS-001829,CONT-0150,2,609700.0,2023-12-31,VCH-001829-02,False
PAY-001829-03,MPLADS-001829,CONT-0150,3,609600.0,2024-02-19,VCH-001829-03,False
PAY-001830-01,MPLADS-001830,CONT-0045,1,440700.0,2022-04-26,VCH-001830-01,True
PAY-001830-02,MPLADS-001830,CONT-0045,2,440700.0,2022-06-26,VCH-001830-02,True
PAY-001830-03,MPLADS-001830,CONT-0045,3,440600.0,2022-08-27,VCH-001830-03,True
PAY-001831-01,MPLADS-001831,CONT-0166,1,391000.0,2023-04-05,VCH-001831-01,True
PAY-001831-02,MPLADS-001831,CONT-0166,2,391000.0,2023-05-21,VCH-001831-02,True
PAY-001831-03,MPLADS-001831,CONT-0166,3,391000.0,2023-07-06,VCH-001831-03,True
PAY-001832-01,MPLADS-001832,CONT-0227,1,522000.0,2023-05-26,VCH-001832-01,True
PAY-001832-02,MPLADS-001832,CONT-0227,2,522000.0,2023-07-22,VCH-001832-02,True
PAY-001832-03,MPLADS-001832,CONT-0227,3,522000.0,2023-09-18,VCH-001832-03,True
PAY-001833-01,MPLADS-001833,CONT-0184,1,380000.0,2024-06-24,VCH-001833-01,True
PAY-001833-02,MPLADS-001833,CONT-0184,2,380000.0,2024-12-21,VCH-001833-02,True
PAY-001834-01,MPLADS-001834,CONT-0037,1,421300.0,2022-06-23,VCH-001834-01,True
PAY-001834-02,MPLADS-001834,CONT-0037,2,421300.0,2022-08-08,VCH-001834-02,True
PAY-001834-03,MPLADS-001834,CONT-0037,3,421400.0,2022-09-23,VCH-001834-03,True
PAY-001835-01,MPLADS-001835,CONT-0144,1,3986700.0,2023-12-31,VCH-001835-01,True
PAY-001835-02,MPLADS-001835,CONT-0144,2,3986700.0,2024-05-19,VCH-001835-02,True
PAY-001835-03,MPLADS-001835,CONT-0144,3,3986600.0,2024-10-06,VCH-001835-03,True
PAY-001836-01,MPLADS-001836,CONT-0154,1,775000.0,2023-03-31,VCH-001836-01,True
PAY-001836-02,MPLADS-001836,CONT-0154,2,775000.0,2023-06-06,VCH-001836-02,True
PAY-001836-03,MPLADS-001836,CONT-0154,3,775000.0,2023-08-12,VCH-001836-03,True
PAY-001837-01,MPLADS-001837,CONT-0144,1,318500.0,2023-11-03,VCH-001837-01,True
PAY-001837-02,MPLADS-001837,CONT-0144,2,318500.0,2023-12-27,VCH-001837-02,True
PAY-001838-01,MPLADS-001838,CONT-0127,1,578300.0,2024-07-16,VCH-001838-01,True
PAY-001838-02,MPLADS-001838,CONT-0127,2,578300.0,2025-02-14,VCH-001838-02,True
PAY-001838-03,MPLADS-001838,CONT-0127,3,578400.0,2025-09-16,VCH-001838-03,True
PAY-001839-01,MPLADS-001839,CONT-0295,1,899300.0,2023-01-07,VCH-001839-01,True
PAY-001839-02,MPLADS-001839,CONT-0295,2,899300.0,2023-03-12,VCH-001839-02,True
PAY-001839-03,MPLADS-001839,CONT-0295,3,899400.0,2023-05-15,VCH-001839-03,True
PAY-001840-01,MPLADS-001840,CONT-0121,1,387000.0,2023-06-22,VCH-001840-01,True
PAY-001840-02,MPLADS-001840,CONT-0121,2,387000.0,2023-08-07,VCH-001840-02,True
PAY-001841-01,MPLADS-001841,CONT-0257,1,387000.0,2023-02-11,VCH-001841-01,True
PAY-001841-02,MPLADS-001841,CONT-0257,2,387000.0,2023-04-11,VCH-001841-02,True
PAY-001841-03,MPLADS-001841,CONT-0257,3,387000.0,2023-06-09,VCH-001841-03,True
PAY-001842-01,MPLADS-001842,CONT-0115,1,752000.0,2024-02-20,VCH-001842-01,False
PAY-001842-02,MPLADS-001842,CONT-0115,2,752000.0,2024-04-24,VCH-001842-02,False
PAY-001842-03,MPLADS-001842,CONT-0115,3,752000.0,2024-06-28,VCH-001842-03,False
PAY-001843-01,MPLADS-001843,CONT-0311,1,535700.0,2023-03-25,VCH-001843-01,True
PAY-001843-02,MPLADS-001843,CONT-0311,2,535700.0,2023-07-23,VCH-001843-02,True
PAY-001843-03,MPLADS-001843,CONT-0311,3,535600.0,2023-11-20,VCH-001843-03,True
PAY-001844-01,MPLADS-001844,CONT-0227,1,494000.0,2023-10-19,VCH-001844-01,True
PAY-001844-02,MPLADS-001844,CONT-0227,2,494000.0,2023-12-07,VCH-001844-02,True
PAY-001844-03,MPLADS-001844,CONT-0227,3,494000.0,2024-01-25,VCH-001844-03,True
PAY-001845-01,MPLADS-001845,CONT-0182,1,438000.0,2023-04-05,VCH-001845-01,True
PAY-001845-02,MPLADS-001845,CONT-0182,2,438000.0,2023-05-15,VCH-001845-02,True
PAY-001845-03,MPLADS-001845,CONT-0182,3,438000.0,2023-06-24,VCH-001845-03,True
PAY-001846-01,MPLADS-001846,CONT-0103,1,363300.0,2022-11-10,VCH-001846-01,True
PAY-001846-02,MPLADS-001846,CONT-0103,2,363300.0,2023-01-04,VCH-001846-02,True
PAY-001846-03,MPLADS-001846,CONT-0103,3,363400.0,2023-03-01,VCH-001846-03,True
PAY-001847-01,MPLADS-001847,CONT-0096,1,922000.0,2022-05-12,VCH-001847-01,True
PAY-001847-02,MPLADS-001847,CONT-0096,2,922000.0,2022-06-30,VCH-001847-02,True
PAY-001847-03,MPLADS-001847,CONT-0096,3,922000.0,2022-08-18,VCH-001847-03,True
PAY-001848-01,MPLADS-001848,CONT-0257,1,184500.0,2024-01-07,VCH-001848-01,True
PAY-001848-02,MPLADS-001848,CONT-0257,2,184500.0,2024-02-06,VCH-001848-02,True
PAY-001849-01,MPLADS-001849,CONT-0051,1,551700.0,2023-02-08,VCH-001849-01,True
PAY-001849-02,MPLADS-001849,CONT-0051,2,551700.0,2023-03-19,VCH-001849-02,True
PAY-001849-03,MPLADS-001849,CONT-0051,3,551600.0,2023-04-27,VCH-001849-03,True
PAY-001850-01,MPLADS-001850,CONT-0128,1,3027000.0,2023-09-01,VCH-001850-01,True
PAY-001850-02,MPLADS-001850,CONT-0128,2,3027000.0,2024-01-11,VCH-001850-02,True
PAY-001850-03,MPLADS-001850,CONT-0128,3,3027000.0,2024-05-23,VCH-001850-03,True
PAY-001851-01,MPLADS-001851,CONT-0254,1,2828000.0,2023-02-26,VCH-001851-01,True
PAY-001851-02,MPLADS-001851,CONT-0254,2,2828000.0,2023-07-16,VCH-001851-02,True
PAY-001851-03,MPLADS-001851,CONT-0254,3,2828000.0,2023-12-04,VCH-001851-03,True
PAY-001852-01,MPLADS-001852,CONT-0115,1,932300.0,2024-10-06,VCH-001852-01,True
PAY-001852-02,MPLADS-001852,CONT-0115,2,932300.0,2025-07-13,VCH-001852-02,True
PAY-001852-03,MPLADS-001852,CONT-0115,3,932400.0,2026-04-19,VCH-001852-03,True
PAY-001853-01,MPLADS-001853,CONT-0059,1,691000.0,2023-01-08,VCH-001853-01,True
PAY-001853-02,MPLADS-001853,CONT-0059,2,691000.0,2023-02-21,VCH-001853-02,True
PAY-001853-03,MPLADS-001853,CONT-0059,3,691000.0,2023-04-07,VCH-001853-03,True
PAY-001854-01,MPLADS-001854,CONT-0246,1,272000.0,2022-04-08,VCH-001854-01,True
PAY-001854-02,MPLADS-001854,CONT-0246,2,272000.0,2022-06-04,VCH-001854-02,True
PAY-001855-01,MPLADS-001855,CONT-0234,1,615700.0,2022-04-14,VCH-001855-01,True
PAY-001855-02,MPLADS-001855,CONT-0234,2,615700.0,2022-06-04,VCH-001855-02,True
PAY-001855-03,MPLADS-001855,CONT-0234,3,615600.0,2022-07-25,VCH-001855-03,True
PAY-001856-01,MPLADS-001856,CONT-0147,1,563300.0,2023-05-01,VCH-001856-01,True
PAY-001856-02,MPLADS-001856,CONT-0147,2,563300.0,2023-06-23,VCH-001856-02,True
PAY-001856-03,MPLADS-001856,CONT-0147,3,563400.0,2023-08-16,VCH-001856-03,True
PAY-001857-01,MPLADS-001857,CONT-0048,1,249000.0,2023-09-25,VCH-001857-01,True
PAY-001857-02,MPLADS-001857,CONT-0048,2,249000.0,2023-11-07,VCH-001857-02,True
PAY-001858-01,MPLADS-001858,CONT-0220,1,666000.0,2023-09-25,VCH-001858-01,True
PAY-001858-02,MPLADS-001858,CONT-0220,2,666000.0,2023-11-19,VCH-001858-02,True
PAY-001858-03,MPLADS-001858,CONT-0220,3,666000.0,2024-01-13,VCH-001858-03,True
PAY-001859-01,MPLADS-001859,CONT-0198,1,906700.0,2023-07-24,VCH-001859-01,True
PAY-001859-02,MPLADS-001859,CONT-0198,2,906700.0,2023-10-04,VCH-001859-02,True
PAY-001859-03,MPLADS-001859,CONT-0198,3,906600.0,2023-12-15,VCH-001859-03,True
PAY-001860-01,MPLADS-001860,CONT-0145,1,572700.0,2023-02-04,VCH-001860-01,True
PAY-001860-02,MPLADS-001860,CONT-0145,2,572700.0,2023-04-04,VCH-001860-02,True
PAY-001860-03,MPLADS-001860,CONT-0145,3,572600.0,2023-06-02,VCH-001860-03,True
PAY-001861-01,MPLADS-001861,CONT-0112,1,250500.0,2022-05-20,VCH-001861-01,False
PAY-001861-02,MPLADS-001861,CONT-0112,2,250500.0,2022-06-30,VCH-001861-02,False
PAY-001862-01,MPLADS-001862,CONT-0110,1,199500.0,2022-06-17,VCH-001862-01,True
PAY-001862-02,MPLADS-001862,CONT-0110,2,199500.0,2022-07-18,VCH-001862-02,True
PAY-001863-01,MPLADS-001863,CONT-0130,1,780300.0,2022-06-12,VCH-001863-01,True
PAY-001863-02,MPLADS-001863,CONT-0130,2,780300.0,2022-08-18,VCH-001863-02,True
