contract_id,project_id,contractor_id,work_order_amount,award_date,performance_guarantee_submitted
CNTR-002171,MPLADS-002171,CONT-0208,9901000.0,2022-07-28,True
CNTR-002172,MPLADS-002172,CONT-0259,2941000.0,2023-06-09,True
CNTR-002173,MPLADS-002173,CONT-0287,1268000.0,2023-03-27,True
CNTR-002174,MPLADS-002174,CONT-0250,2963000.0,2023-12-23,True
CNTR-002175,MPLADS-002175,CONT-0079,1884000.0,2022-05-04,True
CNTR-002176,MPLADS-002176,CONT-0148,745000.0,2023-09-02,True
CNTR-002177,MPLADS-002177,CONT-0085,1705000.0,2023-04-15,True
CNTR-002178,MPLADS-002178,CONT-0035,3084000.0,2023-05-07,True
CNTR-002179,MPLADS-002179,CONT-0140,1977000.0,2024-01-12,True
CNTR-002180,MPLADS-002180,CONT-0294,3464000.0,2022-08-15,True
CNTR-002181,MPLADS-002181,CONT-0280,1040000.0,2022-08-23,True
CNTR-002182,MPLADS-002182,CONT-0061,2196000.0,2023-03-27,True
CNTR-002183,MPLADS-002183,CONT-0212,15672000.0,2022-12-19,True
CNTR-002184,MPLADS-002184,CONT-0186,1794000.0,2023-06-27,True
CNTR-002185,MPLADS-002185,CONT-0009,2723000.0,2022-05-08,True
CNTR-002186,MPLADS-002186,CONT-0044,1003000.0,2023-03-24,True
CNTR-002187,MPLADS-002187,CONT-0009,454000.0,2022-11-14,True
CNTR-002188,MPLADS-002188,CONT-0212,2587000.0,2022-12-22,True
CNTR-002189,MPLADS-002189,CONT-0036,2929000.0,2023-09-12,True
CNTR-002190,MPLADS-002190,CONT-0061,1892000.0,2022-11-19,True
CNTR-002191,MPLADS-002191,CONT-0152,2524000.0,2023-12-15,True
CNTR-002192,MPLADS-002192,CONT-0065,2081000.0,2023-06-26,True
CNTR-002193,MPLADS-002193,CONT-0256,2492000.0,2023-09-02,True
CNTR-002194,MPLADS-002194,CONT-0182,804000.0,2023-11-04,True
CNTR-002195,MPLADS-002195,CONT-0269,486000.0,2023-09-05,True
CNTR-002196,MPLADS-002196,CONT-0274,1584000.0,2022-03-25,True
CNTR-002197,MPLADS-002197,CONT-0297,770000.0,2022-08-27,True
CNTR-002198,MPLADS-002198,CONT-0148,15109000.0,2023-02-27,True
CNTR-002199,MPLADS-002199,CONT-0272,895000.0,2023-09-25,True
CNTR-002200,MPLADS-002200,CONT-0117,14437000.0,2023-03-24,True
CNTR-002201,MPLADS-002201,CONT-0154,925000.0,2023-02-28,True
CNTR-002202,MPLADS-002202,CONT-0254,599000.0,2023-05-15,True
CNTR-002203,MPLADS-002203,CONT-0233,576000.0,2023-05-02,True
CNTR-002204,MPLADS-002204,CONT-0307,2195000.0,2022-10-24,True
CNTR-002205,MPLADS-002205,CONT-0298,1256000.0,2023-08-04,True
CNTR-002206,MPLADS-002206,CONT-0258,2723000.0,2022-07-28,True
CNTR-002207,MPLADS-002207,CONT-0252,574000.0,2023-12-27,True
CNTR-002208,MPLADS-002208,CONT-0089,11209000.0,2023-10-28,True
CNTR-002209,MPLADS-002209,CONT-0047,1082000.0,2023-06-28,True
CNTR-002210,MPLADS-002210,CONT-0072,2229000.0,2023-01-11,True
CNTR-002211,MPLADS-002211,CONT-0175,437000.0,2023-08-29,True
CNTR-002212,MPLADS-002212,CONT-0095,1806000.0,2024-01-27,True
CNTR-002213,MPLADS-002213,CONT-0120,1510000.0,2022-02-14,True
CNTR-002214,MPLADS-002214,CONT-0217,1618000.0,2023-01-14,True
CNTR-002215,MPLADS-002215,CONT-0024,2062000.0,2022-08-30,True
CNTR-002216,MPLADS-002216,CONT-0166,527000.0,2023-05-18,True
CNTR-002217,MPLADS-002217,CONT-0018,12884000.0,2023-09-27,True
CNTR-002218,MPLADS-002218,CONT-0237,2092000.0,2023-11-23,True
CNTR-002219,MPLADS-002219,CONT-0126,2343000.0,2023-12-04,True
CNTR-002220,MPLADS-002220,CONT-0165,15349000.0,2022-05-17,True
CNTR-002221,MPLADS-002221,CONT-0270,2651000.0,2022-07-08,True
CNTR-002222,MPLADS-002222,CONT-0025,1251000.0,2023-07-04,True
CNTR-002223,MPLADS-002223,CONT-0019,1120000.0,2023-11-09,True
CNTR-002224,MPLADS-002224,CONT-0036,649000.0,2022-05-17,True
CNTR-002225,MPLADS-002225,CONT-0168,1448000.0,2023-03-11,True
CNTR-002226,MPLADS-002226,CONT-0231,2567000.0,2022-10-26,True
CNTR-002227,MPLADS-002227,CONT-0193,785000.0,2023-10-11,True
CNTR-002228,MPLADS-002228,CONT-0166,14993000.0,2023-04-16,True
CNTR-002229,MPLADS-002229,CONT-0052,2332000.0,2022-07-30,True
CNTR-002230,MPLADS-002230,CONT-0113,1105000.0,2022-03-09,True
CNTR-002231,MPLADS-002231,CONT-0257,3315000.0,2023-04-07,True
CNTR-002232,MPLADS-002232,CONT-0022,1693000.0,2022-03-19,True
CNTR-002233,MPLADS-002233,CONT-0243,3331000.0,2023-05-18,True
CNTR-002234,MPLADS-002234,CONT-0049,10715000.0,2022-03-01,True
CNTR-002235,MPLADS-002235,CONT-0263,394000.0,2022-10-02,True
CNTR-002236,MPLADS-002236,CONT-0213,1648000.0,2023-06-09,True
CNTR-002237,MPLADS-002237,CONT-0297,1336000.0,2023-07-16,True
CNTR-002238,MPLADS-002238,CONT-0186,1041000.0,2023-04-09,True
CNTR-002239,MPLADS-002239,CONT-0103,2035000.0,2022-10-02,True
CNTR-002240,MPLADS-002240,CONT-0056,1128000.0,2023-01-10,True
CNTR-002241,MPLADS-002241,CONT-0056,1692000.0,2022-03-22,True
CNTR-002242,MPLADS-002242,CONT-0111,857000.0,2022-08-12,True
CNTR-002243,MPLADS-002243,CONT-0158,2112000.0,2023-05-08,True
CNTR-002244,MPLADS-002244,CONT-0121,1224000.0,2023-08-21,True
CNTR-002245,MPLADS-002245,CONT-0251,13061000.0,2022-09-25,True
CNTR-002246,MPLADS-002246,CONT-0273,1853000.0,2023-11-17,True
CNTR-002247,MPLADS-002247,CONT-0128,1568000.0,2023-12-10,True
CNTR-002248,MPLADS-002248,CONT-0116,662000.0,2023-03-31,True
CNTR-002249,MPLADS-002249,CONT-0086,840000.0,2023-11-25,True
CNTR-002250,MPLADS-002250,CONT-0057,2295000.0,2022-12-17,True
CNTR-002251,MPLADS-002251,CONT-0116,1994000.0,2022-06-03,True
CNTR-002252,MPLADS-002252,CONT-0011,461000.0,2023-09-09,True
CNTR-002253,MPLADS-002253,CONT-0184,3078000.0,2022-04-30,True
CNTR-002254,MPLADS-002254,CONT-0273,3733000.0,2023-01-12,True
CNTR-002255,MPLADS-002255,CONT-0183,3954000.0,2023-01-10,True
CNTR-002256,MPLADS-002256,CONT-0198,680000.0,2023-03-23,True
CNTR-002257,MPLADS-002257,CONT-0238,3035000.0,2023-04-05,True
CNTR-002258,MPLADS-002258,CONT-0031,1829000.0,2023-06-25,True
CNTR-002259,MPLADS-002259,CONT-0210,1805000.0,2023-10-16,True
CNTR-002260,MPLADS-002260,CONT-0277,8437000.0,2022-07-01,True
CNTR-002261,MPLADS-002261,CONT-0139,1734000.0,2023-03-13,True
CNTR-002262,MPLADS-002262,CONT-0025,1766000.0,2022-11-05,True
CNTR-002263,MPLADS-002263,CONT-0305,647000.0,2022-11-04,True
CNTR-002264,MPLADS-002264,CONT-0208,357000.0,2022-05-08,True
CNTR-002265,MPLADS-002265,CONT-0260,1005000.0,2022-07-06,True
CNTR-002266,MPLADS-002266,CONT-0294,2355000.0,2022-07-14,True
CNTR-002267,MPLADS-002267,CONT-0263,427000.0,2022-10-21,True
CNTR-002268,MPLADS-002268,CONT-0266,2286000.0,2023-03-29,True
CNTR-002269,MPLADS-002269,CONT-0169,1152000.0,2022-03-17,True
CNTR-002270,MPLADS-002270,CONT-0215,10576000.0,2022-04-17,True
CNTR-002271,MPLADS-002271,CONT-0017,2305000.0,2023-03-02,True
CNTR-002272,MPLADS-002272,CONT-0088,3100000.0,2022-09-20,True
CNTR-002273,MPLADS-002273,CONT-0263,1498000.0,2022-04-15,True
CNTR-002274,MPLADS-002274,CONT-0105,2722000.0,2022-12-11,True
CNTR-002275,MPLADS-002275,CONT-0264,1974000.0,2023-12-28,True
CNTR-002276,MPLADS-002276,CONT-0053,1615000.0,2023-12-21,True
CNTR-002277,MPLADS-002277,CONT-0041,1620000.0,2022-06-04,True
CNTR-002278,MPLADS-002278,CONT-0317,633000.0,2023-12-06,True
CNTR-002279,MPLADS-002279,CONT-0230,3659000.0,2023-08-23,True
CNTR-002280,MPLADS-002280,CONT-0310,707000.0,2023-07-19,True
CNTR-002281,MPLADS-002281,CONT-0143,2395000.0,2023-06-30,True
CNTR-002282,MPLADS-002282,CONT-0028,10058000.0,2023-10-25,True
CNTR-002283,MPLADS-002283,CONT-0225,2389000.0,2023-12-27,True
CNTR-002284,MPLADS-002284,CONT-0078,1510000.0,2023-08-18,True
CNTR-002285,MPLADS-002285,CONT-0208,2498000.0,2022-09-20,True
CNTR-002286,MPLADS-002286,CONT-0198,1491000.0,2022-11-30,True
CNTR-002287,MPLADS-002287,CONT-0151,3800000.0,2023-01-05,True
CNTR-002288,MPLADS-002288,CONT-0089,1691000.0,2022-11-04,True
CNTR-002289,MPLADS-002289,CONT-0053,378000.0,2023-05-10,True
CNTR-002290,MPLADS-002290,CONT-0040,1815000.0,2022-07-08,True
CNTR-002291,MPLADS-002291,CONT-0146,3403000.0,2022-11-27,True
CNTR-002292,MPLADS-002292,CONT-0017,911000.0,2023-09-21,True
CNTR-002293,MPLADS-002293,CONT-0004,1566000.0,2023-10-17,True
CNTR-002294,MPLADS-002294,CONT-0292,945000.0,2023-10-07,True
CNTR-002295,MPLADS-002295,CONT-0111,2909000.0,2022-07-14,True
CNTR-002296,MPLADS-002296,CONT-0071,1907000.0,2023-07-04,True
CNTR-002297,MPLADS-002297,CONT-0223,1611000.0,2023-06-24,True
CNTR-002298,MPLADS-002298,CONT-0184,669000.0,2023-03-02,True
CNTR-002299,MPLADS-002299,CONT-0257,1173000.0,2023-03-05,True
CNTR-002300,MPLADS-002300,CONT-0072,463000.0,2022-08-27,True
CNTR-002301,MPLADS-002301,CONT-0104,914000.0,2022-03-14,True
CNTR-002302,MPLADS-002302,CONT-0181,624000.0,2022-12-16,True
CNTR-002303,MPLADS-002303,CONT-0042,1831000.0,2023-08-18,True
CNTR-002304,MPLADS-002304,CONT-0135,1547000.0,2022-10-03,True
CNTR-002305,MPLADS-002305,CONT-0289,15501000.0,2022-06-20,True
CNTR-002306,MPLADS-002306,CONT-0108,3598000.0,2023-04-22,True
CNTR-002307,MPLADS-002307,CONT-0161,2714000.0,2022-05-17,True
CNTR-002308,MPLADS-002308,CONT-0278,1658000.0,2022-07-20,True
CNTR-002309,MPLADS-002309,CONT-0058,2661000.0,2022-11-04,True
CNTR-002310,MPLADS-002310,CONT-0168,2739000.0,2023-05-09,True
CNTR-002311,MPLADS-002311,CONT-0300,1714000.0,2023-09-19,True
CNTR-002312,MPLADS-002312,CONT-0216,2018000.0,2022-08-14,True
CNTR-002313,MPLADS-002313,CONT-0056,2603000.0,2022-06-10,True
CNTR-002314,MPLADS-002314,CONT-0149,13814000.0,2023-08-30,True
CNTR-002315,MPLADS-002315,CONT-0153,575000.0,2022-02-26,True
CNTR-002316,MPLADS-002316,CONT-0256,1051000.0,2023-06-27,True
CNTR-002317,MPLADS-002317,CONT-0170,3637000.0,2023-11-10,True
CNTR-002318,MPLADS-002318,CONT-0147,2305000.0,2022-04-15,True
CNTR-002319,MPLADS-002319,CONT-0235,537000.0,2023-06-17,True
CNTR-002320,MPLADS-002320,CONT-0294,719000.0,2022-04-09,True
CNTR-002321,MPLADS-002321,CONT-0213,1970000.0,2023-09-09,True
CNTR-002322,MPLADS-002322,CONT-0141,1133000.0,2022-12-25,True
CNTR-002323,MPLADS-002323,CONT-0305,9673000.0,2022-08-30,True
CNTR-002324,MPLADS-002324,CONT-0053,574000.0,2023-05-16,True
CNTR-002325,MPLADS-002325,CONT-0238,1455000.0,2022-04-03,True
CNTR-002326,MPLADS-002326,CONT-0180,1937000.0,2023-07-10,True
CNTR-002327,MPLADS-002327,CONT-0187,1962000.0,2022-04-14,True
CNTR-002328,MPLADS-002328,CONT-0234,464000.0,2022-03-23,True
CNTR-002329,MPLADS-002329,CONT-0130,2493000.0,2023-01-05,True
CNTR-002330,MPLADS-002330,CONT-0167,10895000.0,2023-03-22,True
CNTR-002331,MPLADS-002331,CONT-0140,1527000.0,2024-01-18,True
CNTR-002332,MPLADS-002332,CONT-0120,3065000.0,2022-08-13,True
CNTR-002333,MPLADS-002333,CONT-0187,9221000.0,2022-02-24,True
CNTR-002334,MPLADS-002334,CONT-0289,2211000.0,2023-05-27,True
CNTR-002335,MPLADS-002335,CONT-0031,1319000.0,2023-04-25,True
CNTR-002336,MPLADS-002336,CONT-0043,1357000.0,2023-06-30,True
CNTR-002337,MPLADS-002337,CONT-0207,705000.0,2023-10-03,True
CNTR-002338,MPLADS-002338,CONT-0009,1808000.0,2022-10-13,True
CNTR-002339,MPLADS-002339,CONT-0262,3849000.0,2023-06-10,True
CNTR-002340,MPLADS-002340,CONT-0201,3226000.0,2022-10-05,True
CNTR-002341,MPLADS-002341,CONT-0134,13063000.0,2022-07-18,True
CNTR-002342,MPLADS-002342,CONT-0121,2146000.0,2022-12-31,True
CNTR-002343,MPLADS-002343,CONT-0295,3114000.0,2022-07-12,True
CNTR-002344,MPLADS-002344,CONT-0225,957000.0,2024-01-18,True
CNTR-002345,MPLADS-002345,CONT-0219,1119000.0,2023-03-27,True
CNTR-002346,MPLADS-002346,CONT-0270,754000.0,2022-03-22,True
CNTR-002347,MPLADS-002347,CONT-0110,1808000.0,2022-07-17,True
CNTR-002348,MPLADS-002348,CONT-0058,2004000.0,2023-08-18,True
CNTR-002349,MPLADS-002349,CONT-0082,14571000.0,2024-01-31,True
CNTR-002350,MPLADS-002350,CONT-0204,1408000.0,2022-08-21,True
CNTR-002351,MPLADS-002351,CONT-0280,1858000.0,2022-08-28,True
CNTR-002352,MPLADS-002352,CONT-0266,7033000.0,2023-09-13,True
CNTR-002353,MPLADS-002353,CONT-0170,3721000.0,2023-07-03,True
CNTR-002354,MPLADS-002354,CONT-0185,2622000.0,2023-08-12,True
CNTR-002355,MPLADS-002355,CONT-0275,580000.0,2022-05-06,True
CNTR-002356,MPLADS-002356,CONT-0188,2127000.0,2023-08-25,True
CNTR-002357,MPLADS-002357,CONT-0142,2083000.0,2022-12-08,True
CNTR-002358,MPLADS-002358,CONT-0218,3362000.0,2023-09-11,True
CNTR-002359,MPLADS-002359,CONT-0169,1693000.0,2023-04-15,True
CNTR-002360,MPLADS-002360,CONT-0268,2302000.0,2024-01-06,True
CNTR-002361,MPLADS-002361,CONT-0253,537000.0,2022-06-08,True
CNTR-002362,MPLADS-002362,CONT-0287,11384000.0,2023-10-13,True
CNTR-002363,MPLADS-002363,CONT-0024,1230000.0,2023-10-29,True
CNTR-002364,MPLADS-002364,CONT-0199,12474000.0,2023-08-11,True
CNTR-002365,MPLADS-002365,CONT-0195,433000.0,2023-11-03,True
CNTR-002366,MPLADS-002366,CONT-0167,506000.0,2022-08-15,True
CNTR-002367,MPLADS-002367,CONT-0182,9813000.0,2022-07-28,True
CNTR-002368,MPLADS-002368,CONT-0247,2442000.0,2023-02-11,True
CNTR-002369,MPLADS-002369,CONT-0072,1763000.0,2022-07-06,True
CNTR-002370,MPLADS-002370,CONT-0100,2287000.0,2022-06-15,True
CNTR-002371,MPLADS-002371,CONT-0184,2695000.0,2022-06-28,True
CNTR-002372,MPLADS-002372,CONT-0063,3541000.0,2022-12-23,True
CNTR-002373,MPLADS-002373,CONT-0022,1429000.0,2023-10-08,True
CNTR-002374,MPLADS-002374,CONT-0016,2182000.0,2022-05-03,True
CNTR-002375,MPLADS-002375,CONT-0162,662000.0,2022-05-13,True
CNTR-002376,MPLADS-002376,CONT-0187,2278000.0,2023-07-29,True
CNTR-002377,MPLADS-002377,CONT-0233,442000.0,2023-11-02,True
CNTR-002378,MPLADS-002378,CONT-0243,1496000.0,2023-11-02,True
CNTR-002379,MPLADS-002379,CONT-0307,1900000.0,2023-01-22,True
CNTR-002380,MPLADS-002380,CONT-0087,3397000.0,2023-05-03,True
CNTR-002381,MPLADS-002381,CONT-0030,577000.0,2022-12-15,True
CNTR-002382,MPLADS-002382,CONT-0115,663000.0,2023-09-11,True
CNTR-002383,MPLADS-002383,CONT-0230,2887000.0,2023-03-13,True
CNTR-002384,MPLADS-002384,CONT-0234,3444000.0,2023-08-18,True
CNTR-002385,MPLADS-002385,CONT-0064,2389000.0,2022-10-09,True
CNTR-002386,MPLADS-002386,CONT-0017,965000.0,2022-11-16,True
CNTR-002387,MPLADS-002387,CONT-0004,600000.0,2022-09-16,True
CNTR-002388,MPLADS-002388,CONT-0037,3634000.0,2024-01-11,True
CNTR-002389,MPLADS-002389,CONT-0036,2106000.0,2022-11-06,True
CNTR-002390,MPLADS-002390,CONT-0209,2298000.0,2023-08-08,True
CNTR-002391,MPLADS-002391,CONT-0055,9704000.0,2023-09-17,True
CNTR-002392,MPLADS-002392,CONT-0134,694000.0,2023-03-01,True
CNTR-002393,MPLADS-002393,CONT-0025,724000.0,2022-04-18,True
CNTR-002394,MPLADS-002394,CONT-0227,1614000.0,2023-11-12,True
CNTR-002395,MPLADS-002395,CONT-0154,3594000.0,2022-06-01,True
CNTR-002396,MPLADS-002396,CONT-0025,2444000.0,2022-09-18,True
CNTR-002397,MPLADS-002397,CONT-0070,1963000.0,2022-03-13,True
CNTR-002398,MPLADS-002398,CONT-0310,1748000.0,2022-09-04,True
CNTR-002399,MPLADS-002399,CONT-0127,2259000.0,2023-12-28,True
CNTR-002400,MPLADS-002400,CONT-0170,1740000.0,2022-10-18,True
CNTR-002401,MPLADS-002401,CONT-0190,2171000.0,2023-04-12,True
CNTR-002402,MPLADS-002402,CONT-0234,2763000.0,2024-01-12,True
CNTR-002403,MPLADS-002403,CONT-0071,2404000.0,2022-07-20,True
CNTR-002404,MPLADS-002404,CONT-0017,505000.0,2023-03-13,True
CNTR-002405,MPLADS-002405,CONT-0192,2117000.0,2022-09-16,True
CNTR-002406,MPLADS-002406,CONT-0274,572000.0,2023-12-24,True
CNTR-002407,MPLADS-002407,CONT-0285,804000.0,2022-06-02,True
CNTR-002408,MPLADS-002408,CONT-0295,2336000.0,2023-08-07,True
CNTR-002409,MPLADS-002409,CONT-0091,1832000.0,2022-02-18,True
CNTR-002410,MPLADS-002410,CONT-0166,1572000.0,2022-09-19,True
CNTR-002411,MPLADS-002411,CONT-0154,11660000.0,2022-03-01,True
CNTR-002412,MPLADS-002412,CONT-0133,3060000.0,2022-03-13,True
CNTR-002413,MPLADS-002413,CONT-0188,1530000.0,2022-03-09,True
CNTR-002414,MPLADS-002414,CONT-0287,488000.0,2022-06-02,True
CNTR-002415,MPLADS-002415,CONT-0118,12176000.0,2022-11-13,True
CNTR-002416,MPLADS-002416,CONT-0065,14538000.0,2022-06-28,True
CNTR-002417,MPLADS-002417,CONT-0052,13676000.0,2023-08-16,True
CNTR-002418,MPLADS-002418,CONT-0222,383000.0,2023-05-12,True
CNTR-002419,MPLADS-002419,CONT-0061,947000.0,2023-09-11,True
CNTR-002420,MPLADS-002420,CONT-0234,2047000.0,2024-02-05,True
CNTR-002421,MPLADS-002421,CONT-0253,6962000.0,2022-03-11,True
CNTR-002422,MPLADS-002422,CONT-0108,1470000.0,2023-06-15,True
CNTR-002423,MPLADS-002423,CONT-0127,768000.0,2023-06-17,True
CNTR-002424,MPLADS-002424,CONT-0120,1766000.0,2022-04-20,True
CNTR-002425,MPLADS-002425,CONT-0309,9879000.0,2022-10-14,True
CNTR-002426,MPLADS-002426,CONT-0069,3441000.0,2022-07-13,True
CNTR-002427,MPLADS-002427,CONT-0024,2133000.0,2022-07-13,True
CNTR-002428,MPLADS-002428,CONT-0026,600000.0,2023-05-30,True
CNTR-002429,MPLADS-002429,CONT-0108,2623000.0,2022-08-04,True
CNTR-002430,MPLADS-002430,CONT-0113,2284000.0,2023-10-26,True
CNTR-002431,MPLADS-002431,CONT-0210,3284000.0,2023-11-14,True
CNTR-002432,MPLADS-002432,CONT-0244,1320000.0,2022-02-28,True
CNTR-002433,MPLADS-002433,CONT-0193,2691000.0,2022-12-19,True
CNTR-002434,MPLADS-002434,CONT-0028,10859000.0,2023-01-19,True
CNTR-002435,MPLADS-002435,CONT-0193,10094000.0,2022-12-28,True
CNTR-002436,MPLADS-002436,CONT-0211,1866000.0,2024-01-07,True
CNTR-002437,MPLADS-002437,CONT-0135,1769000.0,2023-06-05,True
CNTR-002438,MPLADS-002438,CONT-0238,509000.0,2022-08-03,True
CNTR-002439,MPLADS-002439,CONT-0247,4461000.0,2022-10-12,True
CNTR-002440,MPLADS-002440,CONT-0260,3925000.0,2023-04-23,True
CNTR-002441,MPLADS-002441,CONT-0306,1139000.0,2023-04-11,True
CNTR-002442,MPLADS-002442,CONT-0203,1654000.0,2023-01-15,True
CNTR-002443,MPLADS-002443,CONT-0032,632000.0,2022-11-03,True
CNTR-002444,MPLADS-002444,CONT-0280,665000.0,2022-06-09,True
CNTR-002445,MPLADS-002445,CONT-0178,15920000.0,2022-03-22,True
CNTR-002446,MPLADS-002446,CONT-0169,2822000.0,2022-08-24,True
CNTR-002447,MPLADS-002447,CONT-0123,1356000.0,2023-05-21,True
CNTR-002448,MPLADS-002448,CONT-0031,1595000.0,2023-02-12,True
CNTR-002449,MPLADS-002449,CONT-0086,1483000.0,2023-07-04,True
CNTR-002450,MPLADS-002450,CONT-0194,1942000.0,2023-09-26,True
CNTR-002451,MPLADS-002451,CONT-0092,554000.0,2022-10-22,True
CNTR-002452,MPLADS-002452,CONT-0202,2675000.0,2022-06-24,True
CNTR-002453,MPLADS-002453,CONT-0066,2095000.0,2022-02-21,True
CNTR-002454,MPLADS-002454,CONT-0177,3290000.0,2022-03-01,True
CNTR-002455,MPLADS-002455,CONT-0266,5711000.0,2022-06-22,True
CNTR-002456,MPLADS-002456,CONT-0270,449000.0,2023-07-21,True
CNTR-002457,MPLADS-002457,CONT-0006,12633000.0,2023-01-13,True
CNTR-002458,MPLADS-002458,CONT-0188,3197000.0,2022-08-17,True
CNTR-002459,MPLADS-002459,CONT-0023,3204000.0,2023-01-27,True
CNTR-002460,MPLADS-002460,CONT-0212,607000.0,2023-03-14,True
CNTR-002461,MPLADS-002461,CONT-0032,495000.0,2022-08-23,True
CNTR-002462,MPLADS-002462,CONT-0206,2801000.0,2022-05-09,True
CNTR-002463,MPLADS-002463,CONT-0159,2615000.0,2022-12-01,True
CNTR-002464,MPLADS-002464,CONT-0038,1325000.0,2022-09-14,True
CNTR-002465,MPLADS-002465,CONT-0088,3890000.0,2023-04-27,True
CNTR-002466,MPLADS-002466,CONT-0267,3683000.0,2023-05-19,True
CNTR-002467,MPLADS-002467,CONT-0189,1666000.0,2023-10-22,True
CNTR-002468,MPLADS-002468,CONT-0183,1047000.0,2023-01-04,True
CNTR-002469,MPLADS-002469,CONT-0254,434000.0,2023-03-11,True
CNTR-002470,MPLADS-002470,CONT-0170,3484000.0,2023-06-08,True
CNTR-002471,MPLADS-002471,CONT-0296,2274000.0,2023-12-17,True
CNTR-002472,MPLADS-002472,CONT-0253,1939000.0,2022-09-11,True
CNTR-002473,MPLADS-002473,CONT-0123,2634000.0,2022-12-09,True
CNTR-002474,MPLADS-002474,CONT-0153,2167000.0,2022-08-01,True
CNTR-002475,MPLADS-002475,CONT-0183,2960000.0,2022-07-09,True
CNTR-002476,MPLADS-002476,CONT-0114,3071000.0,2022-11-07,True
CNTR-002477,MPLADS-002477,CONT-0239,1961000.0,2022-07-07,True
CNTR-002478,MPLADS-002478,CONT-0046,1753000.0,2023-06-16,True
CNTR-002479,MPLADS-002479,CONT-0109,2250000.0,2023-03-23,True
CNTR-002480,MPLADS-002480,CONT-0284,9885000.0,2023-09-28,True
CNTR-002481,MPLADS-002481,CONT-0204,1505000.0,2022-07-19,True
CNTR-002482,MPLADS-002482,CONT-0299,2484000.0,2022-12-31,True
CNTR-002483,MPLADS-002483,CONT-0303,67773000.0,2022-12-10,True
CNTR-002484,MPLADS-002484,CONT-0287,13039000.0,2022-04-19,True
CNTR-002485,MPLADS-002485,CONT-0083,2275000.0,2023-09-14,True
CNTR-002486,MPLADS-002486,CONT-0294,3687000.0,2022-05-20,True
CNTR-002487,MPLADS-002487,CONT-0033,2546000.0,2022-08-15,True
CNTR-002488,MPLADS-002488,CONT-0036,1917000.0,2022-09-02,True
CNTR-002489,MPLADS-002489,CONT-0097,12844000.0,2022-09-29,True
CNTR-002490,MPLADS-002490,CONT-0064,2712000.0,2022-09-29,True
CNTR-002491,MPLADS-002491,CONT-0012,644000.0,2022-12-26,True
CNTR-002492,MPLADS-002492,CONT-0061,2044000.0,2023-04-20,True
CNTR-002493,MPLADS-002493,CONT-0269,3469000.0,2022-10-27,True
CNTR-002494,MPLADS-002494,CONT-0294,2922000.0,2023-06-12,True
CNTR-002495,MPLADS-002495,CONT-0009,3245000.0,2023-07-22,True
CNTR-002496,MPLADS-002496,CONT-0106,14321000.0,2023-02-20,True
CNTR-002497,MPLADS-002497,CONT-0063,559000.0,2022-11-07,True
CNTR-002498,MPLADS-002498,CONT-0173,449000.0,2023-01-14,True
CNTR-002499,MPLADS-002499,CONT-0167,3091000.0,2022-12-03,True
CNTR-002500,MPLADS-002500,CONT-0071,2229000.0,2022-06-22,True
CNTR-002501,MPLADS-002501,CONT-0156,1640000.0,2023-08-19,True
CNTR-002502,MPLADS-002502,CONT-0173,2299000.0,2022-05-02,True
CNTR-002503,MPLADS-002503,CONT-0220,2228000.0,2022-10-13,True
CNTR-002504,MPLADS-002504,CONT-0275,9322000.0,2022-04-20,True
CNTR-002505,MPLADS-002505,CONT-0140,383000.0,2023-07-29,True
CNTR-002506,MPLADS-002506,CONT-0165,1868000.0,2023-10-29,True
CNTR-002507,MPLADS-002507,CONT-0153,2262000.0,2023-01-31,True
CNTR-002508,MPLADS-002508,CONT-0042,907000.0,2023-04-26,True
CNTR-002509,MPLADS-002509,CONT-0286,2371000.0,2022-10-06,True
CNTR-002510,MPLADS-002510,CONT-0139,2711000.0,2022-10-02,True
CNTR-002511,MPLADS-002511,CONT-0242,3399000.0,2023-05-31,True
CNTR-002512,MPLADS-002512,CONT-0019,2162000.0,2023-05-31,True
CNTR-002513,MPLADS-002513,CONT-0286,496000.0,2023-07-10,True
CNTR-002514,MPLADS-002514,CONT-0166,502000.0,2023-08-27,True
CNTR-002515,MPLADS-002515,CONT-0250,1700000.0,2023-05-12,True
CNTR-002516,MPLADS-002516,CONT-0160,3312000.0,2022-02-18,True
CNTR-002517,MPLADS-002517,CONT-0090,9650000.0,2023-10-19,True
CNTR-002518,MPLADS-002518,CONT-0110,741000.0,2023-09-04,True
CNTR-002519,MPLADS-002519,CONT-0081,1060000.0,2023-02-13,True
CNTR-002520,MPLADS-002520,CONT-0307,358000.0,2023-08-08,True
CNTR-002521,MPLADS-002521,CONT-0122,1640000.0,2022-07-01,True
CNTR-002522,MPLADS-002522,CONT-0304,13116000.0,2024-01-27,True
CNTR-002523,MPLADS-002523,CONT-0202,2292000.0,2022-11-23,True
CNTR-002524,MPLADS-002524,CONT-0018,2840000.0,2022-04-12,True
CNTR-002525,MPLADS-002525,CONT-0046,1589000.0,2023-07-13,True
CNTR-002526,MPLADS-002526,CONT-0158,1871000.0,2023-10-25,True
CNTR-002527,MPLADS-002527,CONT-0274,2615000.0,2022-05-15,True
CNTR-002528,MPLADS-002528,CONT-0267,2978000.0,2022-11-29,True
CNTR-002529,MPLADS-002529,CONT-0061,1125000.0,2023-09-30,True
