project_id,fraud_label,is_fraud,is_anomalous,is_hard_negative,risk_level,scenario_type,scenario_name,overall_risk_score,investigation_priority
MPLADS-002353,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002354,1,1,1,0,CRITICAL,COST_OVERRUN,COST_OVERRUN,85.0,URGENT
MPLADS-002355,1,1,1,0,CRITICAL,GHOST_WORK,GHOST_WORK,85.0,URGENT
MPLADS-002356,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002357,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002358,1,1,1,0,CRITICAL,COST_OVERRUN,COST_OVERRUN,85.0,URGENT
MPLADS-002359,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002360,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002361,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002362,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002363,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002364,0,0,0,1,LOW,LEGITIMATE_WEATHER_DELAY,LEGITIMATE_WEATHER_DELAY,20.0,ROUTINE
MPLADS-002365,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002366,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002367,1,1,1,0,CRITICAL,COST_OVERRUN,COST_OVERRUN,85.0,URGENT
MPLADS-002368,1,1,1,0,CRITICAL,COST_OVERRUN,COST_OVERRUN,85.0,URGENT
MPLADS-002369,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002370,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002371,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002372,1,1,1,0,CRITICAL,COST_OVERRUN,COST_OVERRUN,85.0,URGENT
MPLADS-002373,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002374,1,1,1,0,HIGH,DELAYED_WORK,DELAYED_WORK,70.0,ELEVATED
MPLADS-002375,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-002376,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002377,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002378,1,1,1,0,HIGH,ABANDONED_WORK,ABANDONED_WORK,70.0,ELEVATED
MPLADS-002379,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-002380,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002381,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002382,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002383,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002384,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002385,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002386,1,1,1,0,HIGH,DELAYED_WORK,DELAYED_WORK,70.0,ELEVATED
MPLADS-002387,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002388,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002389,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002390,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002391,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002392,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002393,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002394,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002395,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002396,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002397,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002398,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002399,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002400,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-002401,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002402,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002403,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002404,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002405,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002406,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002407,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002408,0,0,0,1,LOW,LEGITIMATE_WEATHER_DELAY,LEGITIMATE_WEATHER_DELAY,20.0,ROUTINE
MPLADS-002409,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002410,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002411,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002412,1,1,1,0,HIGH,PROCUREMENT_SINGLE_BID,PROCUREMENT_SINGLE_BID,70.0,ELEVATED
MPLADS-002413,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002414,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002415,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002416,1,1,1,0,CRITICAL,GHOST_WORK,GHOST_WORK,85.0,URGENT
MPLADS-002417,1,1,1,0,HIGH,DELAYED_WORK,DELAYED_WORK,70.0,ELEVATED
MPLADS-002418,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002419,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002420,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-002421,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002422,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002423,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002424,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002425,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002426,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002427,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-002428,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002429,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002430,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002431,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-002432,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002433,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002434,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002435,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002436,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002437,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002438,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002439,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002440,0,0,0,1,LOW,LEGITIMATE_WEATHER_DELAY,LEGITIMATE_WEATHER_DELAY,20.0,ROUTINE
MPLADS-002441,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002442,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002443,1,1,1,0,CRITICAL,COST_OVERRUN,COST_OVERRUN,85.0,URGENT
MPLADS-002444,1,1,1,0,HIGH,ABANDONED_WORK,ABANDONED_WORK,70.0,ELEVATED
MPLADS-002445,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002446,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002447,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002448,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002449,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002450,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002451,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002452,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002453,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002454,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-002455,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002456,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002457,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002458,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002459,0,0,0,1,LOW,LEGITIMATE_WEATHER_DELAY,LEGITIMATE_WEATHER_DELAY,20.0,ROUTINE
MPLADS-002460,1,1,1,0,CRITICAL,COST_OVERRUN,COST_OVERRUN,85.0,URGENT
MPLADS-002461,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002462,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002463,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002464,1,1,1,0,HIGH,PROCUREMENT_SINGLE_BID,PROCUREMENT_SINGLE_BID,70.0,ELEVATED
MPLADS-002465,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002466,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002467,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002468,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002469,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002470,1,1,1,0,HIGH,ABANDONED_WORK,ABANDONED_WORK,70.0,ELEVATED
MPLADS-002471,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002472,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002473,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002474,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002475,1,1,1,0,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,SUSPICIOUS_CONTRACTOR_MONOPOLY,70.0,ELEVATED
MPLADS-002476,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-002477,1,1,1,0,HIGH,DELAYED_WORK,DELAYED_WORK,70.0,ELEVATED
MPLADS-002478,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-002479,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002480,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002481,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002482,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002483,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-002484,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002485,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002486,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002487,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002488,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002489,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002490,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002491,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002492,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-002493,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-002494,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002495,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002496,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002497,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002498,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002499,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-002500,0,0,0,1,LOW,LEGITIMATE_WEATHER_DELAY,LEGITIMATE_WEATHER_DELAY,20.0,ROUTINE
MPLADS-002501,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002502,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-002503,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002504,0,0,0,1,LOW,LEGITIMATE_WEATHER_DELAY,LEGITIMATE_WEATHER_DELAY,20.0,ROUTINE
MPLADS-002505,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002506,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-002507,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002508,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002509,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002510,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002511,1,1,1,0,HIGH,DELAYED_WORK,DELAYED_WORK,70.0,ELEVATED
MPLADS-002512,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002513,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-002514,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002515,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-002516,1,1,1,0,CRITICAL,COST_OVERRUN,COST_OVERRUN,85.0,URGENT
MPLADS-002517,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002518,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002519,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002520,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002521,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002522,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-002523,0,0,0,1,LOW,LEGITIMATE_WEATHER_DELAY,LEGITIMATE_WEATHER_DELAY,20.0,ROUTINE
MPLADS-002524,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002525,1,1,1,0,HIGH,ABANDONED_WORK,ABANDONED_WORK,70.0,ELEVATED
MPLADS-002526,1,1,1,0,CRITICAL,COST_OVERRUN,COST_OVERRUN,85.0,URGENT
MPLADS-002527,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002528,1,1,1,0,HIGH,DOCUMENTATION_DEFICIT,DOCUMENTATION_DEFICIT,70.0,ELEVATED
MPLADS-002529,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-002530,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002531,1,1,1,0,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,SUSPICIOUS_CONTRACTOR_MONOPOLY,70.0,ELEVATED
MPLADS-002532,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002533,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002534,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002535,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002536,1,1,1,0,HIGH,DOCUMENTATION_DEFICIT,DOCUMENTATION_DEFICIT,70.0,ELEVATED
MPLADS-002537,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002538,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002539,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002540,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-002541,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002542,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002543,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002544,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002545,1,1,1,0,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,SUSPICIOUS_CONTRACTOR_MONOPOLY,70.0,ELEVATED
MPLADS-002546,1,1,1,0,HIGH,PROCUREMENT_SINGLE_BID,PROCUREMENT_SINGLE_BID,70.0,ELEVATED
MPLADS-002547,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002548,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-002549,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-002550,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002551,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002552,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002553,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002554,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002555,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002556,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-002557,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002558,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002559,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002560,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002561,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-002562,1,1,1,0,CRITICAL,COST_OVERRUN,COST_OVERRUN,85.0,URGENT
MPLADS-002563,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002564,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002565,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002566,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002567,1,1,1,0,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,SUSPICIOUS_CONTRACTOR_MONOPOLY,70.0,ELEVATED
MPLADS-002568,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002569,0,0,0,1,LOW,LEGITIMATE_WEATHER_DELAY,LEGITIMATE_WEATHER_DELAY,20.0,ROUTINE
MPLADS-002570,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002571,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002572,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002573,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-002574,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002575,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-002576,1,1,1,0,CRITICAL,COST_OVERRUN,COST_OVERRUN,85.0,URGENT
MPLADS-002577,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002578,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002579,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002580,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002581,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002582,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002583,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002584,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002585,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002586,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002587,1,1,1,0,CRITICAL,COST_OVERRUN,COST_OVERRUN,85.0,URGENT
MPLADS-002588,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-002589,1,1,1,0,CRITICAL,GHOST_WORK,GHOST_WORK,85.0,URGENT
MPLADS-002590,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002591,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002592,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002593,1,1,1,0,CRITICAL,COST_OVERRUN,COST_OVERRUN,85.0,URGENT
MPLADS-002594,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002595,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002596,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002597,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002598,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002599,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002600,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002601,1,1,1,0,HIGH,DELAYED_WORK,DELAYED_WORK,70.0,ELEVATED
MPLADS-002602,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002603,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002604,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-002605,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-002606,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002607,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002608,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002609,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002610,1,1,1,0,CRITICAL,COST_OVERRUN,COST_OVERRUN,85.0,URGENT
MPLADS-002611,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002612,1,1,1,0,HIGH,DELAYED_WORK,DELAYED_WORK,70.0,ELEVATED
MPLADS-002613,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002614,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-002615,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002616,1,1,1,0,HIGH,DELAYED_WORK,DELAYED_WORK,70.0,ELEVATED
MPLADS-002617,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002618,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002619,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002620,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002621,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002622,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002623,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002624,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002625,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002626,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-002627,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-002628,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
