contract_id,project_id,contractor_id,work_order_amount,original_contract_value,final_contract_value,contract_value_change,contract_amendment_count,amendment_value,extension_count,extension_duration,award_date,original_completion_date,revised_completion_date,contract_delay_days,contractor_capacity,contract_value_to_capacity,external_service_provider_flag,subcontractor_count,subcontractor_value_share,end_period_expenditure_ratio,performance_guarantee_submitted
CNTR-003065,MPLADS-003065,CONT-0253,9028000.0,9028000.0,8712000.0,-0.035,0,0.0,0,0,2022-05-25,2023-06-15,2023-06-15,17,20000000.0,0.4514,0,0,0.216,0.209,True
CNTR-003066,MPLADS-003066,CONT-0062,948000.0,948000.0,880000.0,-0.0717,0,0.0,0,0,2023-12-02,2024-02-16,2024-02-16,0,5000000.0,0.1896,0,0,0.003,0.55,True
CNTR-003067,MPLADS-003067,CONT-0149,652000.0,652000.0,666000.0,0.0215,0,14000.0,0,0,2022-04-25,2022-06-10,2022-06-10,6,100000000.0,0.0065,0,0,0.048,0.308,True
CNTR-003068,MPLADS-003068,CONT-0250,1864000.0,1864000.0,1822000.0,-0.0225,0,0.0,0,0,2023-03-03,2023-07-27,2023-07-27,1,100000000.0,0.0186,0,0,0.136,0.219,True
CNTR-003069,MPLADS-003069,CONT-0121,2000000.0,2000000.0,1894000.0,-0.053,0,0.0,0,0,2022-03-11,2022-08-04,2022-08-04,17,20000000.0,0.1,0,1,0.083,0.209,True
CNTR-003070,MPLADS-003070,CONT-0026,1316000.0,1316000.0,1163000.0,-0.1163,0,0.0,0,0,2023-08-18,2024-01-01,2024-01-01,0,20000000.0,0.0658,0,0,0.053,0.158,True
CNTR-003071,MPLADS-003071,CONT-0158,853000.0,853000.0,797000.0,-0.0657,0,0.0,0,0,2022-06-24,2022-09-08,2022-09-08,9,100000000.0,0.0085,0,0,0.281,0.521,True
CNTR-003072,MPLADS-003072,CONT-0051,468000.0,468000.0,399000.0,-0.1474,0,0.0,0,0,2023-09-10,2023-10-26,2023-10-26,26,5000000.0,0.0936,0,1,0.212,0.251,True
CNTR-003073,MPLADS-003073,CONT-0295,350000.0,350000.0,340000.0,-0.0286,0,0.0,0,0,2022-05-10,2022-06-25,2022-06-25,7,20000000.0,0.0175,0,0,0.283,0.235,True
CNTR-003074,MPLADS-003074,CONT-0288,4210000.0,4210000.0,3644000.0,-0.1344,0,0.0,0,0,2023-12-23,2024-07-06,2024-07-06,5,20000000.0,0.2105,0,0,0.165,0.408,True
CNTR-003075,MPLADS-003075,CONT-0236,1662000.0,1662000.0,1450000.0,-0.1276,0,0.0,0,0,2023-10-16,2024-02-29,2024-02-29,27,20000000.0,0.0831,0,1,0.041,0.501,True
CNTR-003076,MPLADS-003076,CONT-0139,999000.0,999000.0,966000.0,-0.033,0,0.0,0,0,2023-01-03,2023-03-20,2023-03-20,0,5000000.0,0.1998,0,0,0.191,0.178,True
CNTR-003077,MPLADS-003077,CONT-0099,451000.0,451000.0,430000.0,-0.0466,0,0.0,0,0,2023-04-09,2023-05-25,2023-05-25,34,100000000.0,0.0045,0,0,0.157,0.237,True
CNTR-003078,MPLADS-003078,CONT-0384,1656000.0,1656000.0,1554000.0,-0.0616,0,0.0,0,0,2023-09-14,2024-01-28,2024-01-28,0,5000000.0,0.3312,0,2,0.096,0.157,True
CNTR-003079,MPLADS-003079,CONT-0117,1222000.0,1222000.0,1181000.0,-0.0336,0,0.0,0,0,2023-03-02,2023-06-16,2023-06-16,0,5000000.0,0.2444,0,2,0.163,0.179,True
CNTR-003080,MPLADS-003080,CONT-0007,4391000.0,4391000.0,4566000.0,0.0399,0,175000.0,0,0,2022-07-16,2022-09-30,2022-09-30,12,5000000.0,0.8782,0,1,0.024,0.164,True
CNTR-003081,MPLADS-003081,CONT-0066,614000.0,614000.0,586000.0,-0.0456,0,0.0,0,0,2022-05-25,2022-07-10,2022-07-10,12,5000000.0,0.1228,0,0,0.127,0.472,True
CNTR-003082,MPLADS-003082,CONT-0145,590000.0,590000.0,550000.0,-0.0678,0,0.0,0,0,2022-12-23,2023-03-09,2023-03-09,23,20000000.0,0.0295,0,0,0.135,0.447,True
CNTR-003083,MPLADS-003083,CONT-0374,1747000.0,1747000.0,1740000.0,-0.004,0,0.0,0,0,2022-05-25,2022-10-18,2022-10-18,9,5000000.0,0.3494,0,2,0.043,0.299,True
CNTR-003084,MPLADS-003084,CONT-0079,2574000.0,2574000.0,2755000.0,0.0703,0,181000.0,0,0,2023-07-27,2024-01-09,2024-01-09,3,5000000.0,0.5148,0,0,0.299,0.538,True
CNTR-003085,MPLADS-003085,CONT-0314,535000.0,535000.0,544000.0,0.0168,0,9000.0,0,0,2023-10-05,2023-12-20,2023-12-20,2,5000000.0,0.107,0,0,0.2,0.277,True
CNTR-003086,MPLADS-003086,CONT-0140,10766000.0,10766000.0,9331000.0,-0.1333,0,0.0,0,0,2022-08-31,2023-09-21,2023-09-21,0,5000000.0,2.1532,0,0,0.085,0.523,True
CNTR-003087,MPLADS-003087,CONT-0257,12046000.0,12046000.0,11067000.0,-0.0813,0,0.0,0,0,2023-07-21,2024-08-10,2024-08-10,22,20000000.0,0.6023,0,2,0.027,0.327,True
CNTR-003088,MPLADS-003088,CONT-0247,482000.0,482000.0,460000.0,-0.0456,0,0.0,0,0,2023-05-22,2023-07-07,2023-07-07,0,5000000.0,0.0964,0,0,0.169,0.361,True
CNTR-003089,MPLADS-003089,CONT-0324,12495000.0,12495000.0,11861000.0,-0.0507,0,0.0,0,0,2024-01-01,2024-07-15,2024-07-15,0,20000000.0,0.6248,0,0,0.095,0.465,True
CNTR-003090,MPLADS-003090,CONT-0225,2601000.0,2601000.0,2664000.0,0.0242,0,63000.0,0,0,2023-04-15,2023-09-28,2023-09-28,0,5000000.0,0.5202,0,0,0.193,0.178,True
CNTR-003091,MPLADS-003091,CONT-0172,3176000.0,3176000.0,3126000.0,-0.0157,0,0.0,0,0,2023-01-22,2023-07-07,2023-07-07,33,5000000.0,0.6352,0,0,0.038,0.522,True
CNTR-003092,MPLADS-003092,CONT-0335,45543000.0,45543000.0,44849000.0,-0.0152,0,0.0,0,0,2023-10-25,2024-11-14,2024-11-14,0,20000000.0,2.2771,0,2,0.271,0.438,True
CNTR-003093,MPLADS-003093,CONT-0371,2362000.0,2362000.0,2063000.0,-0.1266,0,0.0,0,0,2022-08-04,2022-11-18,2022-11-18,15,5000000.0,0.4724,0,1,0.145,0.315,True
CNTR-003094,MPLADS-003094,CONT-0387,2063000.0,2063000.0,1911000.0,-0.0737,0,0.0,0,0,2023-07-02,2023-12-15,2023-12-15,28,5000000.0,0.4126,0,2,0.174,0.529,True
CNTR-003095,MPLADS-003095,CONT-0261,3308000.0,3308000.0,3201000.0,-0.0323,0,0.0,0,0,2022-10-22,2023-05-06,2023-05-06,0,5000000.0,0.6616,0,0,0.023,0.297,True
CNTR-003096,MPLADS-003096,CONT-0304,2739000.0,2739000.0,2752000.0,0.0047,0,13000.0,0,0,2024-01-10,2024-06-24,2024-06-24,0,5000000.0,0.5478,0,1,0.202,0.339,True
CNTR-003097,MPLADS-003097,CONT-0246,401000.0,401000.0,384000.0,-0.0424,4,0.0,4,120,2022-10-08,2022-11-23,2023-03-23,180,20000000.0,0.02,0,1,0.145,0.211,True
CNTR-003098,MPLADS-003098,CONT-0196,1440000.0,1440000.0,1464000.0,0.0167,0,24000.0,0,0,2023-11-27,2024-03-12,2024-03-12,0,5000000.0,0.288,0,0,0.173,0.424,True
CNTR-003099,MPLADS-003099,CONT-0353,2556000.0,2556000.0,2550000.0,-0.0023,0,0.0,0,0,2023-06-25,2023-11-18,2023-11-18,21,20000000.0,0.1278,0,0,0.118,0.268,True
CNTR-003100,MPLADS-003100,CONT-0092,3715000.0,3715000.0,3571000.0,-0.0388,0,0.0,0,0,2023-04-14,2023-10-27,2023-10-27,25,100000000.0,0.0372,0,0,0.053,0.534,True
CNTR-003101,MPLADS-003101,CONT-0178,2308000.0,2308000.0,1970000.0,-0.1464,0,0.0,0,0,2023-04-01,2023-09-14,2023-09-14,0,5000000.0,0.4616,0,1,0.13,0.256,True
CNTR-003102,MPLADS-003102,CONT-0374,1635000.0,1635000.0,1621000.0,-0.0086,4,0.0,4,120,2023-02-06,2023-07-02,2023-10-30,480,5000000.0,0.327,0,0,0.114,0.303,True
CNTR-003103,MPLADS-003103,CONT-0261,5692000.0,5692000.0,5157000.0,-0.094,0,0.0,0,0,2022-10-04,2023-02-17,2023-02-17,23,5000000.0,1.1384,0,0,0.213,0.233,True
CNTR-003104,MPLADS-003104,CONT-0109,1134000.0,1134000.0,1023000.0,-0.0979,0,0.0,0,0,2023-11-07,2024-03-22,2024-03-22,19,20000000.0,0.0567,0,0,0.014,0.368,True
CNTR-003105,MPLADS-003105,CONT-0172,3684000.0,3684000.0,3337000.0,-0.0942,0,0.0,0,0,2023-12-17,2024-06-30,2024-06-30,0,5000000.0,0.7368,0,1,0.094,0.167,True
CNTR-003106,MPLADS-003106,CONT-0320,1416000.0,1416000.0,838000.0,-0.4082,0,0.0,0,0,2023-10-07,2024-02-20,2024-02-20,0,20000000.0,0.0708,0,1,0.242,0.383,True
CNTR-003107,MPLADS-003107,CONT-0096,484000.0,484000.0,743000.0,0.5351,0,259000.0,0,0,2023-06-20,2023-08-05,2023-08-05,0,100000000.0,0.0048,0,0,0.087,0.469,True
CNTR-003108,MPLADS-003108,CONT-0185,2193000.0,2193000.0,1970000.0,-0.1017,0,0.0,0,0,2022-08-21,2023-01-14,2023-01-14,13,20000000.0,0.1096,0,0,0.219,0.434,True
CNTR-003109,MPLADS-003109,CONT-0390,915000.0,915000.0,857000.0,-0.0634,0,0.0,0,0,2023-09-01,2023-11-16,2023-11-16,6,5000000.0,0.183,0,1,0.088,0.471,True
CNTR-003110,MPLADS-003110,CONT-0300,1600000.0,1600000.0,1539000.0,-0.0381,0,0.0,0,0,2022-08-11,2022-12-25,2022-12-25,4,20000000.0,0.08,0,1,0.02,0.454,True
CNTR-003111,MPLADS-003111,CONT-0032,10010000.0,10010000.0,8756000.0,-0.1253,0,0.0,0,0,2022-06-03,2023-06-24,2023-06-24,0,5000000.0,2.002,0,0,0.276,0.406,True
CNTR-003112,MPLADS-003112,CONT-0102,1829000.0,1829000.0,1649000.0,-0.0984,0,0.0,0,0,2022-12-10,2023-05-05,2023-05-05,21,20000000.0,0.0914,0,2,0.17,0.371,True
CNTR-003113,MPLADS-003113,CONT-0077,2185000.0,2185000.0,2147000.0,-0.0174,0,0.0,0,0,2023-05-17,2023-10-10,2023-10-10,0,20000000.0,0.1092,0,0,0.068,0.205,True
CNTR-003114,MPLADS-003114,CONT-0101,2183000.0,2183000.0,1982000.0,-0.0921,0,0.0,0,0,2023-03-14,2023-08-07,2023-08-07,14,20000000.0,0.1092,0,0,0.196,0.259,True
CNTR-003115,MPLADS-003115,CONT-0067,2754000.0,2754000.0,2764000.0,0.0036,0,10000.0,0,0,2022-04-26,2022-11-08,2022-11-08,0,5000000.0,0.5508,0,2,0.09,0.334,True
CNTR-003116,MPLADS-003116,CONT-0391,543000.0,543000.0,574000.0,0.0571,0,31000.0,0,0,2022-11-09,2022-12-25,2022-12-25,23,20000000.0,0.0272,0,0,0.229,0.169,True
CNTR-003117,MPLADS-003117,CONT-0219,599000.0,599000.0,561000.0,-0.0634,0,0.0,0,0,2022-04-20,2022-06-05,2022-06-05,30,20000000.0,0.03,0,2,0.096,0.437,True
CNTR-003118,MPLADS-003118,CONT-0025,9588000.0,9588000.0,8930000.0,-0.0686,0,0.0,0,0,2023-04-20,2024-05-10,2024-05-10,28,5000000.0,1.9176,0,1,0.148,0.341,True
CNTR-003119,MPLADS-003119,CONT-0342,636000.0,636000.0,678000.0,0.066,0,42000.0,0,0,2022-05-06,2022-06-21,2022-06-21,0,20000000.0,0.0318,0,1,0.134,0.313,True
CNTR-003120,MPLADS-003120,CONT-0211,2436000.0,2436000.0,3743000.0,0.5365,0,1307000.0,0,0,2023-02-03,2023-06-29,2023-06-29,26,20000000.0,0.1218,0,0,0.182,0.282,True
CNTR-003121,MPLADS-003121,CONT-0254,1687000.0,1687000.0,1735000.0,0.0285,0,48000.0,0,0,2022-02-06,2022-06-22,2022-06-22,21,20000000.0,0.0844,0,0,0.293,0.435,True
CNTR-003122,MPLADS-003122,CONT-0024,1086000.0,1086000.0,537000.0,-0.5055,0,0.0,0,0,2022-03-05,2022-05-20,2022-05-20,10,5000000.0,0.2172,0,0,0.24,0.534,True
CNTR-003123,MPLADS-003123,CONT-0025,8703000.0,8703000.0,9098000.0,0.0454,0,395000.0,0,0,2024-01-20,2024-05-05,2024-05-05,17,5000000.0,1.7406,0,0,0.13,0.386,True
CNTR-003124,MPLADS-003124,CONT-0076,358000.0,358000.0,313000.0,-0.1257,0,0.0,0,0,2023-12-10,2024-01-25,2024-01-25,0,5000000.0,0.0716,0,0,0.283,0.325,True
CNTR-003125,MPLADS-003125,CONT-0262,4174000.0,4174000.0,4033000.0,-0.0338,0,0.0,0,0,2023-05-20,2023-12-02,2023-12-02,17,100000000.0,0.0417,0,0,0.11,0.289,True
CNTR-003126,MPLADS-003126,CONT-0056,1784000.0,1784000.0,1601000.0,-0.1026,0,0.0,0,0,2023-04-02,2023-08-16,2023-08-16,9,100000000.0,0.0178,0,0,0.153,0.162,True
CNTR-003127,MPLADS-003127,CONT-0128,2546000.0,2546000.0,2607000.0,0.024,4,61000.0,4,120,2023-04-30,2023-09-23,2024-01-21,320,100000000.0,0.0255,0,0,0.117,0.293,True
CNTR-003128,MPLADS-003128,CONT-0219,2398000.0,2398000.0,2362000.0,-0.015,0,0.0,0,0,2023-12-18,2024-07-01,2024-07-01,11,20000000.0,0.1199,0,2,0.059,0.45,True
CNTR-003129,MPLADS-003129,CONT-0337,501000.0,501000.0,463000.0,-0.0758,4,0.0,4,120,2022-11-13,2022-12-29,2023-04-28,120,100000000.0,0.005,0,0,0.281,0.487,True
CNTR-003130,MPLADS-003130,CONT-0164,15209000.0,15209000.0,14969000.0,-0.0158,0,0.0,0,0,2022-05-28,2023-06-18,2023-06-18,0,20000000.0,0.7604,0,1,0.197,0.424,True
CNTR-003131,MPLADS-003131,CONT-0217,892000.0,892000.0,839000.0,-0.0594,0,0.0,0,0,2023-04-29,2023-07-14,2023-07-14,6,5000000.0,0.1784,0,0,0.023,0.52,True
CNTR-003132,MPLADS-003132,CONT-0326,1083000.0,1083000.0,1030000.0,-0.0489,0,0.0,0,0,2023-06-20,2023-09-04,2023-09-04,15,20000000.0,0.0542,0,0,0.041,0.462,True
CNTR-003133,MPLADS-003133,CONT-0164,1973000.0,1973000.0,2008000.0,0.0177,0,35000.0,0,0,2023-03-18,2023-07-02,2023-07-02,0,20000000.0,0.0986,0,0,0.079,0.188,True
CNTR-003134,MPLADS-003134,CONT-0346,848000.0,848000.0,806000.0,-0.0495,0,0.0,0,0,2023-06-06,2023-08-21,2023-08-21,2,20000000.0,0.0424,0,2,0.203,0.41,True
CNTR-003135,MPLADS-003135,CONT-0038,596000.0,596000.0,265000.0,-0.5554,0,0.0,0,0,2023-08-18,2023-10-03,2023-10-03,10,5000000.0,0.1192,0,1,0.193,0.226,True
CNTR-003136,MPLADS-003136,CONT-0236,2952000.0,2952000.0,5138000.0,0.7405,0,2186000.0,0,0,2022-10-07,2023-03-22,2023-03-22,8,20000000.0,0.1476,0,0,0.073,0.526,True
CNTR-003137,MPLADS-003137,CONT-0137,2893000.0,2893000.0,2446000.0,-0.1545,0,0.0,0,0,2022-05-06,2022-09-29,2022-09-29,31,5000000.0,0.5786,0,0,0.049,0.363,True
CNTR-003138,MPLADS-003138,CONT-0066,3127000.0,3127000.0,3214000.0,0.0278,0,87000.0,0,0,2023-06-03,2023-11-16,2023-11-16,25,5000000.0,0.6254,0,1,0.263,0.397,True
CNTR-003139,MPLADS-003139,CONT-0393,2572000.0,2572000.0,2618000.0,0.0179,0,46000.0,0,0,2023-11-28,2024-06-11,2024-06-11,0,100000000.0,0.0257,0,0,0.203,0.273,True
CNTR-003140,MPLADS-003140,CONT-0241,8354000.0,8354000.0,7690000.0,-0.0795,0,0.0,0,0,2023-05-08,2024-05-28,2024-05-28,0,100000000.0,0.0835,0,0,0.029,0.163,True
CNTR-003141,MPLADS-003141,CONT-0319,2206000.0,2206000.0,1943000.0,-0.1192,0,0.0,0,0,2022-04-09,2022-07-24,2022-07-24,24,100000000.0,0.0221,0,0,0.139,0.481,True
CNTR-003142,MPLADS-003142,CONT-0215,14906000.0,14906000.0,13096000.0,-0.1214,0,0.0,0,0,2022-05-31,2022-12-13,2022-12-13,27,5000000.0,2.9812,0,1,0.148,0.155,True
CNTR-003143,MPLADS-003143,CONT-0375,798000.0,798000.0,764000.0,-0.0426,0,0.0,0,0,2023-07-17,2023-10-01,2023-10-01,31,5000000.0,0.1596,0,1,0.169,0.296,True
CNTR-003144,MPLADS-003144,CONT-0205,880000.0,880000.0,844000.0,-0.0409,0,0.0,0,0,2023-07-03,2023-09-17,2023-09-17,0,20000000.0,0.044,0,1,0.172,0.475,True
CNTR-003145,MPLADS-003145,CONT-0089,544000.0,544000.0,542000.0,-0.0037,0,0.0,0,0,2023-01-25,2023-03-12,2023-03-12,18,20000000.0,0.0272,0,1,0.145,0.37,True
CNTR-003146,MPLADS-003146,CONT-0056,11855000.0,11855000.0,11166000.0,-0.0581,0,0.0,0,0,2023-11-02,2024-11-22,2024-11-22,27,100000000.0,0.1186,0,0,0.08,0.537,True
CNTR-003147,MPLADS-003147,CONT-0326,2517000.0,2517000.0,2590000.0,0.029,0,73000.0,0,0,2022-10-08,2023-03-23,2023-03-23,33,20000000.0,0.1258,0,0,0.08,0.328,True
CNTR-003148,MPLADS-003148,CONT-0065,1600000.0,1600000.0,1722000.0,0.0762,0,122000.0,0,0,2023-04-24,2023-09-17,2023-09-17,0,5000000.0,0.32,0,0,0.138,0.267,True
CNTR-003149,MPLADS-003149,CONT-0292,7832000.0,7832000.0,8053000.0,0.0282,0,221000.0,0,0,2022-03-09,2022-06-23,2022-06-23,16,5000000.0,1.5664,0,0,0.232,0.413,True
CNTR-003150,MPLADS-003150,CONT-0021,3381000.0,3381000.0,3340000.0,-0.0121,0,0.0,0,0,2022-10-22,2023-04-06,2023-04-06,19,100000000.0,0.0338,0,1,0.059,0.524,True
CNTR-003151,MPLADS-003151,CONT-0213,1726000.0,1726000.0,1576000.0,-0.0869,0,0.0,0,0,2023-10-25,2024-02-08,2024-02-08,0,20000000.0,0.0863,0,0,0.212,0.371,True
CNTR-003152,MPLADS-003152,CONT-0146,1094000.0,1094000.0,1051000.0,-0.0393,0,0.0,0,0,2022-12-06,2023-04-21,2023-04-21,0,20000000.0,0.0547,0,0,0.294,0.418,True
CNTR-003153,MPLADS-003153,CONT-0170,2366000.0,2366000.0,2101000.0,-0.112,0,0.0,0,0,2024-01-25,2024-05-10,2024-05-10,34,20000000.0,0.1183,0,0,0.282,0.523,True
CNTR-003154,MPLADS-003154,CONT-0149,2769000.0,2769000.0,2616000.0,-0.0553,0,0.0,0,0,2022-02-12,2022-07-28,2022-07-28,17,100000000.0,0.0277,0,0,0.112,0.337,True
CNTR-003155,MPLADS-003155,CONT-0039,8491000.0,8491000.0,8329000.0,-0.0191,0,0.0,0,0,2023-10-27,2024-11-16,2024-11-16,33,20000000.0,0.4246,0,2,0.038,0.468,True
CNTR-003156,MPLADS-003156,CONT-0204,1114000.0,1114000.0,1038000.0,-0.0682,0,0.0,0,0,2023-06-23,2023-11-06,2023-11-06,24,20000000.0,0.0557,0,0,0.235,0.492,True
CNTR-003157,MPLADS-003157,CONT-0309,1916000.0,1916000.0,3250000.0,0.6962,0,1334000.0,0,0,2023-07-20,2023-12-03,2023-12-03,24,5000000.0,0.3832,0,0,0.275,0.497,True
CNTR-003158,MPLADS-003158,CONT-0042,1420000.0,1420000.0,1359000.0,-0.043,0,0.0,0,0,2022-05-01,2022-09-14,2022-09-14,12,5000000.0,0.284,0,1,0.028,0.226,True
CNTR-003159,MPLADS-003159,CONT-0131,862000.0,862000.0,829000.0,-0.0383,0,0.0,0,0,2023-02-23,2023-05-10,2023-05-10,18,20000000.0,0.0431,0,0,0.025,0.233,True
CNTR-003160,MPLADS-003160,CONT-0268,1861000.0,1861000.0,1653000.0,-0.1118,0,0.0,0,0,2023-07-06,2023-11-19,2023-11-19,15,100000000.0,0.0186,0,2,0.224,0.505,True
CNTR-003161,MPLADS-003161,CONT-0260,588000.0,588000.0,570000.0,-0.0306,0,0.0,0,0,2023-02-22,2023-04-09,2023-04-09,0,20000000.0,0.0294,0,2,0.108,0.403,True
CNTR-003162,MPLADS-003162,CONT-0158,2897000.0,2897000.0,3144000.0,0.0853,0,247000.0,0,0,2022-04-09,2022-09-22,2022-09-22,0,100000000.0,0.029,0,0,0.079,0.271,True
CNTR-003163,MPLADS-003163,CONT-0171,425000.0,425000.0,418000.0,-0.0165,0,0.0,0,0,2022-11-05,2022-12-21,2022-12-21,33,20000000.0,0.0213,0,0,0.003,0.406,True
CNTR-003164,MPLADS-003164,CONT-0308,534000.0,534000.0,539000.0,0.0094,0,5000.0,0,0,2023-04-04,2023-05-20,2023-05-20,2,100000000.0,0.0053,0,0,0.062,0.379,True
CNTR-003165,MPLADS-003165,CONT-0102,3353000.0,3353000.0,3302000.0,-0.0152,0,0.0,0,0,2023-12-31,2024-06-14,2024-06-14,27,20000000.0,0.1676,0,0,0.045,0.534,True
CNTR-003166,MPLADS-003166,CONT-0059,2371000.0,2371000.0,2282000.0,-0.0375,0,0.0,0,0,2023-06-07,2023-11-20,2023-11-20,17,5000000.0,0.4742,0,2,0.095,0.253,True
CNTR-003167,MPLADS-003167,CONT-0388,349000.0,349000.0,311000.0,-0.1089,0,0.0,0,0,2023-05-31,2023-07-16,2023-07-16,0,20000000.0,0.0174,0,0,0.252,0.394,True
CNTR-003168,MPLADS-003168,CONT-0371,2473000.0,2473000.0,2617000.0,0.0582,0,144000.0,0,0,2023-06-01,2023-12-14,2023-12-14,21,5000000.0,0.4946,0,0,0.071,0.482,True
CNTR-003169,MPLADS-003169,CONT-0089,355000.0,355000.0,325000.0,-0.0845,0,0.0,0,0,2023-09-23,2023-11-08,2023-11-08,0,20000000.0,0.0177,0,0,0.086,0.485,True
CNTR-003170,MPLADS-003170,CONT-0030,1472000.0,1472000.0,1296000.0,-0.1196,0,0.0,0,0,2022-10-01,2023-01-15,2023-01-15,0,5000000.0,0.2944,0,0,0.12,0.365,True
CNTR-003171,MPLADS-003171,CONT-0285,1464000.0,1464000.0,1304000.0,-0.1093,0,0.0,0,0,2022-04-19,2022-08-03,2022-08-03,33,20000000.0,0.0732,0,2,0.052,0.394,True
CNTR-003172,MPLADS-003172,CONT-0080,2751000.0,2751000.0,2600000.0,-0.0549,0,0.0,0,0,2022-05-13,2022-10-06,2022-10-06,28,20000000.0,0.1376,0,0,0.063,0.297,True
CNTR-003173,MPLADS-003173,CONT-0272,553000.0,553000.0,544000.0,-0.0163,0,0.0,0,0,2022-05-05,2022-07-20,2022-07-20,20,100000000.0,0.0055,0,1,0.267,0.214,True
CNTR-003174,MPLADS-003174,CONT-0255,667000.0,667000.0,609000.0,-0.087,0,0.0,0,0,2023-07-19,2023-09-03,2023-09-03,15,100000000.0,0.0067,0,0,0.238,0.155,True
CNTR-003175,MPLADS-003175,CONT-0264,2065000.0,2065000.0,1984000.0,-0.0392,0,0.0,0,0,2022-10-18,2023-04-02,2023-04-02,1,20000000.0,0.1032,0,0,0.28,0.244,True
CNTR-003176,MPLADS-003176,CONT-0167,2234000.0,2234000.0,1997000.0,-0.1061,0,0.0,0,0,2023-03-17,2023-08-10,2023-08-10,13,20000000.0,0.1117,0,1,0.028,0.312,True
CNTR-003177,MPLADS-003177,CONT-0129,1503000.0,1503000.0,1353000.0,-0.0998,0,0.0,0,0,2023-02-14,2023-07-10,2023-07-10,5,20000000.0,0.0752,0,0,0.243,0.292,True
CNTR-003178,MPLADS-003178,CONT-0067,924000.0,924000.0,835000.0,-0.0963,0,0.0,0,0,2022-07-12,2022-09-26,2022-09-26,14,5000000.0,0.1848,0,0,0.218,0.415,True
CNTR-003179,MPLADS-003179,CONT-0120,1884000.0,1884000.0,1832000.0,-0.0276,0,0.0,0,0,2023-06-09,2023-11-02,2023-11-02,4,5000000.0,0.3768,0,0,0.156,0.259,True
CNTR-003180,MPLADS-003180,CONT-0022,2845000.0,2845000.0,2986000.0,0.0496,0,141000.0,0,0,2023-12-22,2024-05-16,2024-05-16,1,5000000.0,0.569,0,2,0.294,0.194,True
CNTR-003181,MPLADS-003181,CONT-0211,467000.0,467000.0,448000.0,-0.0407,0,0.0,0,0,2023-12-16,2024-01-31,2024-01-31,0,20000000.0,0.0234,0,1,0.164,0.343,True
CNTR-003182,MPLADS-003182,CONT-0245,1990000.0,1990000.0,1842000.0,-0.0744,0,0.0,0,0,2023-07-04,2023-10-18,2023-10-18,11,20000000.0,0.0995,0,0,0.267,0.31,True
CNTR-003183,MPLADS-003183,CONT-0303,1743000.0,1743000.0,1562000.0,-0.1038,0,0.0,0,0,2023-10-01,2024-02-14,2024-02-14,10,5000000.0,0.3486,0,0,0.126,0.268,True
CNTR-003184,MPLADS-003184,CONT-0171,3118000.0,3118000.0,2840000.0,-0.0892,0,0.0,0,0,2023-01-21,2023-08-05,2023-08-05,0,20000000.0,0.1559,0,0,0.099,0.317,True
CNTR-003185,MPLADS-003185,CONT-0022,739000.0,739000.0,688000.0,-0.069,0,0.0,0,0,2022-12-25,2023-03-11,2023-03-11,0,5000000.0,0.1478,0,0,0.061,0.465,True
CNTR-003186,MPLADS-003186,CONT-0138,15681000.0,15681000.0,13659000.0,-0.1289,0,0.0,0,0,2024-02-08,2025-02-28,2025-02-28,4,20000000.0,0.784,0,1,0.236,0.209,True
CNTR-003187,MPLADS-003187,CONT-0189,1921000.0,1921000.0,2855000.0,0.4862,0,934000.0,0,0,2023-04-16,2023-07-31,2023-07-31,7,20000000.0,0.096,0,0,0.13,0.526,True
CNTR-003188,MPLADS-003188,CONT-0160,2521000.0,2521000.0,2472000.0,-0.0194,0,0.0,0,0,2022-09-26,2023-02-19,2023-02-19,30,20000000.0,0.126,0,2,0.114,0.337,True
CNTR-003189,MPLADS-003189,CONT-0317,2726000.0,2726000.0,2817000.0,0.0334,0,91000.0,0,0,2023-01-05,2023-06-20,2023-06-20,12,5000000.0,0.5452,0,2,0.015,0.27,True
CNTR-003190,MPLADS-003190,CONT-0118,1886000.0,1886000.0,1858000.0,-0.0148,0,0.0,0,0,2023-11-16,2024-04-10,2024-04-10,21,20000000.0,0.0943,0,0,0.184,0.42,True
CNTR-003191,MPLADS-003191,CONT-0007,11293000.0,11293000.0,10088000.0,-0.1067,0,0.0,0,0,2022-03-16,2023-04-06,2023-04-06,0,5000000.0,2.2586,0,1,0.11,0.403,True
CNTR-003192,MPLADS-003192,CONT-0371,2196000.0,2196000.0,3429000.0,0.5615,0,1233000.0,0,0,2022-10-08,2023-03-03,2023-03-03,0,5000000.0,0.4392,0,0,0.066,0.549,True
CNTR-003193,MPLADS-003193,CONT-0056,1483000.0,1483000.0,1419000.0,-0.0432,0,0.0,0,0,2022-11-08,2023-03-24,2023-03-24,0,100000000.0,0.0148,0,0,0.238,0.23,True
CNTR-003194,MPLADS-003194,CONT-0151,584000.0,584000.0,596000.0,0.0205,0,12000.0,0,0,2023-01-12,2023-03-29,2023-03-29,29,5000000.0,0.1168,0,0,0.28,0.387,True
CNTR-003195,MPLADS-003195,CONT-0113,1314000.0,1314000.0,1265000.0,-0.0373,0,0.0,0,0,2023-11-09,2024-03-24,2024-03-24,8,20000000.0,0.0657,0,0,0.011,0.284,True
