contractor_id,contractor_name,home_district_id,home_state_id,registration_category,financial_capacity,base_quality_score,past_irregularity_rate,contractor_past_irregularity_rate,contractor_capacity_strain,contractor_project_count,contractor_total_contract_value,contractor_average_contract_value,contractor_max_contract_value,contractor_project_share,contractor_value_share,contractor_district_concentration,contractor_agency_concentration,contractor_constituency_concentration,contractor_delay_rate,contractor_completion_rate,contractor_cancellation_rate,contractor_previous_irregularities,contractor_financial_capacity,contractor_value_to_capacity,repeated_agency_contractor_pair,shared_ownership,shared_directors,shared_shareholders,shared_address,beneficial_owner_overlap,contractor_financial_health,company_ownership_change,director_change,address_change
CONT-0167,"Suresh, Gour and Bhargava Infrastructure Pvt Ltd",DIST-0200,ST-05,Class B,20000000.0,0.9,0.0083,0.006,0.95,36,10898182.803770809,3029100.4929592116,28523101.0447358,0.0885,0.3132,0.843,0.301,0.353,0.109,0.745,0.019,1,5000000.0,0.894,0,0,0,0,0,0,0.683,0,0,0
CONT-0168,"Bandi, Borde and Bava Infrastructure Pvt Ltd",DIST-0057,ST-01,Class B,5000000.0,0.836,0.0763,0.0183,1.252,7,53546508.59934356,9578281.482861329,20735622.854664985,0.1252,0.3353,0.516,0.569,0.522,0.275,0.72,0.048,0,20000000.0,0.404,0,0,0,0,0,0,0.734,0,0,0
CONT-0169,Sachar and Sons Infrastructure Pvt Ltd,DIST-0366,ST-09,Class B,20000000.0,0.824,0.0649,0.006,0.91,42,118437348.0238087,13281795.071481623,48305113.9556062,0.297,0.3382,0.349,0.388,0.547,0.312,0.717,0.06,0,5000000.0,0.63,0,0,0,0,0,0,0.784,0,0,0
CONT-0170,"Kashyap, Bir and Dora Infrastructure Pvt Ltd",DIST-0251,ST-06,Class A,20000000.0,0.846,0.102,0.0297,1.618,36,182534100.45794955,9506077.70057136,49254001.644174464,0.0422,0.2237,0.644,0.415,0.135,0.071,0.8,0.055,0,5000000.0,1.401,0,0,0,0,0,0,0.602,0,0,0
CONT-0171,Kamdar PLC Infrastructure Pvt Ltd,DIST-0192,ST-05,Class B,20000000.0,0.978,0.0434,0.0834,0.56,32,146148857.3427383,10694371.211673746,35197536.70070582,0.3362,0.1451,0.425,0.607,0.422,0.24,0.673,0.012,2,5000000.0,1.026,0,0,0,1,0,0,0.648,0,0,0
CONT-0172,Prakash-Bhasin Infrastructure Pvt Ltd,DIST-0385,ST-10,Class A,5000000.0,0.801,0.0323,0.0383,0.851,4,55207692.67256778,11310673.47570333,33147290.016007744,0.2318,0.0786,0.702,0.716,0.467,0.186,0.705,0.023,1,20000000.0,1.184,0,0,0,0,1,0,0.846,0,0,0
CONT-0173,"Subramanian, Sura and Babu Infrastructure Pvt Ltd",DIST-0479,ST-13,Class C,100000000.0,0.836,0.0857,0.0213,1.317,4,78577813.2105736,8110615.97695961,13176671.001134772,0.0938,0.045,0.295,0.347,0.535,0.226,0.738,0.069,0,100000000.0,1.089,1,0,0,0,0,0,0.927,0,0,0
CONT-0174,Wali PLC Infrastructure Pvt Ltd,DIST-0431,ST-11,Class A,5000000.0,0.735,0.056,0.1724,1.145,21,248890724.23698983,12886147.867472323,41238326.5200636,0.1345,0.2361,0.464,0.749,0.229,0.137,0.663,0.049,0,5000000.0,0.915,0,0,0,0,0,0,0.567,0,0,0
CONT-0175,Arora-Badal Infrastructure Pvt Ltd,DIST-0590,ST-17,Class B,5000000.0,0.974,0.0214,0.0723,0.629,16,71391751.80536175,6981858.567481317,47834073.49178533,0.0444,0.1751,0.543,0.396,0.309,0.336,0.854,0.065,0,20000000.0,1.451,0,0,0,0,0,0,0.668,0,0,0
CONT-0176,"Maharaj, Wason and Mangat Infrastructure Pvt Ltd",DIST-0213,ST-05,Class C,20000000.0,0.905,0.0883,0.0167,1.234,26,162509262.21576762,13531770.687287228,33942846.35253791,0.3145,0.3996,0.469,0.706,0.505,0.232,0.729,0.02,0,20000000.0,0.399,0,0,0,0,0,0,0.743,0,0,0
CONT-0177,Thakkar Ltd Infrastructure Pvt Ltd,DIST-0087,ST-02,Class C,5000000.0,0.914,0.0247,0.0236,0.814,39,89738453.76808943,12071116.364689033,15191764.542230057,0.3299,0.1353,0.278,0.368,0.155,0.237,0.733,0.071,0,5000000.0,0.832,1,0,0,0,0,0,0.682,0,0,0
CONT-0178,"Sani, Gola and Chhabra Infrastructure Pvt Ltd",DIST-0321,ST-08,Class C,5000000.0,0.74,0.1064,0.0061,1.787,22,71274033.99425052,5066904.912430031,45857363.30085664,0.2697,0.1884,0.917,0.237,0.77,0.074,0.779,0.004,4,100000000.0,1.019,1,0,0,0,0,0,0.748,0,1,0
CONT-0179,Viswanathan and Sons Infrastructure Pvt Ltd,DIST-0109,ST-02,Class B,20000000.0,0.755,0.0591,0.1104,1.209,15,202950810.8471286,13996868.48423008,7397475.48458655,0.0512,0.2838,0.653,0.468,0.504,0.331,0.816,0.011,0,20000000.0,1.492,0,0,0,0,0,0,0.95,0,0,0
CONT-0180,Handa PLC Infrastructure Pvt Ltd,DIST-0044,ST-01,Class B,20000000.0,0.747,0.0059,0.0377,1.793,27,247601972.88950476,3640930.5095165125,22660445.447050806,0.3167,0.3519,0.443,0.675,0.765,0.357,0.857,0.012,0,20000000.0,0.9,1,0,0,0,0,0,0.723,0,0,0
CONT-0181,Vyas Enterprises,DIST-0267,ST-07,Class A,20000000.0,0.817,0.0123,0.14,1.001,31,50108067.18588667,10209427.942631641,18801238.90685685,0.1399,0.2905,0.254,0.44,0.393,0.336,0.716,0.076,4,100000000.0,0.62,0,0,0,0,0,0,0.933,0,0,0
CONT-0182,Pandya-Loke Infrastructure Pvt Ltd,DIST-0455,ST-12,Class B,20000000.0,0.931,0.0654,0.0704,1.481,40,140052916.26985207,2475614.5344837527,45394249.58292462,0.2888,0.2145,0.729,0.273,0.734,0.336,0.69,0.078,0,20000000.0,0.44,0,0,0,0,0,0,0.586,0,0,0
CONT-0183,Brar-Prakash Infrastructure Pvt Ltd,DIST-0122,ST-03,Class B,20000000.0,0.966,0.1509,0.079,1.284,25,103600868.73116203,2162288.7444294565,12827191.947060797,0.0601,0.0552,0.691,0.295,0.164,0.203,0.732,0.012,0,5000000.0,0.952,0,0,0,0,0,0,0.881,0,0,0
CONT-0184,Sharaf-Kohli Infrastructure Pvt Ltd,DIST-0387,ST-10,Class B,5000000.0,0.923,0.0357,0.0451,1.368,18,133798460.55093543,11222385.307747254,37515693.95249757,0.0326,0.0968,0.21,0.557,0.757,0.294,0.815,0.074,0,5000000.0,1.484,0,0,0,0,0,0,0.658,0,0,0
CONT-0185,Kara Enterprises,DIST-0447,ST-12,Class C,20000000.0,0.846,0.0239,0.0599,1.667,34,11011053.259395069,6056563.866613345,39349330.72679951,0.152,0.1928,0.544,0.341,0.641,0.091,0.817,0.014,0,5000000.0,1.417,1,0,0,0,0,0,0.611,0,0,0
CONT-0186,Buch-Balay Infrastructure Pvt Ltd,DIST-0436,ST-12,Class A,100000000.0,0.968,0.0625,0.101,1.403,25,160967711.55841413,10520476.759441096,39383424.785571545,0.35,0.0257,0.352,0.302,0.216,0.232,0.94,0.036,0,5000000.0,0.648,0,0,0,0,0,0,0.704,0,0,0
CONT-0187,Ravi Group Infrastructure Pvt Ltd,DIST-0137,ST-03,Class C,20000000.0,0.831,0.0031,0.0039,0.601,23,144662076.57403374,5496786.341421582,33785073.9557759,0.2448,0.1275,0.266,0.543,0.17,0.256,0.89,0.05,0,100000000.0,0.342,0,0,0,0,0,0,0.735,0,0,0
CONT-0188,Purohit Enterprises,DIST-0139,ST-03,Class B,20000000.0,0.76,0.0229,0.0022,1.27,27,225251414.9003694,14023030.000882596,14600741.59904447,0.1944,0.1016,0.875,0.334,0.215,0.055,0.71,0.015,0,100000000.0,1.292,0,0,0,0,0,0,0.736,0,0,0
CONT-0189,"Soni, Bhalla and Andra Infrastructure Pvt Ltd",DIST-0613,ST-18,Class C,20000000.0,0.8,0.0633,0.0405,1.34,3,166125505.13807845,7152958.135078986,47071770.116803594,0.257,0.2158,0.355,0.654,0.544,0.323,0.908,0.073,2,20000000.0,1.552,0,0,0,1,0,0,0.831,0,0,0
CONT-0190,"Garg, Butala and Tata Infrastructure Pvt Ltd",DIST-0491,ST-14,Class A,20000000.0,0.949,0.0035,0.0899,0.535,35,140687727.3956654,7380056.596720278,42919902.24629165,0.2284,0.1784,0.37,0.536,0.222,0.317,0.85,0.065,0,5000000.0,1.371,0,1,1,0,0,0,0.782,0,0,0
CONT-0191,Narula-Chandran Infrastructure Pvt Ltd,DIST-0012,ST-01,Class B,5000000.0,0.722,0.0227,0.2332,0.703,35,153246325.19428435,10956734.127329394,34407071.10266378,0.2033,0.3868,0.555,0.802,0.585,0.084,0.917,0.047,0,5000000.0,0.812,0,0,0,0,0,0,0.55,0,0,0
CONT-0192,"Basak, Karpe and Kakar Infrastructure Pvt Ltd",DIST-0020,ST-01,Class B,5000000.0,0.761,0.007,0.031,1.596,11,11067181.11466927,4674608.1332739685,16608366.525422525,0.2488,0.2086,0.761,0.559,0.346,0.091,0.717,0.032,0,100000000.0,0.536,0,0,0,0,0,0,0.864,1,0,0
CONT-0193,Soman Enterprises,DIST-0423,ST-11,Class B,5000000.0,0.967,0.048,0.087,1.004,19,213496682.3521881,4595014.781416708,8669115.745734338,0.1428,0.2183,0.483,0.64,0.479,0.425,0.785,0.007,0,20000000.0,0.558,0,0,0,0,0,0,0.878,0,0,0
CONT-0194,Batra-Borde Infrastructure Pvt Ltd,DIST-0470,ST-13,Class B,20000000.0,0.956,0.1077,0.0325,0.624,11,154836261.78060013,11763204.20598529,33640694.312758036,0.122,0.0333,0.553,0.553,0.678,0.306,0.938,0.063,0,20000000.0,1.246,0,0,0,0,0,0,0.835,0,0,0
CONT-0195,"Mand, Bali and Gola Infrastructure Pvt Ltd",DIST-0111,ST-02,Class C,20000000.0,0.953,0.0245,0.0554,1.18,36,76126968.62114072,14789992.734023178,37497519.99097369,0.2745,0.3098,0.638,0.858,0.538,0.258,0.74,0.023,0,5000000.0,1.22,0,0,0,0,0,0,0.593,0,1,0
CONT-0196,Babu-Johal Infrastructure Pvt Ltd,DIST-0296,ST-07,Class B,5000000.0,0.779,0.0386,0.0886,0.545,16,74250477.96856563,8138469.959149615,13999458.277289363,0.2583,0.3798,0.366,0.867,0.344,0.273,0.882,0.016,0,5000000.0,1.176,0,0,0,0,0,0,0.671,0,0,0
CONT-0197,"Dhawan, Rao and Bose Infrastructure Pvt Ltd",DIST-0412,ST-11,Class B,5000000.0,0.86,0.0064,0.009,0.604,33,82283250.12381819,9477214.541059025,47020395.18527383,0.1091,0.2099,0.805,0.684,0.664,0.359,0.828,0.043,0,20000000.0,1.138,0,0,0,0,0,0,0.654,0,0,0
CONT-0198,Gaba-Khosla Infrastructure Pvt Ltd,DIST-0397,ST-10,Class B,5000000.0,0.772,0.0665,0.0525,0.535,42,219031380.41911423,10625568.064350354,24623263.906039685,0.2307,0.3746,0.275,0.371,0.745,0.362,0.978,0.025,2,5000000.0,1.201,0,0,0,0,0,0,0.64,0,0,0
CONT-0199,"Ramachandran, Zachariah and Narula Infrastructure Pvt Ltd",DIST-0078,ST-02,Class B,100000000.0,0.737,0.0295,0.2921,1.544,25,112707835.57401474,11352780.540172586,25603919.435471296,0.0536,0.0519,0.444,0.622,0.201,0.27,0.739,0.056,0,20000000.0,0.273,0,0,0,1,0,0,0.756,0,0,0
CONT-0200,Dey-Brar Infrastructure Pvt Ltd,DIST-0350,ST-09,Class B,20000000.0,0.918,0.0387,0.0062,1.624,1,144052670.12183923,10278075.261365397,46957594.15322358,0.2327,0.0502,0.31,0.645,0.262,0.421,0.954,0.076,0,20000000.0,1.128,1,0,0,0,0,0,0.641,0,0,0
CONT-0201,Tella Enterprises,DIST-0031,ST-01,Class B,5000000.0,0.88,0.0667,0.1558,0.469,13,75067863.99760915,3658050.285244461,47034332.24928499,0.108,0.2055,0.947,0.597,0.409,0.422,0.723,0.014,0,20000000.0,1.316,1,0,0,0,0,0,0.863,0,0,0
CONT-0202,"Pal, Bera and Chaudhari Infrastructure Pvt Ltd",DIST-0098,ST-02,Class A,20000000.0,0.859,0.1753,0.0105,0.613,22,226362413.88705698,3533544.9337828797,6095549.149483761,0.2735,0.1514,0.497,0.76,0.235,0.31,0.753,0.008,0,5000000.0,1.413,0,0,0,0,1,0,0.692,0,0,0
CONT-0203,Kata-Borra Infrastructure Pvt Ltd,DIST-0107,ST-02,Class A,20000000.0,0.865,0.0555,0.1721,0.607,6,193623714.6855766,11124698.803101541,19087413.313567016,0.0175,0.2079,0.414,0.403,0.795,0.111,0.958,0.04,1,5000000.0,1.087,0,0,0,0,0,0,0.629,0,0,0
CONT-0204,Ranganathan-Narain Infrastructure Pvt Ltd,DIST-0551,ST-16,Class B,20000000.0,0.86,0.1397,0.0433,1.347,3,155873120.085523,12777199.84646369,28132640.939939257,0.1716,0.1141,0.587,0.384,0.733,0.206,0.693,0.019,0,100000000.0,0.621,0,1,1,0,0,0,0.976,0,0,0
CONT-0205,Mahajan Group Infrastructure Pvt Ltd,DIST-0277,ST-07,Class C,20000000.0,0.756,0.0394,0.0253,1.338,37,45846014.25529381,12471885.030517211,14742327.321788985,0.0366,0.3023,0.656,0.476,0.62,0.415,0.661,0.05,0,20000000.0,0.794,0,0,0,0,0,0,0.903,0,0,0
CONT-0206,Kari-Parekh Infrastructure Pvt Ltd,DIST-0310,ST-07,Class C,20000000.0,0.835,0.0375,0.0787,1.782,15,65668671.978765965,4299534.464668775,36024989.64386601,0.1627,0.1616,0.353,0.824,0.432,0.293,0.687,0.009,0,5000000.0,0.862,1,0,0,0,0,0,0.553,0,0,0
CONT-0207,Prashad Enterprises,DIST-0162,ST-04,Class B,5000000.0,0.977,0.0925,0.2627,1.769,16,45893444.70175027,12800548.781615855,11530088.614389155,0.1403,0.1198,0.383,0.218,0.525,0.21,0.832,0.024,2,20000000.0,1.546,0,0,0,1,0,0,0.894,0,1,0
CONT-0208,Grewal-Rai Infrastructure Pvt Ltd,DIST-0046,ST-01,Class B,5000000.0,0.943,0.1578,0.0298,0.899,3,216984508.508669,12764610.2455409,20795008.420208488,0.2447,0.202,0.771,0.473,0.502,0.073,0.708,0.063,0,5000000.0,0.435,0,0,0,0,0,0,0.71,0,0,0
CONT-0209,Merchant and Sons Infrastructure Pvt Ltd,DIST-0081,ST-02,Class A,5000000.0,0.718,0.1246,0.0325,0.939,37,234141091.78763008,4580481.962529133,32905888.877226464,0.227,0.2294,0.293,0.658,0.699,0.188,0.82,0.009,2,5000000.0,0.492,0,0,0,0,0,0,0.858,1,0,0
CONT-0210,"Borah, Butala and Loyal Infrastructure Pvt Ltd",DIST-0577,ST-17,Class A,20000000.0,0.77,0.1241,0.0865,1.642,31,15474777.355318325,4675339.440345287,42242974.01084046,0.0621,0.1213,0.672,0.329,0.327,0.237,0.725,0.079,0,100000000.0,0.858,1,1,1,0,0,0,0.77,0,0,0
CONT-0211,Rai Ltd Infrastructure Pvt Ltd,DIST-0022,ST-01,Class A,20000000.0,0.776,0.059,0.1032,0.925,36,218952608.55506882,12852012.729534434,5448034.88887079,0.1491,0.3329,0.2,0.574,0.295,0.215,0.789,0.031,1,20000000.0,1.465,0,0,0,0,0,0,0.767,0,0,0
CONT-0212,"Dube, Ramachandran and Nadig Infrastructure Pvt Ltd",DIST-0310,ST-07,Class B,20000000.0,0.887,0.1083,0.0618,1.04,32,171434287.5819551,10487333.060922781,38701796.904052004,0.0803,0.0531,0.702,0.365,0.186,0.102,0.753,0.079,0,5000000.0,1.489,0,0,0,0,0,0,0.937,0,0,1
CONT-0213,Chhabra-Chand Infrastructure Pvt Ltd,DIST-0342,ST-08,Class A,20000000.0,0.895,0.0486,0.0213,1.286,34,112487715.97482935,12162093.751793133,18545752.08310483,0.2217,0.3582,0.366,0.634,0.811,0.262,0.972,0.025,0,5000000.0,0.205,0,0,0,0,0,0,0.978,0,0,0
CONT-0214,Morar Group Infrastructure Pvt Ltd,DIST-0269,ST-07,Class B,20000000.0,0.754,0.0729,0.0802,1.753,5,158841990.24326226,4674934.009684678,47455302.16264671,0.0695,0.0691,0.438,0.602,0.611,0.055,0.907,0.014,0,5000000.0,0.665,0,0,0,1,0,0,0.636,1,0,0
CONT-0215,Madan-Chaudry Infrastructure Pvt Ltd,DIST-0552,ST-16,Class B,5000000.0,0.843,0.0579,0.3052,0.562,14,24818451.28211864,2767738.08592712,12070054.982129013,0.2983,0.333,0.787,0.63,0.643,0.345,0.943,0.059,0,100000000.0,0.979,1,0,0,0,0,0,0.734,0,0,1
CONT-0216,Chahal and Sons Infrastructure Pvt Ltd,DIST-0060,ST-01,Class B,20000000.0,0.784,0.0314,0.0724,0.688,44,200335833.04973564,13236777.930421995,16681940.186023446,0.1633,0.0964,0.218,0.661,0.424,0.149,0.93,0.04,4,20000000.0,1.417,0,0,0,0,0,0,0.579,0,0,0
CONT-0217,Sen-Vala Infrastructure Pvt Ltd,DIST-0460,ST-12,Class B,5000000.0,0.889,0.1012,0.2054,1.432,41,66406601.25611946,5889012.177456476,44641939.29902369,0.145,0.1051,0.602,0.47,0.693,0.446,0.824,0.036,0,100000000.0,0.877,1,0,0,0,0,0,0.973,0,0,0
CONT-0218,Chauhan-Bal Infrastructure Pvt Ltd,DIST-0170,ST-04,Class B,5000000.0,0.733,0.0454,0.1078,1.639,19,109247059.08461678,10212373.721472273,21651727.286375638,0.1918,0.0896,0.627,0.294,0.697,0.284,0.809,0.004,0,20000000.0,0.572,0,0,0,0,0,0,0.642,0,0,0
CONT-0219,Pandya PLC Infrastructure Pvt Ltd,DIST-0039,ST-01,Class A,20000000.0,0.866,0.1347,0.0323,0.952,27,93294375.26664558,3934695.1288937577,28518479.69103362,0.3473,0.0834,0.783,0.776,0.401,0.298,0.793,0.021,0,5000000.0,1.19,0,0,0,0,1,0,0.799,0,0,0
CONT-0220,Chander Enterprises,DIST-0541,ST-15,Class C,5000000.0,0.803,0.072,0.0066,1.254,38,139937637.7104339,4908236.279875551,16774984.883115863,0.0443,0.297,0.279,0.624,0.548,0.364,0.675,0.016,2,20000000.0,0.841,0,0,0,0,0,0,0.666,0,0,0
CONT-0221,Nair Enterprises,DIST-0518,ST-15,Class C,100000000.0,0.783,0.0138,0.1045,1.141,8,214628619.77162233,11296738.437461272,6010742.544840587,0.0332,0.3197,0.482,0.668,0.654,0.219,0.697,0.031,1,5000000.0,0.288,0,0,0,0,0,0,0.788,0,0,0
CONT-0222,Arora-Manne Infrastructure Pvt Ltd,DIST-0615,ST-18,Class B,20000000.0,0.879,0.0717,0.074,1.3,40,201019594.0865598,8070923.084785547,19586570.648216393,0.2901,0.1439,0.666,0.633,0.14,0.219,0.724,0.016,0,5000000.0,1.557,0,0,0,0,0,0,0.955,0,0,0
CONT-0223,Rama-Chad Infrastructure Pvt Ltd,DIST-0078,ST-02,Class C,5000000.0,0.898,0.0047,0.0249,1.65,24,49474830.86846721,13107301.6082639,47431652.91910897,0.0438,0.3032,0.361,0.205,0.295,0.392,0.697,0.01,0,20000000.0,0.408,1,0,0,0,0,0,0.824,0,0,0
CONT-0224,"Kibe, Verma and Gara Infrastructure Pvt Ltd",DIST-0283,ST-07,Class B,5000000.0,0.752,0.2707,0.0067,1.495,25,148945685.51869133,14050615.164174573,33128208.984150335,0.2518,0.3516,0.894,0.346,0.247,0.27,0.979,0.039,0,20000000.0,0.29,1,0,0,0,0,0,0.562,0,0,0
CONT-0225,"Rai, Gara and Dewan Infrastructure Pvt Ltd",DIST-0189,ST-05,Class B,5000000.0,0.893,0.0017,0.1468,1.619,12,32867715.130331334,8779842.926377598,10547398.326596146,0.2729,0.034,0.548,0.861,0.219,0.131,0.848,0.078,0,20000000.0,0.413,0,0,0,0,0,0,0.82,0,0,0
CONT-0226,Mitra-Loyal Infrastructure Pvt Ltd,DIST-0190,ST-05,Class C,20000000.0,0.888,0.0691,0.0706,1.115,17,236929446.7397285,10244593.822012728,29464403.40473952,0.2134,0.2556,0.735,0.587,0.757,0.394,0.796,0.013,0,20000000.0,0.933,0,0,0,0,0,0,0.676,0,0,0
CONT-0227,Tailor Enterprises,DIST-0230,ST-06,Class B,5000000.0,0.788,0.0892,0.1173,1.249,36,220293235.83867812,6798518.410133228,24536499.99602767,0.2966,0.0728,0.646,0.48,0.839,0.339,0.653,0.067,0,20000000.0,0.531,1,0,0,0,0,0,0.744,0,0,0
CONT-0228,Dhingra Enterprises,DIST-0324,ST-08,Class B,5000000.0,0.87,0.031,0.0304,1.253,17,31788042.397279125,11141116.051740473,36172225.49552496,0.2376,0.2113,0.925,0.551,0.729,0.155,0.916,0.08,2,5000000.0,1.385,1,0,0,0,1,0,0.701,0,0,1
CONT-0229,Bhatnagar Enterprises,DIST-0596,ST-17,Class C,20000000.0,0.921,0.0392,0.0135,1.444,17,192738147.12020254,4705821.343790194,44457207.027778976,0.0933,0.2019,0.565,0.388,0.371,0.124,0.838,0.073,0,20000000.0,1.407,0,1,1,0,0,0,0.746,0,0,0
CONT-0230,Saran LLC Infrastructure Pvt Ltd,DIST-0074,ST-01,Class C,5000000.0,0.819,0.0726,0.0388,1.372,38,124840871.8453359,6577380.808764689,27662554.54941038,0.2038,0.3965,0.875,0.687,0.215,0.418,0.945,0.071,0,5000000.0,1.256,0,0,0,0,0,0,0.722,0,0,0
CONT-0231,Mistry-Sule Infrastructure Pvt Ltd,DIST-0121,ST-03,Class C,20000000.0,0.826,0.1276,0.0053,0.864,1,191313041.14765236,8591190.692429673,24339982.97783635,0.3486,0.2703,0.585,0.479,0.343,0.332,0.844,0.068,0,20000000.0,0.868,0,0,0,0,1,0,0.925,0,0,0
CONT-0232,Patel LLC Infrastructure Pvt Ltd,DIST-0590,ST-17,Class B,5000000.0,0.922,0.0154,0.0327,1.764,16,64542123.292600505,7064320.699528838,38834566.187858656,0.0634,0.3726,0.354,0.813,0.463,0.386,0.966,0.034,0,5000000.0,1.321,0,0,0,0,0,0,0.561,0,0,0
CONT-0233,Koshy Enterprises,DIST-0390,ST-10,Class C,20000000.0,0.775,0.0471,0.0542,0.908,44,68684753.4812982,5572987.803233473,25460089.8735268,0.0944,0.1919,0.633,0.698,0.608,0.147,0.663,0.067,1,100000000.0,1.544,0,0,0,0,0,0,0.747,0,0,0
CONT-0234,"Tandon, Hayre and Shankar Infrastructure Pvt Ltd",DIST-0237,ST-06,Class B,100000000.0,0.896,0.0876,0.2043,1.367,11,124582820.90076773,9580389.918442596,35891698.42724115,0.3201,0.1289,0.834,0.418,0.514,0.381,0.889,0.069,1,5000000.0,1.59,0,0,0,0,0,0,0.571,0,0,0
CONT-0235,Deshmukh LLC Infrastructure Pvt Ltd,DIST-0148,ST-03,Class B,5000000.0,0.734,0.1679,0.1112,1.459,11,188519712.0658763,11350802.774541639,36061216.74474245,0.1788,0.2311,0.546,0.476,0.303,0.192,0.791,0.046,0,5000000.0,0.676,0,0,0,0,1,0,0.696,1,0,0
CONT-0236,Ahuja Enterprises,DIST-0400,ST-10,Class C,20000000.0,0.709,0.0567,0.0408,1.788,23,86962404.3164611,11994647.16263128,15000243.961831506,0.1407,0.2819,0.927,0.507,0.472,0.138,0.783,0.005,1,5000000.0,1.157,0,0,0,0,0,0,0.674,0,0,0
CONT-0237,Natarajan-Rai Infrastructure Pvt Ltd,DIST-0535,ST-15,Class C,5000000.0,0.942,0.0777,0.4678,1.51,16,52449580.823649436,10365959.949157773,40659210.79407845,0.2034,0.3366,0.474,0.84,0.586,0.371,0.74,0.036,2,5000000.0,0.766,0,0,0,0,0,0,0.925,0,0,0
CONT-0238,Sarraf-Natt Infrastructure Pvt Ltd,DIST-0314,ST-07,Class A,5000000.0,0.855,0.0612,0.0615,1.086,38,206161570.0494075,7992861.870349644,8641219.211417725,0.1757,0.3368,0.628,0.423,0.791,0.112,0.758,0.035,0,100000000.0,0.282,0,0,0,0,0,0,0.944,0,0,0
CONT-0239,Deshpande-Mital Infrastructure Pvt Ltd,DIST-0340,ST-08,Class B,100000000.0,0.945,0.0153,0.0263,1.128,44,74309926.99744508,6212774.798994419,19447822.483067695,0.3084,0.2682,0.751,0.209,0.421,0.177,0.931,0.076,0,100000000.0,0.22,0,0,0,0,0,0,0.708,0,0,0
CONT-0240,Nagi Enterprises,DIST-0054,ST-01,Class C,20000000.0,0.878,0.0503,0.213,0.975,13,117904618.01219577,11605474.004360301,15585769.189645493,0.2508,0.0159,0.881,0.865,0.102,0.233,0.787,0.067,0,20000000.0,0.484,1,0,0,0,0,0,0.823,0,0,0
CONT-0241,"Iyer, Srinivas and Murthy Infrastructure Pvt Ltd",DIST-0003,ST-01,Class C,100000000.0,0.813,0.0963,0.1351,1.377,44,47612605.89419715,9239242.209642649,9506003.996615916,0.1254,0.1552,0.863,0.491,0.549,0.4,0.791,0.071,0,5000000.0,0.333,0,0,0,0,0,0,0.839,0,0,0
CONT-0242,Rao LLC Infrastructure Pvt Ltd,DIST-0330,ST-08,Class B,5000000.0,0.71,0.11,0.0393,1.142,9,175491901.93034083,13222426.067287879,20135508.99281086,0.1663,0.258,0.436,0.325,0.825,0.128,0.727,0.049,0,5000000.0,0.29,1,0,0,0,0,0,0.915,0,0,0
CONT-0243,Swaminathan-Kibe Infrastructure Pvt Ltd,DIST-0358,ST-09,Class B,5000000.0,0.703,0.033,0.0716,1.487,24,241369943.12643906,3640583.786538321,25460594.532917757,0.0641,0.0686,0.926,0.6,0.294,0.361,0.939,0.073,2,100000000.0,1.095,0,0,0,0,0,0,0.604,0,0,0
CONT-0244,Puri-Mand Infrastructure Pvt Ltd,DIST-0090,ST-02,Class B,20000000.0,0.898,0.0116,0.0346,0.99,31,224426764.338854,11588122.472805224,14874941.691198118,0.2334,0.0616,0.346,0.7,0.194,0.162,0.946,0.059,2,100000000.0,0.638,0,0,0,0,0,0,0.857,0,1,0
CONT-0245,Patla-Comar Infrastructure Pvt Ltd,DIST-0276,ST-07,Class C,20000000.0,0.816,0.044,0.0392,0.575,36,177918485.43642378,6405621.274004384,36031908.7671351,0.2838,0.3523,0.234,0.742,0.21,0.329,0.773,0.057,0,20000000.0,0.376,1,0,0,0,0,0,0.698,0,0,0
CONT-0246,"Iyengar, Gole and Bala Infrastructure Pvt Ltd",DIST-0247,ST-06,Class A,20000000.0,0.91,0.176,0.1347,0.753,3,169368532.18448654,3698444.964208862,14007778.358407985,0.1123,0.3751,0.445,0.214,0.206,0.063,0.783,0.064,0,100000000.0,0.267,0,0,0,0,0,0,0.847,0,0,0
CONT-0247,"Shenoy, Kadakia and Sarma Infrastructure Pvt Ltd",DIST-0476,ST-13,Class B,5000000.0,0.914,0.0665,0.0946,1.65,8,171144531.2855388,12048814.768563911,8021124.139287561,0.2234,0.3703,0.917,0.878,0.584,0.303,0.832,0.049,0,5000000.0,0.324,0,0,0,0,0,0,0.683,0,0,0
CONT-0248,Biswas-Rege Infrastructure Pvt Ltd,DIST-0385,ST-10,Class B,5000000.0,0.759,0.018,0.2032,1.49,35,244544831.56587756,9805930.894319484,44600893.21993345,0.032,0.2261,0.577,0.226,0.165,0.059,0.747,0.004,0,100000000.0,1.059,0,0,0,1,0,0,0.919,0,0,0
CONT-0249,"Tata, Dewan and Mitter Infrastructure Pvt Ltd",DIST-0491,ST-14,Class C,20000000.0,0.886,0.0395,0.09,0.713,17,27956754.724944454,3347803.8914499474,17462042.372111026,0.2743,0.1361,0.553,0.66,0.691,0.173,0.891,0.023,0,20000000.0,1.497,0,0,0,0,0,0,0.953,0,0,0
CONT-0250,Khurana Enterprises,DIST-0402,ST-10,Class C,100000000.0,0.857,0.0257,0.0482,0.858,28,79248296.74764562,12626515.896918288,7028214.648953184,0.1322,0.2876,0.505,0.301,0.558,0.259,0.974,0.06,4,5000000.0,1.266,0,0,0,0,0,0,0.756,0,1,0
