document_id,project_id,administrative_sanction,technical_sanction,dpr,work_order,measurement_book,utilization_certificate,completion_certificate,geo_tagged_photos,photo_count,required_document_count,available_document_count,missing_document_ratio,document_exists_flag,document_type,document_date,document_amount,document_entity,document_project_reference,document_database_match_score,document_amount_mismatch,document_date_mismatch,document_entity_mismatch,document_duplicate_hash,document_version_count,document_tampering_flag,ocr_confidence_score,data_completeness_score,missing_field_count,missing_critical_field_flag,data_validation_status,data_source,source_system,last_updated_timestamp,record_update_count,late_data_submission_flag,inconsistent_record_flag,cross_source_mismatch_flag,asset_id,asset_created_flag,asset_register_entry_flag,asset_location,asset_latitude,asset_longitude,asset_photo_available,asset_photo_date,asset_photo_count,asset_status,asset_verification_status,asset_project_link_match,asset_geo_consistency,asset_completion_evidence_score
DOC-002654,MPLADS-002654,True,True,True,True,True,True,True,True,5,5,5,0.0,1,PDF_BUNDLE,2023-09-15,888000.0,MAH-District-20 - Panchayati Raj Institution (PRI),MPLADS-002654,0.98,0,0,0,SHA256-18e33d38154c,1,0,0.926,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.734296+00:00,3,0,0,0,ASSET-002654,0,0,RAJ-District-45 Sector 1,24.20887,70.36992,1,,5,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002655,MPLADS-002655,True,True,True,True,True,True,True,True,7,5,5,0.0,1,PDF_BUNDLE,2022-07-11,2776000.0,BIH-District-24 - Municipal Corporation (MC),MPLADS-002655,0.98,0,0,0,SHA256-416c27a2fd54,1,0,0.936,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.734610+00:00,3,0,0,0,ASSET-002655,0,0,PUN-District-08 Sector 10,31.6042,74.44052,1,,7,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002656,MPLADS-002656,True,True,True,True,True,True,True,True,5,5,5,0.0,1,PDF_BUNDLE,2023-08-05,3602000.0,KAR-District-01 - Water Supply & Sewerage Board,MPLADS-002656,0.98,0,0,0,SHA256-e586cb7d1578,1,0,0.89,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.734929+00:00,3,0,0,0,ASSET-002656,0,0,TAM-District-08 Sector 11,13.1422,78.71951,1,,5,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002657,MPLADS-002657,True,True,True,True,True,True,True,True,3,5,5,0.0,1,PDF_BUNDLE,2022-08-11,723000.0,GUJ-District-32 - Public Works Department (PWD),MPLADS-002657,0.98,0,0,0,SHA256-76c9c6b128d2,1,0,0.982,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.735248+00:00,3,0,0,0,ASSET-002657,0,0,KER-District-13 Sector 14,9.1421,77.09154,1,,3,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002658,MPLADS-002658,True,True,True,True,True,True,True,True,7,5,5,0.0,1,PDF_BUNDLE,2022-07-07,2148000.0,KER-District-02 - Rural Development Department (RDD),MPLADS-002658,0.98,0,0,0,SHA256-d797755d14dd,1,0,0.989,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.735584+00:00,3,0,0,0,ASSET-002658,0,0,RAJ-District-03 Sector 5,27.15488,74.58418,1,,7,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002659,MPLADS-002659,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2022-01-29,1146000.0,RAJ-District-12 - Public Works Department (PWD),MPLADS-002659,0.98,0,0,0,SHA256-6edebffd27fe,1,0,0.929,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.735885+00:00,3,0,0,0,ASSET-002659,0,0,RAJ-District-45 Sector 8,24.21533,70.40802,1,,4,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002660,MPLADS-002660,True,True,True,True,True,True,True,True,3,5,5,0.0,1,PDF_BUNDLE,2023-03-24,1781000.0,CHH-District-13 - Rural Development Department (RDD),MPLADS-002660,0.98,0,0,0,SHA256-4acf4c051a10,1,0,0.883,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.736194+00:00,3,0,0,0,ASSET-002660,0,0,BIH-District-03 Sector 11,24.69982,85.17757,1,,3,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002661,MPLADS-002661,True,True,True,True,True,True,True,True,3,5,5,0.0,1,PDF_BUNDLE,2022-06-17,3235000.0,AND-District-17 - Public Works Department (PWD),MPLADS-002661,0.98,0,0,0,SHA256-3803ff646ace,1,0,0.942,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.736532+00:00,3,0,0,0,ASSET-002661,0,0,MAD-District-42 Sector 7,22.12468,79.65047,1,,3,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002662,MPLADS-002662,True,True,True,True,True,True,True,True,5,5,5,0.0,1,PDF_BUNDLE,2022-09-05,2040000.0,MAD-District-28 - Water Supply & Sewerage Board,MPLADS-002662,0.98,0,0,0,SHA256-0a371d02751c,1,0,0.896,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.736843+00:00,3,0,0,0,ASSET-002662,0,0,TEL-District-11 Sector 9,15.9411,79.03515,1,,5,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002663,MPLADS-002663,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2022-04-04,2921000.0,HAR-District-07 - Municipal Corporation (MC),MPLADS-002663,0.98,0,0,0,SHA256-5e7055950ea8,1,0,0.948,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.737163+00:00,3,0,0,0,ASSET-002663,1,1,KAR-District-22 Sector 7,13.81806,75.07153,1,2022-10-15,4,OPERATIONAL,VERIFIED,1,1,1.0
DOC-002664,MPLADS-002664,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2023-07-08,59543000.0,GUJ-District-33 - Panchayati Raj Institution (PRI),MPLADS-002664,0.98,0,0,0,SHA256-d20d297ecc77,1,0,0.911,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.737493+00:00,3,0,0,0,ASSET-002664,0,0,TEL-District-03 Sector 11,17.63474,80.79767,1,,4,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002665,MPLADS-002665,True,True,True,True,False,False,False,False,0,5,3,0.4,1,PDF_BUNDLE,2022-04-25,16585000.0,ODI-District-13 - Panchayati Raj Institution (PRI),MPLADS-002665,0.65,0,0,0,SHA256-243aad9eb520,1,0,0.894,0.6,2,1,DEFICIT,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.737817+00:00,3,0,1,0,ASSET-002665,1,1,KER-District-13 Sector 6,9.22152,77.06634,0,2023-05-22,0,OPERATIONAL,PENDING,1,1,0.0
DOC-002666,MPLADS-002666,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2022-08-16,636000.0,HAR-District-03 - Rural Development Department (RDD),MPLADS-002666,0.98,0,0,0,SHA256-a0bb9bd5e38a,1,0,0.978,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.738167+00:00,3,0,0,0,ASSET-002666,0,0,RAJ-District-18 Sector 9,27.29333,76.10241,1,,4,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002667,MPLADS-002667,True,True,True,True,True,True,True,True,5,5,5,0.0,1,PDF_BUNDLE,2022-02-17,14208000.0,JHA-District-18 - Panchayati Raj Institution (PRI),MPLADS-002667,0.98,0,0,0,SHA256-55a3f9d56018,1,0,0.942,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.738495+00:00,3,0,0,0,ASSET-002667,0,0,TAM-District-34 Sector 13,12.8342,77.5844,1,,5,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002668,MPLADS-002668,True,True,True,True,True,True,True,True,5,5,5,0.0,1,PDF_BUNDLE,2023-01-20,3880000.0,AND-District-12 - Municipal Corporation (MC),MPLADS-002668,0.98,0,0,0,SHA256-25c5e2f4bb60,1,0,0.99,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.738837+00:00,3,0,0,0,ASSET-002668,0,0,GUJ-District-26 Sector 2,23.75205,71.3691,1,,5,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002669,MPLADS-002669,True,True,True,True,True,True,True,True,7,5,5,0.0,1,PDF_BUNDLE,2022-02-13,713000.0,HAR-District-22 - Public Works Department (PWD),MPLADS-002669,0.98,0,0,0,SHA256-100d4db32514,1,0,0.956,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.739159+00:00,3,0,0,0,ASSET-002669,1,1,TAM-District-30 Sector 10,12.1241,78.07917,1,2022-05-03,7,OPERATIONAL,VERIFIED,1,1,1.0
DOC-002670,MPLADS-002670,True,True,True,True,True,True,True,True,3,5,5,0.0,1,PDF_BUNDLE,2023-08-18,9656000.0,MAD-District-48 - Public Works Department (PWD),MPLADS-002670,0.98,0,0,0,SHA256-e4823301d168,1,0,0.903,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.739482+00:00,3,0,0,0,ASSET-002670,0,0,ASS-District-01 Sector 2,25.08331,95.83216,1,,3,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002671,MPLADS-002671,True,True,True,True,True,True,True,True,3,5,5,0.0,1,PDF_BUNDLE,2022-11-02,15735000.0,ASS-District-17 - Panchayati Raj Institution (PRI),MPLADS-002671,0.98,0,0,0,SHA256-1654d171e9dc,1,0,0.961,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.739809+00:00,3,0,0,0,ASSET-002671,1,1,HAR-District-07 Sector 10,29.68492,77.43095,1,2023-12-31,3,OPERATIONAL,VERIFIED,1,1,1.0
DOC-002672,MPLADS-002672,True,True,True,True,True,True,True,True,3,5,5,0.0,1,PDF_BUNDLE,2023-10-17,956000.0,AND-District-19 - Rural Development Department (RDD),MPLADS-002672,0.98,0,0,0,SHA256-81dc4d0eda0a,1,0,0.888,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.740134+00:00,3,0,0,0,ASSET-002672,0,0,TAM-District-10 Sector 13,8.21273,77.28378,1,,3,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002673,MPLADS-002673,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2023-01-10,2456000.0,MAH-District-26 - Municipal Corporation (MC),MPLADS-002673,0.98,0,0,0,SHA256-5863caab7582,1,0,0.98,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.740451+00:00,3,0,0,0,ASSET-002673,0,0,BIH-District-33 Sector 12,27.35021,87.74017,1,,4,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002674,MPLADS-002674,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2022-10-15,1730000.0,AND-District-23 - Rural Development Department (RDD),MPLADS-002674,0.98,0,0,0,SHA256-bc13bade1f95,1,0,0.888,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.740778+00:00,3,0,0,0,ASSET-002674,0,0,GUJ-District-17 Sector 11,23.6384,73.7154,1,,4,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002675,MPLADS-002675,True,True,True,True,True,True,True,True,7,5,5,0.0,1,PDF_BUNDLE,2022-10-13,575000.0,MAH-District-29 - Water Supply & Sewerage Board,MPLADS-002675,0.98,0,0,0,SHA256-5653d4da1299,1,0,0.902,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.741106+00:00,3,0,0,0,ASSET-002675,0,0,ASS-District-26 Sector 2,24.34328,92.36311,1,,7,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002676,MPLADS-002676,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2023-03-16,2328000.0,MAH-District-29 - Water Supply & Sewerage Board,MPLADS-002676,0.98,0,0,0,SHA256-f97fdd5d9b12,1,0,0.955,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.741428+00:00,3,0,0,0,ASSET-002676,0,0,CHH-District-02 Sector 8,20.17094,80.17064,1,,4,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002677,MPLADS-002677,True,True,True,True,True,True,True,True,3,5,5,0.0,1,PDF_BUNDLE,2022-03-24,1888000.0,AND-District-17 - Water Supply & Sewerage Board,MPLADS-002677,0.98,0,0,0,SHA256-0ca31f7d0ca3,1,0,0.963,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.741751+00:00,3,0,0,0,ASSET-002677,1,1,GUJ-District-28 Sector 14,23.08607,73.20308,1,2022-07-16,3,OPERATIONAL,VERIFIED,1,1,1.0
DOC-002678,MPLADS-002678,True,True,True,True,True,True,True,True,5,5,5,0.0,1,PDF_BUNDLE,2023-09-05,509000.0,KAR-District-14 - Rural Development Department (RDD),MPLADS-002678,0.98,0,0,0,SHA256-1ab93e524daa,1,0,0.889,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.742080+00:00,3,0,0,0,ASSET-002678,0,0,UTT-District-23 Sector 6,25.25843,79.30318,1,,5,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002679,MPLADS-002679,True,True,True,True,True,True,True,True,5,5,5,0.0,1,PDF_BUNDLE,2022-03-01,1929000.0,ASS-District-35 - Rural Development Department (RDD),MPLADS-002679,0.98,0,0,0,SHA256-69cd545ad11a,1,0,0.947,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.742407+00:00,3,0,0,0,ASSET-002679,1,1,MAH-District-02 Sector 11,21.68067,78.56912,1,2022-06-19,5,OPERATIONAL,VERIFIED,1,1,1.0
DOC-002680,MPLADS-002680,True,True,True,True,True,True,True,True,7,5,5,0.0,1,PDF_BUNDLE,2023-03-30,1470000.0,UTT-District-56 - Public Works Department (PWD),MPLADS-002680,0.98,0,0,0,SHA256-87f31690993c,1,0,0.905,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.742727+00:00,3,0,0,0,ASSET-002680,0,0,UTT-District-68 Sector 3,29.6173,77.90589,1,,7,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002681,MPLADS-002681,True,True,True,True,False,True,True,True,3,5,4,0.2,1,PDF_BUNDLE,2022-06-23,2058000.0,MAH-District-21 - Public Works Department (PWD),MPLADS-002681,0.65,0,0,0,SHA256-b32bd2d55297,1,0,0.965,0.8,1,1,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.743060+00:00,3,0,1,0,ASSET-002681,0,0,MAH-District-17 Sector 3,19.74669,79.20395,1,,3,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002682,MPLADS-002682,True,True,True,True,True,True,True,True,5,5,5,0.0,1,PDF_BUNDLE,2023-01-16,2040000.0,TAM-District-31 - Panchayati Raj Institution (PRI),MPLADS-002682,0.98,0,0,0,SHA256-673966a24bcb,1,0,0.921,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.743378+00:00,3,0,0,0,ASSET-002682,0,0,UTT-District-19 Sector 1,25.41759,77.26764,1,,5,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002683,MPLADS-002683,True,True,True,True,True,True,True,True,6,5,5,0.0,1,PDF_BUNDLE,2022-11-09,2009000.0,CHH-District-17 - Rural Development Department (RDD),MPLADS-002683,0.98,0,0,0,SHA256-2dd34be460e3,1,0,0.974,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.743701+00:00,3,0,0,0,ASSET-002683,0,0,JHA-District-22 Sector 10,23.07238,86.49932,1,,6,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002684,MPLADS-002684,True,True,True,True,True,True,True,True,3,5,5,0.0,1,PDF_BUNDLE,2023-03-24,2232000.0,AND-District-11 - Public Works Department (PWD),MPLADS-002684,0.98,0,0,0,SHA256-5cfe44c74b24,1,0,0.897,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.744034+00:00,3,0,0,0,ASSET-002684,0,0,PUN-District-19 Sector 14,30.50921,75.51537,1,,3,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002685,MPLADS-002685,True,True,True,True,True,True,True,True,6,5,5,0.0,1,PDF_BUNDLE,2023-12-13,2741000.0,WES-District-19 - Water Supply & Sewerage Board,MPLADS-002685,0.98,0,0,0,SHA256-b85e614df965,1,0,0.911,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.744359+00:00,3,0,0,0,ASSET-002685,0,0,GUJ-District-21 Sector 1,20.46728,69.27212,1,,6,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002686,MPLADS-002686,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2023-05-23,4007000.0,CHH-District-19 - Water Supply & Sewerage Board,MPLADS-002686,0.98,0,0,0,SHA256-769aed4cdd70,1,0,0.966,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.744685+00:00,3,0,0,0,ASSET-002686,0,0,ODI-District-04 Sector 13,18.75527,83.97591,1,,4,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002687,MPLADS-002687,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2023-03-03,1118000.0,ASS-District-02 - Rural Development Department (RDD),MPLADS-002687,0.98,0,0,0,SHA256-548cc8501881,1,0,0.884,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.745011+00:00,3,0,0,0,ASSET-002687,1,1,UTT-District-12 Sector 14,30.31946,83.79344,1,2023-07-26,4,OPERATIONAL,VERIFIED,1,1,1.0
DOC-002688,MPLADS-002688,True,True,True,True,False,False,False,False,0,5,3,0.4,1,PDF_BUNDLE,2022-06-04,1893000.0,MAD-District-49 - Rural Development Department (RDD),MPLADS-002688,0.65,0,0,0,SHA256-f85912c7cd68,1,0,0.915,0.6,2,1,DEFICIT,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.745335+00:00,3,0,1,0,ASSET-002688,0,0,RAJ-District-36 Sector 5,23.72438,72.84783,0,,0,UNDER_CONSTRUCTION,PENDING,1,1,0.0
DOC-002689,MPLADS-002689,True,True,True,True,True,True,True,True,5,5,5,0.0,1,PDF_BUNDLE,2023-09-23,3557000.0,MAH-District-22 - Rural Development Department (RDD),MPLADS-002689,0.98,0,0,0,SHA256-4d036b7a2dfc,1,0,0.957,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.745662+00:00,3,0,0,0,ASSET-002689,0,0,AND-District-12 Sector 7,15.09982,83.2926,1,,5,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002690,MPLADS-002690,True,True,True,True,True,True,True,True,6,5,5,0.0,1,PDF_BUNDLE,2023-01-16,649000.0,TAM-District-01 - Rural Development Department (RDD),MPLADS-002690,0.98,0,0,0,SHA256-e72ec35f41b3,1,0,0.946,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.745992+00:00,3,0,0,0,ASSET-002690,0,0,UTT-District-02 Sector 11,26.346,84.02123,1,,6,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002691,MPLADS-002691,True,True,True,True,True,True,True,True,7,5,5,0.0,1,PDF_BUNDLE,2022-04-07,2315000.0,CHH-District-05 - Municipal Corporation (MC),MPLADS-002691,0.98,0,0,0,SHA256-598d48c2821b,4,0,0.976,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.746334+00:00,3,1,0,0,ASSET-002691,0,0,ODI-District-22 Sector 1,19.06378,87.15353,1,,7,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002692,MPLADS-002692,True,True,True,True,True,True,True,True,3,5,5,0.0,1,PDF_BUNDLE,2023-06-07,1822000.0,PUN-District-08 - Rural Development Department (RDD),MPLADS-002692,0.98,0,0,0,SHA256-3df89a2bf886,1,0,0.931,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.746673+00:00,3,0,0,0,ASSET-002692,0,0,GUJ-District-04 Sector 3,20.20764,72.61916,1,,3,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002693,MPLADS-002693,True,True,True,True,True,True,True,True,3,5,5,0.0,1,PDF_BUNDLE,2022-04-06,1891000.0,UTT-District-28 - Water Supply & Sewerage Board,MPLADS-002693,0.98,0,0,0,SHA256-3fa4e45e9b48,1,0,0.929,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.747019+00:00,3,0,0,0,ASSET-002693,0,0,BIH-District-32 Sector 1,25.44722,83.97241,1,,3,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002694,MPLADS-002694,True,True,True,True,True,True,True,True,3,5,5,0.0,1,PDF_BUNDLE,2023-02-21,3774000.0,WES-District-20 - Panchayati Raj Institution (PRI),MPLADS-002694,0.98,0,0,0,SHA256-93869545e92d,1,0,0.882,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.747319+00:00,3,0,0,0,ASSET-002694,0,0,ASS-District-03 Sector 12,25.1618,94.84879,1,,3,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002695,MPLADS-002695,True,True,True,True,True,True,True,True,7,5,5,0.0,1,PDF_BUNDLE,2023-10-29,13165000.0,RAJ-District-48 - Municipal Corporation (MC),MPLADS-002695,0.98,0,0,0,SHA256-9d89f1200448,1,0,0.979,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.747613+00:00,3,0,0,0,ASSET-002695,0,0,JHA-District-03 Sector 12,23.81743,86.84487,1,,7,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002696,MPLADS-002696,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2022-06-25,3071000.0,GUJ-District-10 - Panchayati Raj Institution (PRI),MPLADS-002696,0.98,0,0,0,SHA256-3b0e4b5269b7,1,0,0.946,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.747901+00:00,3,0,0,0,ASSET-002696,0,0,TAM-District-15 Sector 6,12.95466,77.92308,1,,4,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002697,MPLADS-002697,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2023-02-14,3128000.0,RAJ-District-41 - Public Works Department (PWD),MPLADS-002697,0.98,0,0,0,SHA256-64f8e6022811,1,0,0.919,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.748195+00:00,3,0,0,0,ASSET-002697,0,0,AND-District-01 Sector 8,16.74798,77.01474,1,,4,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002698,MPLADS-002698,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2022-02-28,2181000.0,AND-District-16 - Rural Development Department (RDD),MPLADS-002698,0.98,0,0,0,SHA256-0eefce751b9b,1,0,0.889,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.748499+00:00,3,0,0,0,ASSET-002698,1,1,TEL-District-17 Sector 12,18.15023,79.39292,1,2022-06-13,4,OPERATIONAL,VERIFIED,1,1,1.0
DOC-002699,MPLADS-002699,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2023-09-05,2247000.0,UTT-District-01 - Water Supply & Sewerage Board,MPLADS-002699,0.98,0,0,0,SHA256-49825ce2d81d,1,0,0.894,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.748794+00:00,3,0,0,0,ASSET-002699,0,0,WES-District-16 Sector 12,26.67224,86.23294,1,,4,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002700,MPLADS-002700,True,True,True,True,True,True,True,True,3,5,5,0.0,1,PDF_BUNDLE,2022-07-03,1840000.0,BIH-District-22 - Water Supply & Sewerage Board,MPLADS-002700,0.98,0,0,0,SHA256-908c3f5ae2c1,1,0,0.925,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.749110+00:00,3,0,0,0,ASSET-002700,0,0,MAD-District-25 Sector 11,26.14791,76.78728,1,,3,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002701,MPLADS-002701,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2022-04-19,647000.0,CHH-District-17 - Public Works Department (PWD),MPLADS-002701,0.98,0,0,0,SHA256-d63e1139f871,1,0,0.958,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.749398+00:00,3,0,0,0,ASSET-002701,0,0,BIH-District-21 Sector 3,26.71838,83.60815,1,,4,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-002702,MPLADS-002702,True,True,True,True,True,True,True,True,6,5,5,0.0,1,PDF_BUNDLE,2022-06-19,1103000.0,RAJ-District-38 - Municipal Corporation (MC),MPLADS-002702,0.98,0,0,0,SHA256-245a9c07aecf,1,0,0.97,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.749693+00:00,3,0,0,0,ASSET-002702,1,1,RAJ-District-07 Sector 9,29.70902,74.4902,1,2022-09-11,6,OPERATIONAL,VERIFIED,1,1,1.0
DOC-002703,MPLADS-002703,True,True,True,True,True,True,True,True,7,5,5,0.0,1,PDF_BUNDLE,2022-12-24,2288000.0,UTT-District-51 - Public Works Department (PWD),MPLADS-002703,0.98,0,0,0,SHA256-90c3958d4a9d,5,0,0.929,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.749987+00:00,3,1,0,0,ASSET-002703,0,0,GUJ-District-32 Sector 3,23.88453,73.97251,1,,7,UNDER_CONSTRUCTION,PENDING,1,1,1.0
