district_id,district_name,state_id,state_name,district_latitude,district_longitude,population,population_density,literacy_rate,poverty_rate,infrastructure_gap_index,geographic_cluster_id
DIST-0403,AND-District-24,ST-10,Andhra Pradesh,13.79322,78.30623,1148410,625.8,81.7,34.7,0.572,GEO-CLUST-03
DIST-0404,AND-District-25,ST-10,Andhra Pradesh,14.5838,84.21426,1432610,560.8,76.4,33.1,0.618,GEO-CLUST-04
DIST-0405,AND-District-26,ST-10,Andhra Pradesh,16.87086,81.64184,759469,338.3,92.9,26.0,0.441,GEO-CLUST-05
DIST-0406,ODI-District-01,ST-11,Odisha,21.61064,82.79987,1426511,894.7,70.9,8.9,0.721,GEO-CLUST-06
DIST-0407,ODI-District-02,ST-11,Odisha,21.27939,83.60026,919927,521.2,89.5,16.9,0.297,GEO-CLUST-07
DIST-0408,ODI-District-03,ST-11,Odisha,17.91468,82.45118,956499,274.5,68.8,35.3,0.773,GEO-CLUST-08
DIST-0409,ODI-District-04,ST-11,Odisha,18.70237,84.01886,2239622,367.2,74.2,25.3,0.402,GEO-CLUST-09
DIST-0410,ODI-District-05,ST-11,Odisha,21.45337,86.76989,1687787,943.0,70.9,9.6,0.667,GEO-CLUST-10
DIST-0411,ODI-District-06,ST-11,Odisha,19.93523,82.60683,1450325,652.4,92.5,26.5,0.417,GEO-CLUST-11
DIST-0412,ODI-District-07,ST-11,Odisha,20.21272,86.0117,1274475,589.2,63.5,8.7,0.451,GEO-CLUST-12
DIST-0413,ODI-District-08,ST-11,Odisha,18.72031,84.94433,1585860,279.1,66.9,17.9,0.619,GEO-CLUST-13
DIST-0414,ODI-District-09,ST-11,Odisha,21.29186,87.45348,1003017,1307.8,88.6,29.9,0.711,GEO-CLUST-14
DIST-0415,ODI-District-10,ST-11,Odisha,19.87604,85.32972,919348,1306.3,75.8,32.6,0.71,GEO-CLUST-15
DIST-0416,ODI-District-11,ST-11,Odisha,21.2846,87.11767,882402,945.6,80.5,13.0,0.832,GEO-CLUST-16
DIST-0417,ODI-District-12,ST-11,Odisha,21.47898,84.14729,1312753,445.6,89.4,23.3,0.213,GEO-CLUST-17
DIST-0418,ODI-District-13,ST-11,Odisha,21.88197,83.35743,829195,310.3,78.4,21.5,0.676,GEO-CLUST-18
DIST-0419,ODI-District-14,ST-11,Odisha,18.80827,83.16888,1215515,414.6,93.6,17.8,0.212,GEO-CLUST-19
DIST-0420,ODI-District-15,ST-11,Odisha,21.45015,84.57532,764286,1060.7,82.2,36.2,0.823,GEO-CLUST-20
DIST-0421,ODI-District-16,ST-11,Odisha,21.58908,86.25455,2815341,1115.8,64.5,30.7,0.823,GEO-CLUST-21
DIST-0422,ODI-District-17,ST-11,Odisha,18.63094,84.64887,643824,1448.3,66.1,18.5,0.639,GEO-CLUST-22
DIST-0423,ODI-District-18,ST-11,Odisha,19.12385,81.63975,916732,931.0,82.9,27.5,0.695,GEO-CLUST-23
DIST-0424,ODI-District-19,ST-11,Odisha,18.53315,83.37433,1339301,226.2,67.0,28.0,0.591,GEO-CLUST-24
DIST-0425,ODI-District-20,ST-11,Odisha,21.49084,84.90654,945707,933.3,64.0,20.9,0.423,GEO-CLUST-00
DIST-0426,ODI-District-21,ST-11,Odisha,21.70472,86.1111,1012970,899.8,63.0,29.7,0.531,GEO-CLUST-01
DIST-0427,ODI-District-22,ST-11,Odisha,19.13921,87.11364,497146,818.7,81.9,20.4,0.479,GEO-CLUST-02
DIST-0428,ODI-District-23,ST-11,Odisha,20.92796,81.73965,764726,567.9,83.8,27.3,0.607,GEO-CLUST-03
DIST-0429,ODI-District-24,ST-11,Odisha,22.29551,84.55006,591997,1117.1,69.6,16.5,0.447,GEO-CLUST-04
DIST-0430,ODI-District-25,ST-11,Odisha,20.51932,82.81934,1176972,768.8,84.6,10.4,0.479,GEO-CLUST-05
DIST-0431,ODI-District-26,ST-11,Odisha,20.87955,83.56226,677030,621.4,80.0,15.7,0.584,GEO-CLUST-06
DIST-0432,ODI-District-27,ST-11,Odisha,18.05761,82.21927,605456,736.0,62.1,36.6,0.164,GEO-CLUST-07
DIST-0433,ODI-District-28,ST-11,Odisha,21.08739,86.9876,1314386,802.7,93.2,9.2,0.841,GEO-CLUST-08
DIST-0434,ODI-District-29,ST-11,Odisha,18.77386,82.35475,729781,870.6,78.7,35.7,0.584,GEO-CLUST-09
DIST-0435,ODI-District-30,ST-11,Odisha,18.16748,82.65388,1095822,1253.4,84.6,23.9,0.412,GEO-CLUST-10
DIST-0436,TEL-District-01,ST-12,Telangana,17.68806,80.68948,873162,816.9,89.7,19.6,0.427,GEO-CLUST-11
DIST-0437,TEL-District-02,ST-12,Telangana,17.6794,79.97208,1081777,483.2,89.7,18.4,0.796,GEO-CLUST-12
DIST-0438,TEL-District-03,ST-12,Telangana,17.64646,80.72892,931713,1382.9,79.0,25.6,0.507,GEO-CLUST-13
DIST-0439,TEL-District-04,ST-12,Telangana,17.48836,78.18597,387057,1043.8,77.9,10.8,0.201,GEO-CLUST-14
DIST-0440,TEL-District-05,ST-12,Telangana,16.21126,80.96774,465625,318.5,90.0,16.9,0.448,GEO-CLUST-15
DIST-0441,TEL-District-06,ST-12,Telangana,19.27748,80.21713,1899485,971.3,93.7,36.4,0.224,GEO-CLUST-16
DIST-0442,TEL-District-07,ST-12,Telangana,16.01891,80.12659,809315,648.3,64.9,22.9,0.261,GEO-CLUST-17
DIST-0443,TEL-District-08,ST-12,Telangana,16.07337,81.29232,1108538,878.5,68.3,10.3,0.292,GEO-CLUST-18
DIST-0444,TEL-District-09,ST-12,Telangana,18.10726,77.39303,736494,955.6,69.5,19.2,0.2,GEO-CLUST-19
DIST-0445,TEL-District-10,ST-12,Telangana,17.36701,81.45699,2015462,1473.5,75.5,10.4,0.377,GEO-CLUST-20
DIST-0446,TEL-District-11,ST-12,Telangana,15.88093,79.03936,520242,434.5,84.9,18.7,0.746,GEO-CLUST-21
DIST-0447,TEL-District-12,ST-12,Telangana,17.65357,77.82863,402411,398.2,67.2,26.4,0.335,GEO-CLUST-22
DIST-0448,TEL-District-13,ST-12,Telangana,17.76059,79.46719,989549,788.6,64.8,29.6,0.305,GEO-CLUST-23
DIST-0449,TEL-District-14,ST-12,Telangana,16.75951,81.06066,1133163,1431.0,82.9,27.9,0.486,GEO-CLUST-24
DIST-0450,TEL-District-15,ST-12,Telangana,18.0615,79.45763,704237,607.3,89.1,19.4,0.725,GEO-CLUST-00
DIST-0451,TEL-District-16,ST-12,Telangana,16.04113,81.16093,2554953,537.7,69.7,16.0,0.407,GEO-CLUST-01
DIST-0452,TEL-District-17,ST-12,Telangana,18.17615,79.46225,706762,1276.7,89.2,16.8,0.817,GEO-CLUST-02
DIST-0453,TEL-District-18,ST-12,Telangana,19.36728,80.16646,768947,962.0,65.8,31.7,0.347,GEO-CLUST-03
DIST-0454,TEL-District-19,ST-12,Telangana,17.07143,79.91203,1326074,427.3,62.9,20.2,0.604,GEO-CLUST-04
DIST-0455,TEL-District-20,ST-12,Telangana,17.30277,78.66262,1174049,1148.1,71.9,24.2,0.796,GEO-CLUST-05
DIST-0456,TEL-District-21,ST-12,Telangana,15.79298,77.8016,1475731,1194.3,88.7,13.6,0.303,GEO-CLUST-06
DIST-0457,TEL-District-22,ST-12,Telangana,17.98718,80.09039,870644,583.6,83.1,24.8,0.364,GEO-CLUST-07
DIST-0458,TEL-District-23,ST-12,Telangana,18.348,80.27543,1054294,874.2,72.3,32.8,0.69,GEO-CLUST-08
DIST-0459,TEL-District-24,ST-12,Telangana,16.5715,79.65278,531259,613.4,77.5,36.5,0.709,GEO-CLUST-09
DIST-0460,TEL-District-25,ST-12,Telangana,16.11026,79.33447,1249158,1238.0,91.1,29.9,0.589,GEO-CLUST-10
DIST-0461,TEL-District-26,ST-12,Telangana,17.5372,77.09166,972337,1312.8,84.7,31.9,0.423,GEO-CLUST-11
DIST-0462,TEL-District-27,ST-12,Telangana,17.03199,79.13487,946300,240.6,84.1,21.1,0.441,GEO-CLUST-12
DIST-0463,TEL-District-28,ST-12,Telangana,17.25211,79.13293,1246056,208.2,91.0,10.1,0.466,GEO-CLUST-13
DIST-0464,TEL-District-29,ST-12,Telangana,16.62092,80.87003,955600,1030.4,70.0,8.6,0.433,GEO-CLUST-14
DIST-0465,TEL-District-30,ST-12,Telangana,17.33819,81.32906,707965,1494.4,71.4,31.7,0.539,GEO-CLUST-15
DIST-0466,TEL-District-31,ST-12,Telangana,18.11595,81.04468,1484332,365.6,84.4,22.5,0.793,GEO-CLUST-16
DIST-0467,TEL-District-32,ST-12,Telangana,16.03566,77.31325,612934,305.0,85.2,24.6,0.735,GEO-CLUST-17
DIST-0468,TEL-District-33,ST-12,Telangana,19.03844,77.78752,2064017,466.6,87.8,11.2,0.58,GEO-CLUST-18
DIST-0469,KER-District-01,ST-13,Kerala,11.37987,75.47515,1231084,783.4,68.5,29.0,0.4,GEO-CLUST-19
DIST-0470,KER-District-02,ST-13,Kerala,10.55398,75.46381,760522,292.5,93.2,28.5,0.277,GEO-CLUST-20
DIST-0471,KER-District-03,ST-13,Kerala,9.50508,75.38203,903885,1334.6,81.3,13.3,0.54,GEO-CLUST-21
DIST-0472,KER-District-04,ST-13,Kerala,8.14741,76.8308,1067321,287.3,67.5,19.5,0.758,GEO-CLUST-22
DIST-0473,KER-District-05,ST-13,Kerala,10.94888,76.95753,1737592,819.2,78.3,29.5,0.334,GEO-CLUST-23
DIST-0474,KER-District-06,ST-13,Kerala,8.88097,77.0005,703946,394.8,68.0,23.9,0.742,GEO-CLUST-24
DIST-0475,KER-District-07,ST-13,Kerala,10.09326,77.39047,1218706,1446.9,90.4,16.5,0.722,GEO-CLUST-00
DIST-0476,KER-District-08,ST-13,Kerala,11.66976,76.9827,1014049,1497.7,77.3,32.2,0.754,GEO-CLUST-01
DIST-0477,KER-District-09,ST-13,Kerala,9.82137,77.14184,719080,1110.0,62.2,18.7,0.581,GEO-CLUST-02
DIST-0478,KER-District-10,ST-13,Kerala,12.09407,75.54097,2300575,986.2,64.7,10.0,0.202,GEO-CLUST-03
DIST-0479,KER-District-11,ST-13,Kerala,11.64311,76.00741,511060,966.1,79.1,28.6,0.48,GEO-CLUST-04
DIST-0480,KER-District-12,ST-13,Kerala,9.57634,75.03054,988098,919.6,73.0,36.2,0.589,GEO-CLUST-05
DIST-0481,KER-District-13,ST-13,Kerala,9.16365,77.04935,1004909,1005.6,91.9,31.6,0.748,GEO-CLUST-06
DIST-0482,KER-District-14,ST-13,Kerala,10.78343,75.14729,747329,916.3,63.9,30.2,0.738,GEO-CLUST-07
DIST-0483,JHA-District-01,ST-14,Jharkhand,22.35619,87.25888,670380,816.3,88.9,10.1,0.163,GEO-CLUST-08
DIST-0484,JHA-District-02,ST-14,Jharkhand,22.44599,83.99844,628774,504.6,85.4,36.5,0.686,GEO-CLUST-09
DIST-0485,JHA-District-03,ST-14,Jharkhand,23.81855,86.82928,766102,288.9,83.0,9.6,0.775,GEO-CLUST-10
DIST-0486,JHA-District-04,ST-14,Jharkhand,23.0986,85.44463,1539594,515.6,79.3,27.8,0.835,GEO-CLUST-11
DIST-0487,JHA-District-05,ST-14,Jharkhand,23.66367,85.85508,813384,761.6,71.1,11.6,0.508,GEO-CLUST-12
DIST-0488,JHA-District-06,ST-14,Jharkhand,22.59394,86.39438,1152552,1365.2,62.8,23.7,0.374,GEO-CLUST-13
DIST-0489,JHA-District-07,ST-14,Jharkhand,23.65061,86.86808,1354771,594.2,66.9,29.6,0.557,GEO-CLUST-14
DIST-0490,JHA-District-08,ST-14,Jharkhand,24.28688,84.93736,696428,434.4,86.2,12.7,0.695,GEO-CLUST-15
DIST-0491,JHA-District-09,ST-14,Jharkhand,24.6131,83.57769,824598,808.8,81.1,35.6,0.413,GEO-CLUST-16
DIST-0492,JHA-District-10,ST-14,Jharkhand,23.29948,83.70913,380323,395.8,70.2,31.3,0.524,GEO-CLUST-17
DIST-0493,JHA-District-11,ST-14,Jharkhand,23.78731,84.71982,792674,997.7,69.3,25.8,0.415,GEO-CLUST-18
DIST-0494,JHA-District-12,ST-14,Jharkhand,22.10441,84.73251,1189214,1280.8,73.9,25.3,0.547,GEO-CLUST-19
DIST-0495,JHA-District-13,ST-14,Jharkhand,22.82702,84.68555,699419,253.1,72.1,34.3,0.788,GEO-CLUST-20
DIST-0496,JHA-District-14,ST-14,Jharkhand,23.71276,85.71888,1136408,1294.9,93.2,27.6,0.612,GEO-CLUST-21
DIST-0497,JHA-District-15,ST-14,Jharkhand,23.16996,84.09591,548085,258.4,88.4,20.6,0.44,GEO-CLUST-22
DIST-0498,JHA-District-16,ST-14,Jharkhand,22.61221,84.10523,849259,1056.1,93.7,15.1,0.784,GEO-CLUST-23
DIST-0499,JHA-District-17,ST-14,Jharkhand,24.26765,83.662,528668,1050.9,79.2,15.1,0.73,GEO-CLUST-24
DIST-0500,JHA-District-18,ST-14,Jharkhand,24.22572,86.66165,579689,1323.8,71.0,31.3,0.228,GEO-CLUST-00
DIST-0501,JHA-District-19,ST-14,Jharkhand,23.83723,86.90172,513189,339.4,70.7,18.7,0.485,GEO-CLUST-01
DIST-0502,JHA-District-20,ST-14,Jharkhand,24.69696,83.57541,817687,1003.5,76.7,11.9,0.428,GEO-CLUST-02
DIST-0503,JHA-District-21,ST-14,Jharkhand,22.65701,86.52523,1636412,965.7,78.5,34.3,0.235,GEO-CLUST-03
DIST-0504,JHA-District-22,ST-14,Jharkhand,23.0449,86.55275,696107,310.2,75.2,31.2,0.745,GEO-CLUST-04
DIST-0505,JHA-District-23,ST-14,Jharkhand,23.9526,86.39677,745438,504.7,79.6,31.1,0.372,GEO-CLUST-05
DIST-0506,JHA-District-24,ST-14,Jharkhand,22.31519,86.16487,1145309,675.9,63.6,8.9,0.843,GEO-CLUST-06
DIST-0507,ASS-District-01,ST-15,Assam,25.09951,95.87008,970081,1143.4,71.1,10.1,0.628,GEO-CLUST-07
DIST-0508,ASS-District-02,ST-15,Assam,25.00151,94.34968,892021,1141.3,62.8,29.1,0.843,GEO-CLUST-08
DIST-0509,ASS-District-03,ST-15,Assam,25.09695,94.78792,1071795,1058.8,86.2,9.1,0.538,GEO-CLUST-09
DIST-0510,ASS-District-04,ST-15,Assam,24.651,91.86727,710125,447.8,88.3,10.4,0.492,GEO-CLUST-10
DIST-0511,ASS-District-05,ST-15,Assam,27.16241,95.02408,1333430,1073.6,86.6,23.2,0.789,GEO-CLUST-11
DIST-0512,ASS-District-06,ST-15,Assam,24.94181,92.7288,646825,463.5,68.8,37.3,0.454,GEO-CLUST-12
DIST-0513,ASS-District-07,ST-15,Assam,25.5895,93.55005,813083,1482.6,82.9,29.0,0.375,GEO-CLUST-13
DIST-0514,ASS-District-08,ST-15,Assam,27.89302,95.1169,1328844,1077.7,76.9,17.7,0.351,GEO-CLUST-14
DIST-0515,ASS-District-09,ST-15,Assam,25.78639,92.82921,1442446,1420.2,82.4,35.0,0.226,GEO-CLUST-15
DIST-0516,ASS-District-10,ST-15,Assam,24.78057,91.22264,1014565,781.4,72.4,16.1,0.604,GEO-CLUST-16
DIST-0517,ASS-District-11,ST-15,Assam,26.75901,90.64302,2018151,460.9,62.0,22.2,0.177,GEO-CLUST-17
DIST-0518,ASS-District-12,ST-15,Assam,27.67358,90.89799,1097925,802.8,89.0,32.1,0.238,GEO-CLUST-18
DIST-0519,ASS-District-13,ST-15,Assam,25.66693,95.15562,1039928,339.6,80.4,12.7,0.63,GEO-CLUST-19
DIST-0520,ASS-District-14,ST-15,Assam,26.31702,92.15536,1351329,642.4,90.0,16.2,0.26,GEO-CLUST-20
DIST-0521,ASS-District-15,ST-15,Assam,25.12498,93.79076,1032239,344.8,66.2,10.3,0.762,GEO-CLUST-21
DIST-0522,ASS-District-16,ST-15,Assam,26.94861,95.97991,575048,571.2,76.5,33.7,0.66,GEO-CLUST-22
DIST-0523,ASS-District-17,ST-15,Assam,26.90806,95.05442,854918,1069.2,74.8,22.4,0.517,GEO-CLUST-23
DIST-0524,ASS-District-18,ST-15,Assam,25.36926,91.92834,916238,586.0,64.8,20.8,0.267,GEO-CLUST-24
DIST-0525,ASS-District-19,ST-15,Assam,24.98371,93.47732,852676,937.0,68.2,18.3,0.563,GEO-CLUST-00
DIST-0526,ASS-District-20,ST-15,Assam,25.78719,93.02993,1062203,996.2,64.2,18.1,0.713,GEO-CLUST-01
DIST-0527,ASS-District-21,ST-15,Assam,25.64012,91.55699,789909,646.2,69.6,35.3,0.672,GEO-CLUST-02
DIST-0528,ASS-District-22,ST-15,Assam,26.55336,90.86131,2055029,1212.9,71.1,10.1,0.176,GEO-CLUST-03
DIST-0529,ASS-District-23,ST-15,Assam,27.47554,90.22023,614696,888.7,73.7,22.5,0.797,GEO-CLUST-04
DIST-0530,ASS-District-24,ST-15,Assam,27.95776,89.9239,1400541,852.2,78.1,35.7,0.505,GEO-CLUST-05
DIST-0531,ASS-District-25,ST-15,Assam,26.63527,93.20269,1464109,1122.2,82.6,19.9,0.153,GEO-CLUST-06
DIST-0532,ASS-District-26,ST-15,Assam,24.29999,92.29896,514470,558.4,83.0,17.3,0.848,GEO-CLUST-07
DIST-0533,ASS-District-27,ST-15,Assam,26.34124,95.78516,2066043,614.6,86.0,12.1,0.629,GEO-CLUST-08
DIST-0534,ASS-District-28,ST-15,Assam,25.09692,95.70998,1147186,435.9,68.0,22.4,0.74,GEO-CLUST-09
DIST-0535,ASS-District-29,ST-15,Assam,25.74741,90.85672,759450,801.4,88.1,29.9,0.436,GEO-CLUST-10
DIST-0536,ASS-District-30,ST-15,Assam,26.07002,93.92628,938078,1422.8,75.7,8.5,0.315,GEO-CLUST-11
DIST-0537,ASS-District-31,ST-15,Assam,26.20954,94.14459,1096181,1064.4,84.5,20.3,0.432,GEO-CLUST-12
DIST-0538,ASS-District-32,ST-15,Assam,27.63589,93.35849,691662,1087.0,85.7,18.0,0.729,GEO-CLUST-13
DIST-0539,ASS-District-33,ST-15,Assam,24.04301,90.29931,685161,1342.6,75.6,16.2,0.45,GEO-CLUST-14
DIST-0540,ASS-District-34,ST-15,Assam,24.5516,93.76345,925023,1208.1,68.5,29.9,0.714,GEO-CLUST-15
DIST-0541,ASS-District-35,ST-15,Assam,24.34698,95.67222,1363142,1019.3,62.7,16.4,0.504,GEO-CLUST-16
DIST-0542,PUN-District-01,ST-16,Punjab,31.82557,75.81775,601929,581.4,69.6,21.3,0.595,GEO-CLUST-17
DIST-0543,PUN-District-02,ST-16,Punjab,31.58764,75.54565,1053135,920.7,69.1,28.4,0.421,GEO-CLUST-18
DIST-0544,PUN-District-03,ST-16,Punjab,31.30799,74.69105,662861,1299.1,65.5,28.9,0.426,GEO-CLUST-19
DIST-0545,PUN-District-04,ST-16,Punjab,30.17507,74.48183,1278987,549.3,84.1,22.4,0.305,GEO-CLUST-20
DIST-0546,PUN-District-05,ST-16,Punjab,30.99649,74.50972,1116005,1341.9,84.7,25.2,0.766,GEO-CLUST-21
DIST-0547,PUN-District-06,ST-16,Punjab,30.15014,73.92202,1320104,703.6,92.1,17.7,0.72,GEO-CLUST-22
DIST-0548,PUN-District-07,ST-16,Punjab,32.2612,74.92774,994609,558.5,90.2,22.2,0.389,GEO-CLUST-23
DIST-0549,PUN-District-08,ST-16,Punjab,31.65,74.50342,959030,1018.7,87.2,15.5,0.592,GEO-CLUST-24
DIST-0550,PUN-District-09,ST-16,Punjab,31.39501,74.15751,567365,269.4,81.0,37.5,0.522,GEO-CLUST-00
DIST-0551,PUN-District-10,ST-16,Punjab,31.28554,76.24081,892498,1098.5,69.3,30.3,0.317,GEO-CLUST-01
DIST-0552,PUN-District-11,ST-16,Punjab,32.07602,74.35045,655271,1129.0,67.1,12.8,0.49,GEO-CLUST-02
DIST-0553,PUN-District-12,ST-16,Punjab,29.52772,74.79657,1412606,240.5,81.9,26.8,0.2,GEO-CLUST-03
DIST-0554,PUN-District-13,ST-16,Punjab,31.2465,74.94191,1598697,470.8,88.0,35.4,0.787,GEO-CLUST-04
DIST-0555,PUN-District-14,ST-16,Punjab,30.43222,74.06218,1206639,632.6,82.3,13.7,0.794,GEO-CLUST-05
DIST-0556,PUN-District-15,ST-16,Punjab,32.06484,75.96319,573367,974.1,69.2,13.1,0.48,GEO-CLUST-06
DIST-0557,PUN-District-16,ST-16,Punjab,31.34569,74.26352,792917,1196.9,67.3,9.3,0.458,GEO-CLUST-07
DIST-0558,PUN-District-17,ST-16,Punjab,30.70852,74.32231,1231505,465.7,85.2,13.9,0.354,GEO-CLUST-08
DIST-0559,PUN-District-18,ST-16,Punjab,31.30255,75.03106,823837,1291.9,90.1,26.9,0.595,GEO-CLUST-09
DIST-0560,PUN-District-19,ST-16,Punjab,30.46632,75.57201,801950,209.7,89.3,9.4,0.517,GEO-CLUST-10
DIST-0561,PUN-District-20,ST-16,Punjab,32.18719,74.16534,964594,1191.9,69.7,12.5,0.371,GEO-CLUST-11
DIST-0562,PUN-District-21,ST-16,Punjab,30.18896,76.40722,1120363,1474.3,69.2,20.7,0.541,GEO-CLUST-12
DIST-0563,PUN-District-22,ST-16,Punjab,31.95046,74.4614,753656,914.5,81.3,9.7,0.268,GEO-CLUST-13
DIST-0564,PUN-District-23,ST-16,Punjab,32.26576,75.29534,2096441,664.7,70.8,23.1,0.356,GEO-CLUST-14
DIST-0565,CHH-District-01,ST-17,Chhattisgarh,20.44288,82.2758,475069,490.3,77.6,12.5,0.395,GEO-CLUST-15
DIST-0566,CHH-District-02,ST-17,Chhattisgarh,20.20856,80.23211,809973,737.7,87.1,20.5,0.806,GEO-CLUST-16
DIST-0567,CHH-District-03,ST-17,Chhattisgarh,22.43262,81.5465,1462453,1493.3,79.8,28.7,0.6,GEO-CLUST-17
DIST-0568,CHH-District-04,ST-17,Chhattisgarh,19.41461,80.1026,496522,1273.1,76.4,12.9,0.352,GEO-CLUST-18
DIST-0569,CHH-District-05,ST-17,Chhattisgarh,18.6164,82.75467,959021,1416.9,65.7,35.8,0.571,GEO-CLUST-19
DIST-0570,CHH-District-06,ST-17,Chhattisgarh,21.54709,81.38075,873449,920.6,79.7,9.3,0.458,GEO-CLUST-20
DIST-0571,CHH-District-07,ST-17,Chhattisgarh,23.84777,81.34841,1345629,485.4,77.3,34.2,0.5,GEO-CLUST-21
DIST-0572,CHH-District-08,ST-17,Chhattisgarh,22.97801,82.79666,1401936,614.7,91.7,17.9,0.734,GEO-CLUST-22
DIST-0573,CHH-District-09,ST-17,Chhattisgarh,20.64168,84.0243,919837,1056.0,64.8,22.2,0.302,GEO-CLUST-23
DIST-0574,CHH-District-10,ST-17,Chhattisgarh,19.61089,82.65289,1309582,592.3,93.7,36.2,0.238,GEO-CLUST-24
DIST-0575,CHH-District-11,ST-17,Chhattisgarh,21.71751,83.30071,420483,1170.2,66.0,18.0,0.652,GEO-CLUST-00
DIST-0576,CHH-District-12,ST-17,Chhattisgarh,18.63355,80.21823,735065,205.6,78.1,23.8,0.611,GEO-CLUST-01
DIST-0577,CHH-District-13,ST-17,Chhattisgarh,21.88029,80.24431,666267,229.5,79.0,34.8,0.551,GEO-CLUST-02
DIST-0578,CHH-District-14,ST-17,Chhattisgarh,21.88703,83.9616,2117008,776.0,73.0,30.6,0.53,GEO-CLUST-03
DIST-0579,CHH-District-15,ST-17,Chhattisgarh,18.6065,82.0663,762661,225.6,63.7,35.9,0.201,GEO-CLUST-04
DIST-0580,CHH-District-16,ST-17,Chhattisgarh,23.75751,84.09944,1192927,783.4,74.0,9.1,0.355,GEO-CLUST-05
DIST-0581,CHH-District-17,ST-17,Chhattisgarh,18.16541,82.52388,654197,333.8,77.4,21.3,0.246,GEO-CLUST-06
DIST-0582,CHH-District-18,ST-17,Chhattisgarh,19.0333,83.60112,887327,727.7,75.0,29.4,0.589,GEO-CLUST-07
DIST-0583,CHH-District-19,ST-17,Chhattisgarh,18.19998,81.96925,1357731,380.3,71.4,17.2,0.333,GEO-CLUST-08
DIST-0584,CHH-District-20,ST-17,Chhattisgarh,18.80947,80.46323,1192945,823.1,64.0,15.7,0.713,GEO-CLUST-09
DIST-0585,CHH-District-21,ST-17,Chhattisgarh,23.19281,82.7094,793484,754.6,68.2,27.5,0.56,GEO-CLUST-10
DIST-0586,CHH-District-22,ST-17,Chhattisgarh,19.89504,80.22382,1516014,1330.8,91.3,22.7,0.819,GEO-CLUST-11
DIST-0587,CHH-District-23,ST-17,Chhattisgarh,22.864,83.8687,952330,1183.4,80.5,29.6,0.274,GEO-CLUST-12
DIST-0588,CHH-District-24,ST-17,Chhattisgarh,23.91005,81.70269,544658,346.0,87.1,24.6,0.365,GEO-CLUST-13
DIST-0589,CHH-District-25,ST-17,Chhattisgarh,20.41433,83.88199,1316593,1191.1,80.7,37.7,0.319,GEO-CLUST-14
DIST-0590,CHH-District-26,ST-17,Chhattisgarh,21.10113,82.76012,754355,636.1,62.4,27.0,0.849,GEO-CLUST-15
DIST-0591,CHH-District-27,ST-17,Chhattisgarh,18.69557,81.26795,1259975,526.2,73.1,27.1,0.392,GEO-CLUST-16
DIST-0592,CHH-District-28,ST-17,Chhattisgarh,23.46663,81.83099,1732443,312.4,82.3,33.9,0.179,GEO-CLUST-17
DIST-0593,CHH-District-29,ST-17,Chhattisgarh,18.45153,82.71024,677189,769.1,73.0,31.0,0.67,GEO-CLUST-18
DIST-0594,CHH-District-30,ST-17,Chhattisgarh,19.82577,83.49022,1323895,1065.6,88.5,16.3,0.388,GEO-CLUST-19
DIST-0595,CHH-District-31,ST-17,Chhattisgarh,23.14685,82.62093,1252459,290.2,85.1,30.5,0.616,GEO-CLUST-20
DIST-0596,CHH-District-32,ST-17,Chhattisgarh,21.77542,82.92925,869175,1406.8,81.1,20.5,0.405,GEO-CLUST-21
DIST-0597,CHH-District-33,ST-17,Chhattisgarh,21.68993,80.3477,1126175,1370.2,90.3,36.6,0.449,GEO-CLUST-22
DIST-0598,HAR-District-01,ST-18,Haryana,28.60494,74.93601,3600213,976.5,82.8,28.5,0.329,GEO-CLUST-23
DIST-0599,HAR-District-02,ST-18,Haryana,30.40163,75.15735,595845,1218.4,68.0,15.1,0.695,GEO-CLUST-24
DIST-0600,HAR-District-03,ST-18,Haryana,30.75564,76.18563,944120,1471.9,76.8,21.0,0.438,GEO-CLUST-00
DIST-0601,HAR-District-04,ST-18,Haryana,28.63993,76.56351,1246841,1086.4,68.4,19.5,0.253,GEO-CLUST-01
DIST-0602,HAR-District-05,ST-18,Haryana,28.74129,74.99025,661375,1263.5,70.6,31.2,0.382,GEO-CLUST-02
DIST-0603,HAR-District-06,ST-18,Haryana,29.13991,74.59383,687647,392.1,73.3,19.5,0.493,GEO-CLUST-03
DIST-0604,HAR-District-07,ST-18,Haryana,29.76096,77.35195,712256,1406.2,81.2,18.7,0.46,GEO-CLUST-04
DIST-0605,HAR-District-08,ST-18,Haryana,30.06085,74.77554,664651,465.4,92.2,12.7,0.24,GEO-CLUST-05
DIST-0606,HAR-District-09,ST-18,Haryana,30.08566,77.38159,1089641,1274.6,73.3,24.1,0.462,GEO-CLUST-06
DIST-0607,HAR-District-10,ST-18,Haryana,30.11627,75.02366,1215447,889.5,67.7,27.4,0.284,GEO-CLUST-07
DIST-0608,HAR-District-11,ST-18,Haryana,27.88743,74.81865,1406970,271.8,87.9,31.9,0.249,GEO-CLUST-08
DIST-0609,HAR-District-12,ST-18,Haryana,27.83819,76.39771,753662,1427.8,68.6,28.5,0.24,GEO-CLUST-09
DIST-0610,HAR-District-13,ST-18,Haryana,30.99602,74.57778,982709,655.5,73.7,34.5,0.789,GEO-CLUST-10
DIST-0611,HAR-District-14,ST-18,Haryana,28.00113,75.73631,2125358,606.4,83.2,15.1,0.376,GEO-CLUST-11
