tender_id,project_id,tender_exists,procurement_method,tender_publication_date,tender_duration,bid_count,qualified_bid_count,single_bid_flag,bid_competition_score,tender_type,winning_bid,winning_bid_amount,winning_bid_deviation,winning_bid_vs_lowest_bid,bid_price_similarity,bidder_disqualification_rate,re_tender_count,tender_cancellation_count,tender_bypass_flag,repeated_winner_flag,bid_rotation_score,repeated_loser_score,procurement_compliance_flag
TND-002332,MPLADS-002332,1,Open e-Tender,2022-01-20,14,5,5,0,0.833,Open e-Tender,1277000.0,1277000.0,-0.0499,0.0227,0.9534,0.101,0,0,0,1,0.118,0.129,1
TND-002333,MPLADS-002333,1,Open e-Tender,2023-03-24,29,4,3,0,0.667,Open e-Tender,2192000.0,2192000.0,0.0009,0.0096,0.8677,0.141,0,0,0,1,0.597,0.087,1
TND-002334,MPLADS-002334,1,Open e-Tender,2023-03-24,19,5,4,0,0.833,Open e-Tender,12246000.0,12246000.0,-0.0704,0.0454,0.9406,0.097,1,0,0,0,0.324,0.298,1
TND-002335,MPLADS-002335,1,Open e-Tender,2023-04-28,22,7,7,0,1.0,Open e-Tender,1542000.0,1542000.0,-0.0128,0.0367,0.9693,0.078,0,0,0,0,0.257,0.159,1
TND-002336,MPLADS-002336,1,Open e-Tender,2022-10-04,22,4,4,0,0.667,Open e-Tender,1057000.0,1057000.0,0.0076,0.0353,0.9827,0.061,0,0,0,0,0.724,0.386,1
TND-002337,MPLADS-002337,1,Direct / Single Inquiry,2022-11-15,16,1,1,1,0.167,Single Tender Inquiry,926000.0,926000.0,-0.0786,0.0445,0.0,0.154,1,0,0,1,0.14,0.143,0
TND-002338,MPLADS-002338,1,Open e-Tender,2022-05-06,18,6,5,0,1.0,Open e-Tender,1301000.0,1301000.0,-0.0136,0.0422,0.8978,0.113,0,0,0,0,0.312,0.234,1
TND-002339,MPLADS-002339,1,Open e-Tender,2022-05-31,29,6,5,0,1.0,Open e-Tender,2452000.0,2452000.0,-0.0105,0.0149,0.9235,0.007,0,0,0,0,0.35,0.319,1
TND-002340,MPLADS-002340,1,Open e-Tender,2022-02-11,18,6,6,0,1.0,Open e-Tender,3965000.0,3965000.0,-0.0173,0.0057,0.8728,0.203,0,0,0,1,0.696,0.257,1
TND-002341,MPLADS-002341,1,Open e-Tender,2023-11-07,18,6,5,0,1.0,Open e-Tender,1439000.0,1439000.0,0.0184,0.0254,0.8572,0.202,0,0,0,1,0.466,0.192,1
TND-002342,MPLADS-002342,1,Open e-Tender,2023-06-06,28,5,4,0,0.833,Open e-Tender,458000.0,458000.0,-0.0255,0.0176,0.9532,0.015,0,0,0,0,0.113,0.199,1
TND-002343,MPLADS-002343,1,Open e-Tender,2023-03-13,14,3,3,0,0.5,Open e-Tender,987000.0,987000.0,0.0154,0.0314,0.9485,0.077,0,0,0,0,0.428,0.258,1
TND-002344,MPLADS-002344,1,Open e-Tender,2023-02-06,20,4,3,0,0.667,Open e-Tender,1801000.0,1801000.0,-0.0501,0.0351,0.9386,0.002,0,0,0,0,0.508,0.293,1
TND-002345,MPLADS-002345,1,Direct / Single Inquiry,2023-05-02,14,1,1,1,0.167,Single Tender Inquiry,988000.0,988000.0,-0.0644,0.0114,0.0,0.128,0,0,0,0,0.657,0.094,0
TND-002346,MPLADS-002346,1,Open e-Tender,2023-08-18,17,5,4,0,0.833,Open e-Tender,1477000.0,1477000.0,-0.004,0.0409,0.9281,0.044,1,0,0,0,0.684,0.2,1
TND-002347,MPLADS-002347,1,Open e-Tender,2023-06-26,28,5,5,0,0.833,Open e-Tender,381000.0,381000.0,-0.0379,0.001,0.9074,0.025,1,0,0,0,0.348,0.352,1
TND-002348,MPLADS-002348,1,Open e-Tender,2022-03-18,28,7,6,0,1.0,Open e-Tender,6827000.0,6827000.0,0.0087,0.0089,0.8854,0.152,0,0,0,0,0.292,0.103,1
TND-002349,MPLADS-002349,1,Open e-Tender,2023-03-14,25,6,5,0,1.0,Open e-Tender,636000.0,636000.0,0.016,0.0127,0.9519,0.027,1,0,0,0,0.689,0.365,1
TND-002350,MPLADS-002350,1,Open e-Tender,2023-02-09,21,6,6,0,1.0,Open e-Tender,14082000.0,14082000.0,-0.0579,0.0312,0.8643,0.053,0,0,0,0,0.365,0.161,1
TND-002351,MPLADS-002351,1,Open e-Tender,2022-04-28,19,6,6,0,1.0,Open e-Tender,3784000.0,3784000.0,-0.0182,0.0376,0.8808,0.236,0,0,0,0,0.235,0.435,1
TND-002352,MPLADS-002352,1,Open e-Tender,2022-07-25,22,4,3,0,0.667,Open e-Tender,54076000.0,54076000.0,-0.0324,0.0355,0.8902,0.168,0,0,0,0,0.477,0.256,1
TND-002353,MPLADS-002353,1,Open e-Tender,2022-08-16,24,4,4,0,0.667,Open e-Tender,1201000.0,1201000.0,-0.0252,0.0493,0.903,0.006,0,0,0,0,0.435,0.066,1
TND-002354,MPLADS-002354,1,Open e-Tender,2022-11-15,28,6,6,0,1.0,Open e-Tender,1818000.0,1818000.0,-0.0639,0.0187,0.969,0.192,0,0,0,0,0.632,0.41,1
TND-002355,MPLADS-002355,1,Open e-Tender,2023-07-06,21,6,5,0,1.0,Open e-Tender,1072000.0,1072000.0,0.0142,0.042,0.9762,0.117,0,0,0,0,0.449,0.122,1
TND-002356,MPLADS-002356,1,Open e-Tender,2023-04-16,17,4,4,0,0.667,Open e-Tender,3457000.0,3457000.0,-0.0779,0.0231,0.8846,0.073,0,0,0,0,0.176,0.151,1
TND-002357,MPLADS-002357,1,Open e-Tender,2023-01-23,19,3,3,0,0.5,Open e-Tender,1968000.0,1968000.0,-0.0566,0.0101,0.9141,0.152,0,0,0,1,0.136,0.167,1
TND-002358,MPLADS-002358,1,Open e-Tender,2022-06-24,20,6,6,0,1.0,Open e-Tender,2636000.0,2636000.0,-0.0435,0.0086,0.9184,0.204,1,0,0,1,0.32,0.189,1
TND-002359,MPLADS-002359,1,Open e-Tender,2022-10-24,29,5,5,0,0.833,Open e-Tender,3445000.0,3445000.0,-0.0003,0.0409,0.9537,0.141,0,0,0,0,0.441,0.076,1
TND-002360,MPLADS-002360,1,Open e-Tender,2022-05-25,29,7,6,0,1.0,Open e-Tender,622000.0,622000.0,0.0097,0.0036,0.9492,0.179,0,0,0,0,0.74,0.159,1
TND-002361,MPLADS-002361,1,Open e-Tender,2022-04-07,22,3,3,0,0.5,Open e-Tender,2909000.0,2909000.0,-0.0205,0.0351,0.9468,0.181,0,0,0,0,0.104,0.217,1
TND-002362,MPLADS-002362,1,Open e-Tender,2022-01-24,21,3,2,0,0.5,Open e-Tender,9398000.0,9398000.0,0.0109,0.0309,0.9084,0.208,0,0,0,0,0.259,0.376,1
TND-002363,MPLADS-002363,1,Open e-Tender,2022-04-11,27,7,7,0,1.0,Open e-Tender,2772000.0,2772000.0,-0.005,0.0093,0.9013,0.147,0,0,0,1,0.541,0.276,1
TND-002364,MPLADS-002364,1,Open e-Tender,2023-11-27,15,5,4,0,0.833,Open e-Tender,3625000.0,3625000.0,-0.0486,0.0055,0.9158,0.024,0,0,0,1,0.505,0.351,1
TND-002365,MPLADS-002365,1,Open e-Tender,2023-01-17,22,3,2,0,0.5,Open e-Tender,1910000.0,1910000.0,-0.0245,0.0156,0.8599,0.24,0,0,0,0,0.43,0.17,1
TND-002366,MPLADS-002366,1,Open e-Tender,2023-06-24,27,5,5,0,0.833,Open e-Tender,16159000.0,16159000.0,0.0141,0.003,0.9249,0.166,0,0,0,1,0.431,0.227,1
TND-002367,MPLADS-002367,1,Open e-Tender,2023-09-02,22,4,4,0,0.667,Open e-Tender,1599000.0,1599000.0,-0.0747,0.0204,0.914,0.016,0,0,0,0,0.307,0.299,1
TND-002368,MPLADS-002368,1,Open e-Tender,2023-11-11,29,6,5,0,1.0,Open e-Tender,2197000.0,2197000.0,-0.0631,0.0445,0.9382,0.131,0,0,0,0,0.167,0.136,1
TND-002369,MPLADS-002369,1,Open e-Tender,2022-09-15,22,4,3,0,0.667,Open e-Tender,1809000.0,1809000.0,-0.0439,0.0404,0.8922,0.137,0,0,0,0,0.444,0.409,1
TND-002370,MPLADS-002370,1,Open e-Tender,2023-05-17,27,3,2,0,0.5,Open e-Tender,2725000.0,2725000.0,-0.06,0.0279,0.8597,0.016,0,0,0,0,0.452,0.4,1
TND-002371,MPLADS-002371,1,Open e-Tender,2023-03-30,16,6,5,0,1.0,Open e-Tender,11144000.0,11144000.0,-0.0597,0.015,0.9213,0.193,1,0,0,1,0.646,0.148,1
TND-002372,MPLADS-002372,1,Open e-Tender,2022-04-24,28,3,3,0,0.5,Open e-Tender,13497000.0,13497000.0,-0.0129,0.01,0.8762,0.214,0,0,0,0,0.629,0.078,1
TND-002373,MPLADS-002373,1,Open e-Tender,2022-09-28,19,3,2,0,0.5,Open e-Tender,1799000.0,1799000.0,-0.0028,0.0386,0.9449,0.012,0,0,0,0,0.15,0.143,1
TND-002374,MPLADS-002374,1,Open e-Tender,2023-10-03,18,3,3,0,0.5,Open e-Tender,3006000.0,3006000.0,0.0037,0.0465,0.8972,0.135,0,0,0,0,0.145,0.075,1
TND-002375,MPLADS-002375,1,Direct / Single Inquiry,2022-11-16,23,1,1,1,0.167,Single Tender Inquiry,2348000.0,2348000.0,-0.0694,0.0266,0.0,0.104,0,0,0,0,0.643,0.44,0
TND-002376,MPLADS-002376,1,Open e-Tender,2023-12-07,28,4,4,0,0.667,Open e-Tender,10532000.0,10532000.0,-0.0685,0.0107,0.9751,0.059,0,0,0,1,0.221,0.239,1
TND-002377,MPLADS-002377,1,Open e-Tender,2023-01-22,18,5,5,0,0.833,Open e-Tender,1690000.0,1690000.0,-0.0376,0.0091,0.8796,0.03,0,0,0,1,0.419,0.438,1
TND-002378,MPLADS-002378,1,Open e-Tender,2023-09-28,25,3,3,0,0.5,Open e-Tender,2164000.0,2164000.0,0.0169,0.025,0.9417,0.055,0,0,0,0,0.512,0.377,1
TND-002379,MPLADS-002379,1,Open e-Tender,2022-10-04,29,6,5,0,1.0,Open e-Tender,15570000.0,15570000.0,-0.0568,0.0422,0.9669,0.064,0,0,0,0,0.465,0.089,1
TND-002380,MPLADS-002380,1,Open e-Tender,2023-05-21,24,6,6,0,1.0,Open e-Tender,1115000.0,1115000.0,-0.0313,0.0458,0.9381,0.114,0,0,0,0,0.332,0.404,1
TND-002381,MPLADS-002381,1,Open e-Tender,2023-09-05,29,5,5,0,0.833,Open e-Tender,2153000.0,2153000.0,0.0194,0.0411,0.9236,0.033,0,0,0,1,0.127,0.212,1
TND-002382,MPLADS-002382,1,Open e-Tender,2022-11-04,16,5,4,0,0.833,Open e-Tender,681000.0,681000.0,0.0195,0.0305,0.9396,0.113,0,0,0,0,0.257,0.194,1
TND-002383,MPLADS-002383,1,Open e-Tender,2023-01-17,18,5,4,0,0.833,Open e-Tender,1212000.0,1212000.0,-0.0106,0.028,0.9646,0.144,0,0,0,0,0.261,0.108,1
TND-002384,MPLADS-002384,1,Open e-Tender,2022-11-09,18,4,3,0,0.667,Open e-Tender,831000.0,831000.0,-0.0269,0.023,0.8693,0.15,0,0,0,1,0.294,0.303,1
TND-002385,MPLADS-002385,1,Open e-Tender,2023-09-06,26,5,5,0,0.833,Open e-Tender,1666000.0,1666000.0,-0.0072,0.0331,0.9315,0.189,0,0,0,0,0.61,0.22,1
TND-002386,MPLADS-002386,1,Open e-Tender,2023-11-28,22,5,5,0,0.833,Open e-Tender,1529000.0,1529000.0,-0.0426,0.0425,0.9316,0.2,0,0,0,1,0.448,0.139,1
TND-002387,MPLADS-002387,1,Open e-Tender,2022-05-24,21,6,6,0,1.0,Open e-Tender,3630000.0,3630000.0,-0.0632,0.0355,0.8821,0.041,1,0,0,1,0.282,0.203,1
TND-002388,MPLADS-002388,1,Open e-Tender,2023-05-26,24,4,3,0,0.667,Open e-Tender,2371000.0,2371000.0,-0.0267,0.0311,0.9363,0.0,1,0,0,1,0.131,0.451,1
TND-002389,MPLADS-002389,1,Open e-Tender,2023-04-02,28,6,5,0,1.0,Open e-Tender,2616000.0,2616000.0,-0.0143,0.0442,0.9111,0.027,0,0,0,0,0.477,0.11,1
TND-002390,MPLADS-002390,1,Open e-Tender,2022-03-11,20,6,6,0,1.0,Open e-Tender,1682000.0,1682000.0,-0.0572,0.0065,0.9505,0.2,0,0,0,0,0.254,0.104,1
TND-002391,MPLADS-002391,1,Open e-Tender,2022-11-06,25,4,4,0,0.667,Open e-Tender,1974000.0,1974000.0,-0.0333,0.0237,0.8734,0.044,0,0,0,0,0.498,0.194,1
TND-002392,MPLADS-002392,1,Open e-Tender,2022-02-11,29,5,4,0,0.833,Open e-Tender,2839000.0,2839000.0,-0.0317,0.007,0.9831,0.009,1,0,0,1,0.363,0.162,1
TND-002393,MPLADS-002393,1,Open e-Tender,2022-02-09,26,3,3,0,0.5,Open e-Tender,12871000.0,12871000.0,-0.0597,0.0347,0.9206,0.021,0,0,0,0,0.586,0.351,1
TND-002394,MPLADS-002394,1,Open e-Tender,2023-06-01,16,5,4,0,0.833,Open e-Tender,3174000.0,3174000.0,0.0013,0.0382,0.9528,0.134,1,0,0,1,0.68,0.214,1
TND-002395,MPLADS-002395,1,Open e-Tender,2022-03-12,16,6,5,0,1.0,Open e-Tender,3168000.0,3168000.0,-0.0729,0.0445,0.9417,0.148,0,0,0,0,0.418,0.405,1
TND-002396,MPLADS-002396,1,Open e-Tender,2022-01-23,23,6,5,0,1.0,Open e-Tender,2497000.0,2497000.0,-0.0355,0.0467,0.9511,0.172,1,0,0,0,0.44,0.356,1
TND-002397,MPLADS-002397,1,Open e-Tender,2023-11-06,27,6,5,0,1.0,Open e-Tender,2463000.0,2463000.0,0.0074,0.0299,0.8747,0.158,0,0,0,0,0.717,0.277,1
TND-002398,MPLADS-002398,1,Open e-Tender,2022-05-08,16,5,4,0,0.833,Open e-Tender,935000.0,935000.0,-0.0527,0.0262,0.9113,0.038,0,0,0,0,0.576,0.495,1
TND-002399,MPLADS-002399,1,Open e-Tender,2022-05-27,17,3,3,0,0.5,Open e-Tender,2023000.0,2023000.0,-0.0788,0.0017,0.9859,0.098,0,0,0,0,0.388,0.497,1
TND-002400,MPLADS-002400,1,Open e-Tender,2022-02-03,27,7,7,0,1.0,Open e-Tender,9768000.0,9768000.0,-0.0524,0.0155,0.9511,0.13,0,0,0,0,0.333,0.398,1
TND-002401,MPLADS-002401,1,Open e-Tender,2022-04-09,23,5,5,0,0.833,Open e-Tender,603000.0,603000.0,-0.0593,0.0397,0.9863,0.09,0,0,0,1,0.399,0.213,1
TND-002402,MPLADS-002402,1,Open e-Tender,2023-06-07,22,7,6,0,1.0,Open e-Tender,1376000.0,1376000.0,-0.0627,0.0382,0.891,0.243,1,0,0,0,0.181,0.127,1
TND-002403,MPLADS-002403,1,Open e-Tender,2022-12-11,28,4,4,0,0.667,Open e-Tender,1312000.0,1312000.0,-0.0655,0.0384,0.9815,0.066,1,0,0,0,0.389,0.072,1
TND-002404,MPLADS-002404,1,Open e-Tender,2023-01-12,16,4,4,0,0.667,Open e-Tender,580000.0,580000.0,-0.0017,0.0004,0.8615,0.202,1,0,0,0,0.363,0.333,1
TND-002405,MPLADS-002405,1,Open e-Tender,2022-02-17,29,5,5,0,0.833,Open e-Tender,10012000.0,10012000.0,-0.0505,0.0148,0.8983,0.242,0,0,0,0,0.5,0.228,1
TND-002406,MPLADS-002406,1,Open e-Tender,2023-01-04,29,6,5,0,1.0,Open e-Tender,1876000.0,1876000.0,-0.0409,0.0257,0.927,0.133,0,0,0,0,0.621,0.182,1
TND-002407,MPLADS-002407,1,Open e-Tender,2023-02-26,19,7,7,0,1.0,Open e-Tender,865000.0,865000.0,-0.0148,0.0164,0.9651,0.232,0,0,0,0,0.564,0.406,1
TND-002408,MPLADS-002408,1,Open e-Tender,2022-09-06,26,5,4,0,0.833,Open e-Tender,2733000.0,2733000.0,-0.0685,0.0041,0.9104,0.092,0,0,0,0,0.405,0.164,1
TND-002409,MPLADS-002409,1,Open e-Tender,2022-05-29,20,5,5,0,0.833,Open e-Tender,2296000.0,2296000.0,0.011,0.0499,0.9011,0.157,0,0,0,0,0.156,0.353,1
TND-002410,MPLADS-002410,1,Open e-Tender,2023-05-08,29,6,6,0,1.0,Open e-Tender,2455000.0,2455000.0,-0.0764,0.0077,0.8802,0.248,0,0,0,0,0.228,0.262,1
TND-002411,MPLADS-002411,1,Open e-Tender,2022-01-25,15,4,4,0,0.667,Open e-Tender,1404000.0,1404000.0,-0.0475,0.0489,0.956,0.008,0,0,0,0,0.665,0.33,1
TND-002412,MPLADS-002412,1,Direct / Single Inquiry,2023-06-20,19,1,1,1,0.167,Single Tender Inquiry,12693000.0,12693000.0,-0.0192,0.0105,0.0,0.238,0,0,0,1,0.746,0.472,0
TND-002413,MPLADS-002413,1,Open e-Tender,2023-09-15,25,4,3,0,0.667,Open e-Tender,3333000.0,3333000.0,-0.0206,0.0479,0.8696,0.091,0,0,0,0,0.422,0.394,1
TND-002414,MPLADS-002414,1,Open e-Tender,2023-04-28,20,4,3,0,0.667,Open e-Tender,8686000.0,8686000.0,0.0003,0.0389,0.9895,0.192,0,0,0,0,0.739,0.303,1
TND-002415,MPLADS-002415,1,Open e-Tender,2023-03-08,27,6,6,0,1.0,Open e-Tender,2420000.0,2420000.0,0.0096,0.0266,0.8839,0.227,0,0,0,0,0.111,0.26,1
TND-002416,MPLADS-002416,1,Open e-Tender,2021-12-27,17,5,4,0,0.833,Open e-Tender,8965000.0,8965000.0,-0.0377,0.01,0.8962,0.065,0,0,0,1,0.666,0.497,1
TND-002417,MPLADS-002417,1,Open e-Tender,2023-08-24,18,6,5,0,1.0,Open e-Tender,2891000.0,2891000.0,0.001,0.0146,0.8716,0.039,0,0,0,0,0.352,0.119,1
TND-002418,MPLADS-002418,1,Open e-Tender,2023-07-05,19,4,3,0,0.667,Open e-Tender,2177000.0,2177000.0,0.0149,0.0089,0.9659,0.075,0,0,0,0,0.257,0.273,1
TND-002419,MPLADS-002419,1,Open e-Tender,2023-08-22,28,3,2,0,0.5,Open e-Tender,1259000.0,1259000.0,-0.0156,0.0073,0.9568,0.113,0,0,0,1,0.588,0.347,1
TND-002420,MPLADS-002420,1,Direct / Single Inquiry,2023-06-28,26,1,1,1,0.167,Single Tender Inquiry,2627000.0,2627000.0,0.0186,0.0396,0.0,0.106,0,0,0,1,0.448,0.117,0
TND-002421,MPLADS-002421,1,Open e-Tender,2023-12-07,18,3,3,0,0.5,Open e-Tender,2371000.0,2371000.0,-0.0539,0.0433,0.9767,0.239,0,0,0,0,0.681,0.494,1
TND-002422,MPLADS-002422,1,Open e-Tender,2022-06-21,28,3,2,0,0.5,Open e-Tender,2319000.0,2319000.0,-0.0585,0.0342,0.9558,0.041,1,0,0,0,0.486,0.218,1
TND-002423,MPLADS-002423,1,Open e-Tender,2023-09-14,15,7,7,0,1.0,Open e-Tender,1623000.0,1623000.0,-0.0773,0.0066,0.9211,0.202,0,0,0,0,0.213,0.142,1
TND-002424,MPLADS-002424,1,Open e-Tender,2022-09-15,22,7,6,0,1.0,Open e-Tender,10794000.0,10794000.0,-0.0069,0.0147,0.862,0.166,0,0,0,0,0.637,0.151,1
TND-002425,MPLADS-002425,1,Open e-Tender,2023-05-19,16,4,3,0,0.667,Open e-Tender,1739000.0,1739000.0,-0.0656,0.0099,0.881,0.0,1,0,0,0,0.368,0.138,1
TND-002426,MPLADS-002426,1,Open e-Tender,2023-08-01,23,3,2,0,0.5,Open e-Tender,9979000.0,9979000.0,-0.0775,0.0067,0.8821,0.021,0,0,0,1,0.163,0.207,1
TND-002427,MPLADS-002427,1,Open e-Tender,2023-02-14,29,3,2,0,0.5,Open e-Tender,11793000.0,11793000.0,0.0053,0.0458,0.9032,0.089,0,0,0,0,0.228,0.167,1
TND-002428,MPLADS-002428,1,Open e-Tender,2022-10-30,21,5,5,0,0.833,Open e-Tender,8585000.0,8585000.0,-0.066,0.0011,0.8559,0.246,0,0,0,0,0.587,0.272,1
TND-002429,MPLADS-002429,1,Open e-Tender,2023-09-20,28,3,3,0,0.5,Open e-Tender,2321000.0,2321000.0,-0.0476,0.0235,0.9065,0.009,0,0,0,0,0.535,0.414,1
TND-002430,MPLADS-002430,1,Open e-Tender,2022-09-26,29,3,2,0,0.5,Open e-Tender,645000.0,645000.0,-0.0402,0.0132,0.8721,0.133,0,0,0,1,0.435,0.48,1
TND-002431,MPLADS-002431,1,Open e-Tender,2023-05-25,22,6,6,0,1.0,Open e-Tender,8668000.0,8668000.0,-0.0618,0.0262,0.9476,0.168,0,0,0,0,0.702,0.495,1
TND-002432,MPLADS-002432,1,Open e-Tender,2023-03-11,21,3,3,0,0.5,Open e-Tender,14988000.0,14988000.0,-0.0384,0.0352,0.9706,0.011,0,0,0,0,0.56,0.301,1
TND-002433,MPLADS-002433,1,Open e-Tender,2023-05-11,28,7,7,0,1.0,Open e-Tender,3513000.0,3513000.0,0.0063,0.0128,0.9749,0.111,0,0,0,1,0.108,0.201,1
TND-002434,MPLADS-002434,1,Open e-Tender,2023-10-19,27,4,4,0,0.667,Open e-Tender,625000.0,625000.0,0.0163,0.0413,0.8889,0.045,1,0,0,0,0.396,0.258,1
TND-002435,MPLADS-002435,1,Open e-Tender,2023-04-29,18,3,3,0,0.5,Open e-Tender,1945000.0,1945000.0,-0.0512,0.0118,0.859,0.205,1,0,0,0,0.692,0.272,1
TND-002436,MPLADS-002436,1,Open e-Tender,2023-07-26,21,6,5,0,1.0,Open e-Tender,15315000.0,15315000.0,-0.0011,0.0434,0.8763,0.102,1,0,0,0,0.613,0.132,1
TND-002437,MPLADS-002437,1,Open e-Tender,2022-12-16,14,3,2,0,0.5,Open e-Tender,2234000.0,2234000.0,-0.0354,0.0489,0.8649,0.044,0,0,0,1,0.504,0.363,1
TND-002438,MPLADS-002438,1,Open e-Tender,2022-06-07,28,7,7,0,1.0,Open e-Tender,1643000.0,1643000.0,0.0199,0.0066,0.8756,0.083,0,0,0,0,0.279,0.237,1
TND-002439,MPLADS-002439,1,Open e-Tender,2023-10-13,22,5,5,0,0.833,Open e-Tender,787000.0,787000.0,-0.032,0.0031,0.9178,0.168,0,0,0,0,0.259,0.292,1
TND-002440,MPLADS-002440,1,Open e-Tender,2022-09-12,20,6,5,0,1.0,Open e-Tender,1110000.0,1110000.0,-0.008,0.018,0.8687,0.179,0,0,0,0,0.196,0.292,1
TND-002441,MPLADS-002441,1,Open e-Tender,2023-09-16,18,4,3,0,0.667,Open e-Tender,3479000.0,3479000.0,-0.0293,0.0391,0.8844,0.144,0,0,0,1,0.488,0.101,1
TND-002442,MPLADS-002442,1,Open e-Tender,2023-05-25,17,6,5,0,1.0,Open e-Tender,824000.0,824000.0,-0.0237,0.0163,0.9497,0.173,1,0,0,1,0.72,0.273,1
TND-002443,MPLADS-002443,1,Open e-Tender,2023-05-02,18,6,6,0,1.0,Open e-Tender,880000.0,880000.0,-0.0276,0.0331,0.9801,0.03,0,0,0,1,0.618,0.48,1
TND-002444,MPLADS-002444,1,Open e-Tender,2022-10-20,25,3,2,0,0.5,Open e-Tender,533000.0,533000.0,-0.0763,0.0088,0.9114,0.062,0,0,0,1,0.425,0.494,1
TND-002445,MPLADS-002445,1,Open e-Tender,2022-04-08,15,6,5,0,1.0,Open e-Tender,2297000.0,2297000.0,0.007,0.0198,0.9535,0.016,0,0,0,0,0.522,0.402,1
TND-002446,MPLADS-002446,1,Open e-Tender,2023-11-04,16,7,7,0,1.0,Open e-Tender,350000.0,350000.0,0.0,0.0253,0.9474,0.192,1,0,0,0,0.735,0.06,1
TND-002447,MPLADS-002447,1,Open e-Tender,2022-03-25,23,4,3,0,0.667,Open e-Tender,2253000.0,2253000.0,-0.0632,0.0469,0.9525,0.221,0,0,0,0,0.56,0.076,1
TND-002448,MPLADS-002448,1,Open e-Tender,2022-06-15,17,5,4,0,0.833,Open e-Tender,8098000.0,8098000.0,-0.0441,0.0331,0.9479,0.142,0,0,0,0,0.193,0.114,1
TND-002449,MPLADS-002449,1,Open e-Tender,2022-08-04,17,4,4,0,0.667,Open e-Tender,1606000.0,1606000.0,-0.0446,0.0203,0.9031,0.121,0,0,0,0,0.563,0.311,1
TND-002450,MPLADS-002450,1,Open e-Tender,2022-09-24,29,6,5,0,1.0,Open e-Tender,3509000.0,3509000.0,-0.0475,0.0315,0.94,0.205,0,0,0,1,0.404,0.46,1
TND-002451,MPLADS-002451,1,Open e-Tender,2023-01-10,27,4,4,0,0.667,Open e-Tender,2857000.0,2857000.0,0.0032,0.0348,0.8704,0.049,0,0,0,1,0.476,0.11,1
TND-002452,MPLADS-002452,1,Open e-Tender,2023-09-15,25,6,6,0,1.0,Open e-Tender,2329000.0,2329000.0,0.0161,0.0072,0.9856,0.005,0,0,0,0,0.688,0.211,1
TND-002453,MPLADS-002453,1,Open e-Tender,2023-03-29,14,4,3,0,0.667,Open e-Tender,615000.0,615000.0,-0.0738,0.0092,0.9239,0.222,0,0,0,0,0.421,0.445,1
TND-002454,MPLADS-002454,1,Open e-Tender,2023-04-07,20,5,5,0,0.833,Open e-Tender,2172000.0,2172000.0,-0.0738,0.0023,0.9597,0.021,0,0,0,0,0.427,0.39,1
TND-002455,MPLADS-002455,1,Open e-Tender,2022-10-17,24,5,5,0,0.833,Open e-Tender,3978000.0,3978000.0,0.0179,0.0271,0.852,0.124,0,0,0,1,0.718,0.488,1
TND-002456,MPLADS-002456,1,Open e-Tender,2023-06-23,24,6,6,0,1.0,Open e-Tender,2123000.0,2123000.0,-0.0693,0.0299,0.8773,0.246,0,0,0,0,0.734,0.488,1
TND-002457,MPLADS-002457,1,Open e-Tender,2023-02-10,28,5,5,0,0.833,Open e-Tender,1967000.0,1967000.0,-0.0121,0.0258,0.9879,0.202,0,0,0,0,0.664,0.081,1
TND-002458,MPLADS-002458,1,Open e-Tender,2022-04-29,14,3,2,0,0.5,Open e-Tender,13948000.0,13948000.0,-0.0717,0.0235,0.9199,0.132,0,0,0,0,0.425,0.324,1
TND-002459,MPLADS-002459,1,Open e-Tender,2022-04-26,28,3,3,0,0.5,Open e-Tender,550000.0,550000.0,-0.0036,0.008,0.8973,0.166,0,0,0,0,0.531,0.083,1
TND-002460,MPLADS-002460,1,Open e-Tender,2023-03-28,21,5,5,0,0.833,Open e-Tender,494000.0,494000.0,-0.0276,0.047,0.8729,0.117,0,0,0,0,0.505,0.393,1
TND-002461,MPLADS-002461,1,Open e-Tender,2022-11-24,26,6,6,0,1.0,Open e-Tender,8468000.0,8468000.0,-0.007,0.0282,0.8859,0.13,0,0,0,0,0.26,0.439,1
TND-002462,MPLADS-002462,1,Open e-Tender,2022-03-21,14,6,5,0,1.0,Open e-Tender,3044000.0,3044000.0,-0.033,0.0425,0.9143,0.156,0,0,0,0,0.346,0.16,1
TND-002463,MPLADS-002463,1,Open e-Tender,2022-12-21,16,4,4,0,0.667,Open e-Tender,2010000.0,2010000.0,-0.0089,0.0242,0.9716,0.196,0,0,0,1,0.464,0.167,1
TND-002464,MPLADS-002464,1,Direct / Single Inquiry,2022-07-06,28,1,1,1,0.167,Single Tender Inquiry,933000.0,933000.0,-0.0623,0.0497,0.0,0.091,0,0,0,1,0.687,0.491,0
TND-002465,MPLADS-002465,1,Open e-Tender,2023-01-11,15,4,3,0,0.667,Open e-Tender,12579000.0,12579000.0,-0.0239,0.0421,0.9113,0.186,0,0,0,1,0.214,0.377,1
TND-002466,MPLADS-002466,1,Open e-Tender,2023-04-05,29,7,7,0,1.0,Open e-Tender,9049000.0,9049000.0,-0.0511,0.0218,0.9493,0.169,0,0,0,0,0.627,0.493,1
TND-002467,MPLADS-002467,1,Open e-Tender,2022-11-26,20,7,7,0,1.0,Open e-Tender,826000.0,826000.0,-0.0495,0.0132,0.8618,0.07,0,0,0,0,0.519,0.305,1
