project_id,recommended_amount,estimated_cost,sanctioned_amount,revised_cost,tender_amount,tender_value,released_amount,fund_released,actual_expenditure,unspent_balance,remaining_balance,fund_utilization_ratio,utilization_ratio,release_ratio,expenditure_ratio,cost_per_unit,peer_median_cost,peer_mean_cost,cost_deviation,tender_estimate_deviation,actual_sanction_deviation,cost_overrun,cost_per_km,cost_per_sqft,cost_per_beneficiary,sor_deviation,market_rate_deviation,inflation_adjusted_cost_deviation
MPLADS-002861,1465000.0,1465000.0,1504000.0,1504000.0,1357000.0,1357000.0,1504000.0,1504000.0,1406000.0,98000.0,98000.0,0.9348,0.9348,1.0,0.9348,5324.13,1465400.0,1494700.0,-0.0403,-0.0737,-0.0652,0.0,0.0,1027.83,0.0,0.1681,0.0898,-0.0359
MPLADS-002862,1184000.0,1184000.0,1197000.0,1197000.0,1122000.0,1122000.0,1197000.0,1197000.0,1161000.0,36000.0,36000.0,0.9699,0.9699,1.0,0.9699,3846.6,1184000.0,1207700.0,-0.0194,-0.0524,-0.0301,0.0,0.0,1128.94,0.0,0.1281,0.2057,-0.0148
MPLADS-002863,3334000.0,3334000.0,3295000.0,3295000.0,3337000.0,3337000.0,3295000.0,3295000.0,3088000.0,207000.0,207000.0,0.9372,0.9372,1.0,0.9372,13569.6,3333700.0,3400400.0,-0.0738,0.0009,-0.0628,0.0,890983.79,0.0,0.0,0.1129,0.0502,0.0588
MPLADS-002864,2268000.0,2268000.0,2235000.0,2235000.0,2283000.0,2283000.0,2235000.0,2235000.0,1947000.0,288000.0,288000.0,0.8711,0.8711,1.0,0.8711,3912.33,2268400.0,2313800.0,-0.1415,0.0066,-0.1289,0.0,0.0,1365.46,0.0,0.1479,-0.0473,0.0585
MPLADS-002865,12649000.0,12649000.0,12940000.0,12940000.0,11758000.0,11758000.0,12940000.0,12940000.0,11659000.0,1281000.0,1281000.0,0.901,0.901,1.0,0.901,24566.89,12648600.0,12901600.0,-0.0783,-0.0704,-0.099,0.0,0.0,5598.05,0.0,0.1368,0.175,-0.0155
MPLADS-002866,1702000.0,1702000.0,1757000.0,1757000.0,1726000.0,1726000.0,1757000.0,1757000.0,1716000.0,41000.0,41000.0,0.9767,0.9767,1.0,0.9767,3561.48,1702500.0,1736500.0,0.0082,0.0141,-0.0233,0.0,0.0,545.83,0.0,0.1173,0.1607,0.0793
MPLADS-002867,3509000.0,3509000.0,3606000.0,3606000.0,3483000.0,3483000.0,3606000.0,3606000.0,3201000.0,405000.0,405000.0,0.8877,0.8877,1.0,0.8877,231263.49,3509200.0,3579400.0,-0.0878,-0.0074,-0.1123,0.0,0.0,3384.29,0.0,0.0951,0.0339,0.0284
MPLADS-002868,505000.0,505000.0,519000.0,822000.0,503000.0,503000.0,519000.0,519000.0,822000.0,0.0,0.0,1.5838,1.5838,1.0,1.5838,2248.67,505100.0,515200.0,0.6277,-0.004,0.5838,303000.0,0.0,0.0,0.0,0.1581,0.1067,0.0825
MPLADS-002869,1641000.0,1641000.0,1611000.0,1611000.0,1578000.0,1578000.0,1611000.0,1611000.0,1526000.0,85000.0,85000.0,0.9472,0.9472,1.0,0.9472,52237.53,1641100.0,1673900.0,-0.0701,-0.0384,-0.0528,0.0,0.0,1118.21,0.0,0.0246,0.173,0.1308
MPLADS-002870,15909000.0,15909000.0,16374000.0,16374000.0,14820000.0,14820000.0,16374000.0,16374000.0,16374000.0,0.0,0.0,1.0,1.0,1.0,1.0,569129.46,15909400.0,16227600.0,0.0292,-0.0685,0.0,0.0,0.0,15535.66,0.0,0.1362,0.0691,0.0611
MPLADS-002871,2220000.0,2220000.0,2207000.0,2207000.0,2250000.0,2250000.0,2207000.0,2207000.0,1926000.0,281000.0,281000.0,0.8727,0.8727,1.0,0.8727,12311.59,2220100.0,2264500.0,-0.1324,0.0135,-0.1273,0.0,474892.02,0.0,0.0,0.0779,0.1858,0.0567
MPLADS-002872,14522000.0,14522000.0,14884000.0,14884000.0,14080000.0,14080000.0,14884000.0,14884000.0,13872000.0,1012000.0,1012000.0,0.932,0.932,1.0,0.932,113543.5,14521700.0,14812100.0,-0.0448,-0.0304,-0.068,0.0,0.0,7833.7,0.0,0.0612,0.0536,0.1405
MPLADS-002873,3479000.0,3479000.0,3431000.0,3431000.0,3301000.0,3301000.0,3431000.0,3431000.0,2990000.0,441000.0,441000.0,0.8715,0.8715,1.0,0.8715,23423.14,3478600.0,3548200.0,-0.1406,-0.0512,-0.1285,0.0,0.0,1109.08,0.0,0.1383,0.1012,-0.025
MPLADS-002874,2452000.0,2452000.0,2544000.0,2544000.0,2332000.0,2332000.0,2544000.0,2544000.0,2226000.0,318000.0,318000.0,0.875,0.875,1.0,0.875,84393.6,2452200.0,2501300.0,-0.0922,-0.0489,-0.125,0.0,0.0,0.0,0.0,0.0811,0.058,0.116
MPLADS-002875,9395000.0,9395000.0,9389000.0,9389000.0,8695000.0,8695000.0,9389000.0,9389000.0,8284000.0,1105000.0,1105000.0,0.8823,0.8823,1.0,0.8823,18268.79,9394900.0,9582800.0,-0.1183,-0.0745,-0.1177,0.0,0.0,0.0,0.0,0.0902,-0.0182,0.1059
MPLADS-002876,11087000.0,11087000.0,11456000.0,11456000.0,10494000.0,10494000.0,11456000.0,11456000.0,9902000.0,1554000.0,1554000.0,0.8644,0.8644,1.0,0.8644,135473.56,11087100.0,11308900.0,-0.1069,-0.0535,-0.1356,0.0,0.0,10655.93,0.0,0.1162,0.0014,0.0706
MPLADS-002877,3262000.0,3262000.0,3338000.0,3338000.0,3167000.0,3167000.0,3338000.0,3338000.0,3246000.0,92000.0,92000.0,0.9724,0.9724,1.0,0.9724,14876.09,3261700.0,3326900.0,-0.0049,-0.0291,-0.0276,0.0,0.0,2843.75,0.0,-0.0776,-0.0155,0.0102
MPLADS-002878,1409000.0,1409000.0,1463000.0,1463000.0,1371000.0,1371000.0,1463000.0,1463000.0,1332000.0,131000.0,131000.0,0.9105,0.9105,1.0,0.9105,24926.15,1408700.0,1436900.0,-0.0546,-0.027,-0.0895,0.0,0.0,861.34,0.0,-0.048,0.1282,0.0916
MPLADS-002879,12867000.0,12867000.0,13207000.0,13207000.0,12591000.0,12591000.0,13207000.0,13207000.0,12222000.0,985000.0,985000.0,0.9254,0.9254,1.0,0.9254,327911.28,12866800.0,13124100.0,-0.0501,-0.0215,-0.0746,0.0,0.0,9865.91,0.0,0.0025,0.016,0.1435
MPLADS-002880,1056000.0,1056000.0,1054000.0,1054000.0,1004000.0,1004000.0,1054000.0,1054000.0,982000.0,72000.0,72000.0,0.9317,0.9317,1.0,0.9317,6848.95,1056200.0,1077300.0,-0.0701,-0.0492,-0.0683,0.0,0.0,0.0,1426.58,0.017,0.0607,0.1402
MPLADS-002881,954000.0,954000.0,942000.0,942000.0,930000.0,930000.0,942000.0,942000.0,870000.0,72000.0,72000.0,0.9236,0.9236,1.0,0.9236,1747.78,953900.0,973000.0,-0.0881,-0.0252,-0.0764,0.0,0.0,0.0,1798.87,0.1187,0.0397,0.0806
MPLADS-002882,1167000.0,1167000.0,1163000.0,1163000.0,1138000.0,1138000.0,1163000.0,1163000.0,1135000.0,28000.0,28000.0,0.9759,0.9759,1.0,0.9759,35118.02,1167200.0,1190500.0,-0.0274,-0.0249,-0.0241,0.0,0.0,479.94,0.0,0.0994,0.0372,-0.0036
MPLADS-002883,2791000.0,2791000.0,2867000.0,2867000.0,2627000.0,2627000.0,2867000.0,2867000.0,2758000.0,109000.0,109000.0,0.962,0.962,1.0,0.962,7896.39,2791100.0,2847000.0,-0.0118,-0.0588,-0.038,0.0,1712038.82,0.0,0.0,0.1696,-0.0186,-0.0059
MPLADS-002884,2711000.0,2711000.0,2669000.0,2669000.0,2673000.0,2673000.0,2669000.0,2669000.0,2547000.0,122000.0,122000.0,0.9543,0.9543,1.0,0.9543,5904.12,2711100.0,2765300.0,-0.0605,-0.014,-0.0457,0.0,0.0,0.0,0.0,0.0244,0.1488,0.1308
MPLADS-002885,3104000.0,3104000.0,3203000.0,3203000.0,3035000.0,3035000.0,3203000.0,3203000.0,1742000.0,1461000.0,1461000.0,0.5439,0.5439,1.0,0.5439,3876.06,3103600.0,3165600.0,-0.4388,-0.0222,-0.4561,0.0,0.0,647.39,0.0,-0.0292,0.0037,0.0629
MPLADS-002886,1963000.0,1963000.0,1983000.0,1983000.0,1984000.0,1984000.0,1983000.0,1983000.0,1765000.0,218000.0,218000.0,0.8901,0.8901,1.0,0.8901,4141.63,1963200.0,2002400.0,-0.1009,0.0107,-0.1099,0.0,1306144.76,0.0,0.0,0.129,-0.0142,0.1437
MPLADS-002887,1708000.0,1708000.0,1681000.0,1681000.0,1674000.0,1674000.0,1681000.0,1681000.0,1570000.0,111000.0,111000.0,0.934,0.934,1.0,0.934,3638.68,1707700.0,1741900.0,-0.0808,-0.0199,-0.066,0.0,0.0,449.62,0.0,0.1272,0.1946,0.0396
MPLADS-002888,2063000.0,2063000.0,2090000.0,2090000.0,1930000.0,1930000.0,2090000.0,2090000.0,1958000.0,132000.0,132000.0,0.9368,0.9368,1.0,0.9368,5403.6,2062900.0,2104200.0,-0.0509,-0.0645,-0.0632,0.0,0.0,0.0,0.0,0.1287,0.0353,0.1385
MPLADS-002889,878000.0,878000.0,882000.0,882000.0,863000.0,863000.0,882000.0,882000.0,833000.0,49000.0,49000.0,0.9444,0.9444,1.0,0.9444,2395.34,878200.0,895800.0,-0.0513,-0.0171,-0.0556,0.0,0.0,0.0,3684.7,0.0831,0.0453,-0.0361
MPLADS-002890,2714000.0,2714000.0,2698000.0,2698000.0,2620000.0,2620000.0,2698000.0,2698000.0,2435000.0,263000.0,263000.0,0.9025,0.9025,1.0,0.9025,234028.62,2713900.0,2768200.0,-0.1028,-0.0346,-0.0975,0.0,0.0,1339.22,0.0,0.1095,0.0161,0.08
MPLADS-002891,3214000.0,3214000.0,3267000.0,3267000.0,3054000.0,3054000.0,3267000.0,3267000.0,3029000.0,238000.0,238000.0,0.9272,0.9272,1.0,0.9272,7843.6,3214200.0,3278500.0,-0.0576,-0.0498,-0.0728,0.0,0.0,0.0,2561.49,-0.0283,0.0099,-0.0311
MPLADS-002892,2572000.0,2572000.0,2558000.0,2558000.0,2503000.0,2503000.0,2558000.0,2558000.0,2239000.0,319000.0,319000.0,0.8753,0.8753,1.0,0.8753,4917.58,2572000.0,2623500.0,-0.1295,-0.0268,-0.1247,0.0,756982.09,0.0,0.0,0.137,-0.0028,-0.0161
MPLADS-002893,976000.0,976000.0,962000.0,962000.0,948000.0,948000.0,962000.0,962000.0,869000.0,93000.0,93000.0,0.9033,0.9033,1.0,0.9033,2131.97,976000.0,995500.0,-0.1096,-0.0287,-0.0967,0.0,0.0,0.0,3389.82,0.1402,0.0355,0.1123
MPLADS-002894,701000.0,701000.0,723000.0,723000.0,676000.0,676000.0,723000.0,723000.0,627000.0,96000.0,96000.0,0.8672,0.8672,1.0,0.8672,2056.71,701500.0,715500.0,-0.1056,-0.0357,-0.1328,0.0,0.0,0.0,2270.9,-0.0115,0.1894,0.1483
MPLADS-002895,476000.0,476000.0,494000.0,494000.0,466000.0,466000.0,494000.0,494000.0,473000.0,21000.0,21000.0,0.9575,0.9575,1.0,0.9575,4063.95,475900.0,485500.0,-0.0063,-0.021,-0.0425,0.0,0.0,0.0,0.0,0.11,-0.0308,0.1225
MPLADS-002896,1802000.0,1802000.0,1849000.0,1849000.0,1702000.0,1702000.0,1849000.0,1849000.0,1654000.0,195000.0,195000.0,0.8945,0.8945,1.0,0.8945,3888.51,1802300.0,1838300.0,-0.0821,-0.0555,-0.1055,0.0,0.0,575.31,0.0,0.1067,0.1439,-0.0251
MPLADS-002897,2287000.0,2287000.0,2383000.0,2383000.0,2110000.0,2110000.0,2383000.0,2383000.0,2325000.0,58000.0,58000.0,0.9757,0.9757,1.0,0.9757,4669.57,2287000.0,2332800.0,0.0166,-0.0774,-0.0243,0.0,0.0,0.0,0.0,0.1244,0.0522,0.0948
MPLADS-002898,16142000.0,16142000.0,15836000.0,15836000.0,15926000.0,15926000.0,15836000.0,15836000.0,14994000.0,842000.0,842000.0,0.9468,0.9468,1.0,0.9468,82588.49,16142300.0,16465100.0,-0.0711,-0.0134,-0.0532,0.0,0.0,15483.39,0.0,0.0767,-0.031,0.121
MPLADS-002899,537000.0,537000.0,526000.0,526000.0,498000.0,498000.0,526000.0,526000.0,457000.0,69000.0,69000.0,0.8688,0.8688,1.0,0.8688,1223.25,536900.0,547600.0,-0.149,-0.0726,-0.1312,0.0,0.0,0.0,0.0,0.0,0.1201,0.063
MPLADS-002900,2366000.0,2366000.0,2334000.0,2334000.0,2300000.0,2300000.0,2334000.0,2334000.0,2155000.0,179000.0,179000.0,0.9233,0.9233,1.0,0.9233,5802.49,2365500.0,2412800.0,-0.0892,-0.0279,-0.0767,0.0,0.0,0.0,0.0,0.1124,0.0865,0.1265
MPLADS-002901,4139000.0,4139000.0,4280000.0,4280000.0,4062000.0,4062000.0,4280000.0,4280000.0,3914000.0,366000.0,366000.0,0.9145,0.9145,1.0,0.9145,109802.48,4138800.0,4221600.0,-0.0544,-0.0186,-0.0855,0.0,0.0,1217.51,0.0,0.0712,0.0521,-0.0328
MPLADS-002902,2511000.0,2511000.0,2574000.0,2574000.0,2526000.0,2526000.0,2574000.0,2574000.0,2221000.0,353000.0,353000.0,0.8629,0.8629,1.0,0.8629,10350.78,2511000.0,2561200.0,-0.1155,0.006,-0.1371,0.0,1459533.86,0.0,0.0,0.0695,0.0815,0.0707
MPLADS-002903,605000.0,605000.0,630000.0,630000.0,611000.0,611000.0,630000.0,630000.0,598000.0,32000.0,32000.0,0.9492,0.9492,1.0,0.9492,30429.12,605500.0,617600.0,-0.0116,0.0099,-0.0508,0.0,0.0,0.0,0.0,0.0042,0.0491,0.0407
MPLADS-002904,362000.0,362000.0,369000.0,369000.0,358000.0,358000.0,369000.0,369000.0,358000.0,11000.0,11000.0,0.9702,0.9702,1.0,0.9702,3559.15,362100.0,369400.0,-0.011,-0.011,-0.0298,0.0,0.0,0.0,0.0,-0.029,0.1015,0.1467
MPLADS-002905,1560000.0,1560000.0,1626000.0,2245000.0,1526000.0,1526000.0,1626000.0,1626000.0,2245000.0,0.0,0.0,1.3807,1.3807,1.0,1.3807,11335.51,1559600.0,1590700.0,0.4391,-0.0218,0.3807,619000.0,0.0,964.62,0.0,0.027,0.178,-0.003
MPLADS-002906,626000.0,626000.0,623000.0,623000.0,614000.0,614000.0,623000.0,623000.0,566000.0,57000.0,57000.0,0.9085,0.9085,1.0,0.9085,1661.51,625900.0,638400.0,-0.0958,-0.0192,-0.0915,0.0,0.0,0.0,0.0,-0.0409,0.1495,0.032
MPLADS-002907,2178000.0,2178000.0,2245000.0,2245000.0,2164000.0,2164000.0,2245000.0,2245000.0,1935000.0,310000.0,310000.0,0.8619,0.8619,1.0,0.8619,8112.31,2178100.0,2221700.0,-0.1116,-0.0064,-0.1381,0.0,0.0,0.0,0.0,0.1326,0.1623,0.0894
MPLADS-002908,604000.0,604000.0,631000.0,631000.0,612000.0,612000.0,631000.0,631000.0,606000.0,25000.0,25000.0,0.9604,0.9604,1.0,0.9604,1449.34,604300.0,616400.0,0.0033,0.0132,-0.0396,0.0,0.0,0.0,1241.27,0.1196,0.0712,0.0737
MPLADS-002909,1957000.0,1957000.0,1941000.0,1941000.0,1838000.0,1838000.0,1941000.0,1941000.0,1882000.0,59000.0,59000.0,0.9696,0.9696,1.0,0.9696,7133.83,1957100.0,1996300.0,-0.0383,-0.0608,-0.0304,0.0,477596.01,0.0,0.0,0.1403,0.094,-0.0149
MPLADS-002910,1973000.0,1973000.0,1969000.0,1969000.0,1820000.0,1820000.0,1969000.0,1969000.0,1771000.0,198000.0,198000.0,0.8994,0.8994,1.0,0.8994,10815.82,1973200.0,2012700.0,-0.1024,-0.0775,-0.1006,0.0,0.0,588.15,0.0,0.1565,0.0649,0.0582
MPLADS-002911,1505000.0,1505000.0,1519000.0,1519000.0,1492000.0,1492000.0,1519000.0,1519000.0,1464000.0,55000.0,55000.0,0.9638,0.9638,1.0,0.9638,8002.12,1504800.0,1534900.0,-0.0272,-0.0086,-0.0362,0.0,0.0,1386.46,0.0,0.0451,0.2097,0.1351
MPLADS-002912,1368000.0,1368000.0,1436000.0,1436000.0,1296000.0,1296000.0,1436000.0,1436000.0,1378000.0,58000.0,58000.0,0.9596,0.9596,1.0,0.9596,3887.38,1367600.0,1395000.0,0.0073,-0.0526,-0.0404,0.0,0.0,663.83,0.0,0.1647,0.0584,0.0442
MPLADS-002913,2576000.0,2576000.0,2705000.0,2705000.0,2572000.0,2572000.0,2705000.0,2705000.0,2445000.0,260000.0,260000.0,0.9039,0.9039,1.0,0.9039,9005.78,2575600.0,2627100.0,-0.0509,-0.0016,-0.0961,0.0,874482.02,0.0,0.0,-0.001,0.0328,0.1105
MPLADS-002914,1702000.0,1702000.0,1683000.0,1683000.0,1588000.0,1588000.0,1683000.0,1683000.0,1531000.0,152000.0,152000.0,0.9097,0.9097,1.0,0.9097,30948.57,1702500.0,1736500.0,-0.1005,-0.067,-0.0903,0.0,0.0,1032.32,0.0,-0.0203,0.1327,0.0466
MPLADS-002915,389000.0,389000.0,403000.0,403000.0,383000.0,383000.0,403000.0,403000.0,361000.0,42000.0,42000.0,0.8958,0.8958,1.0,0.8958,809.19,388800.0,396600.0,-0.072,-0.0154,-0.1042,0.0,0.0,0.0,0.0,0.1022,0.0125,0.1154
MPLADS-002916,2833000.0,2833000.0,2831000.0,2831000.0,2711000.0,2711000.0,2831000.0,2831000.0,2724000.0,107000.0,107000.0,0.9622,0.9622,1.0,0.9622,10642.36,2833400.0,2890100.0,-0.0385,-0.0431,-0.0378,0.0,0.0,0.0,0.0,0.1195,0.0726,-0.0293
MPLADS-002917,3447000.0,3447000.0,3418000.0,3418000.0,3329000.0,3329000.0,3418000.0,3418000.0,3113000.0,305000.0,305000.0,0.9108,0.9108,1.0,0.9108,31446.31,3447000.0,3516000.0,-0.0969,-0.0342,-0.0892,0.0,872092.46,0.0,0.0,-0.0064,0.174,0.1192
MPLADS-002918,819000.0,819000.0,842000.0,842000.0,814000.0,814000.0,842000.0,842000.0,791000.0,51000.0,51000.0,0.9394,0.9394,1.0,0.9394,2275.41,819300.0,835700.0,-0.0342,-0.0061,-0.0606,0.0,0.0,0.0,718.71,-0.0665,0.1417,0.0117
MPLADS-002919,2248000.0,2248000.0,2348000.0,2348000.0,2273000.0,2273000.0,2348000.0,2348000.0,2076000.0,272000.0,272000.0,0.8842,0.8842,1.0,0.8842,8975.25,2248200.0,2293100.0,-0.0765,0.0111,-0.1158,0.0,0.0,0.0,0.0,-0.0571,0.1685,0.146
MPLADS-002920,2732000.0,2732000.0,2812000.0,2812000.0,2752000.0,2752000.0,2812000.0,2812000.0,2395000.0,417000.0,417000.0,0.8517,0.8517,1.0,0.8517,60775.83,2732200.0,2786800.0,-0.1234,0.0073,-0.1483,0.0,0.0,752.06,0.0,-0.0081,0.1431,-0.0342
MPLADS-002921,3411000.0,3411000.0,3516000.0,3516000.0,3262000.0,3262000.0,3516000.0,3516000.0,3042000.0,474000.0,474000.0,0.8652,0.8652,1.0,0.8652,8339.98,3411100.0,3479300.0,-0.1082,-0.0437,-0.1348,0.0,0.0,1405.74,0.0,-0.0115,0.0053,-0.0125
MPLADS-002922,899000.0,899000.0,914000.0,914000.0,890000.0,890000.0,914000.0,914000.0,799000.0,115000.0,115000.0,0.8742,0.8742,1.0,0.8742,4037.24,899300.0,917200.0,-0.1112,-0.01,-0.1258,0.0,0.0,0.0,1804.56,0.1664,0.2128,0.0644
MPLADS-002923,1572000.0,1572000.0,1586000.0,1586000.0,1566000.0,1566000.0,1586000.0,1586000.0,1502000.0,84000.0,84000.0,0.947,0.947,1.0,0.947,8271.75,1571900.0,1603400.0,-0.0445,-0.0038,-0.053,0.0,0.0,480.68,0.0,-0.03,0.0271,-0.0384
MPLADS-002924,2223000.0,2223000.0,2252000.0,2252000.0,2180000.0,2180000.0,2252000.0,2252000.0,2026000.0,226000.0,226000.0,0.8996,0.8996,1.0,0.8996,4434.3,2223400.0,2267900.0,-0.0886,-0.0193,-0.1004,0.0,0.0,702.66,0.0,-0.0429,-0.0204,0.0898
MPLADS-002925,503000.0,503000.0,511000.0,511000.0,488000.0,488000.0,511000.0,511000.0,440000.0,71000.0,71000.0,0.8611,0.8611,1.0,0.8611,2488.85,502700.0,512800.0,-0.1252,-0.0298,-0.1389,0.0,0.0,0.0,0.0,0.0427,0.1079,0.1063
MPLADS-002926,2027000.0,2027000.0,2005000.0,2005000.0,1980000.0,1980000.0,2005000.0,2005000.0,1715000.0,290000.0,290000.0,0.8554,0.8554,1.0,0.8554,7590.75,2026500.0,2067100.0,-0.1539,-0.0232,-0.1446,0.0,531097.3,0.0,0.0,0.143,0.0996,0.1121
MPLADS-002927,1546000.0,1546000.0,1592000.0,1592000.0,1553000.0,1553000.0,1592000.0,1592000.0,1472000.0,120000.0,120000.0,0.9246,0.9246,1.0,0.9246,3025.16,1545700.0,1576600.0,-0.0479,0.0045,-0.0754,0.0,0.0,0.0,0.0,0.1085,0.143,-0.0074
MPLADS-002928,2591000.0,2591000.0,2565000.0,2565000.0,2605000.0,2605000.0,2565000.0,2565000.0,2203000.0,362000.0,362000.0,0.8589,0.8589,1.0,0.8589,4451.77,2590700.0,2642500.0,-0.1497,0.0054,-0.1411,0.0,775405.72,0.0,0.0,0.028,0.006,-0.0032
MPLADS-002929,14220000.0,14220000.0,14806000.0,14806000.0,13488000.0,13488000.0,14806000.0,14806000.0,13932000.0,874000.0,874000.0,0.941,0.941,1.0,0.941,90462.31,14220000.0,14504400.0,-0.0203,-0.0515,-0.059,0.0,0.0,11370.12,0.0,0.08,0.1142,-0.007
MPLADS-002930,14389000.0,14389000.0,14721000.0,14721000.0,14126000.0,14126000.0,14721000.0,14721000.0,14348000.0,373000.0,373000.0,0.9747,0.9747,1.0,0.9747,993206.54,14389400.0,14677200.0,-0.0028,-0.0183,-0.0253,0.0,0.0,4400.45,0.0,0.1484,-0.0036,0.0599
MPLADS-002931,1677000.0,1677000.0,1664000.0,1664000.0,1553000.0,1553000.0,1664000.0,1664000.0,1627000.0,37000.0,37000.0,0.9778,0.9778,1.0,0.9778,4821.09,1676900.0,1710500.0,-0.0298,-0.0739,-0.0222,0.0,0.0,493.52,0.0,-0.0019,0.1896,0.1024
MPLADS-002932,2268000.0,2268000.0,2336000.0,2336000.0,2303000.0,2303000.0,2336000.0,2336000.0,2049000.0,287000.0,287000.0,0.8771,0.8771,1.0,0.8771,4835.48,2268000.0,2313400.0,-0.0966,0.0154,-0.1229,0.0,0.0,774.0,0.0,0.0808,0.1243,0.0826
MPLADS-002933,2140000.0,2140000.0,2155000.0,2155000.0,2079000.0,2079000.0,2155000.0,2155000.0,2029000.0,126000.0,126000.0,0.9415,0.9415,1.0,0.9415,7391.91,2139600.0,2182400.0,-0.0519,-0.0285,-0.0585,0.0,0.0,0.0,0.0,0.0505,0.1348,0.1311
MPLADS-002934,2208000.0,2208000.0,2279000.0,2279000.0,2114000.0,2114000.0,2279000.0,2279000.0,2105000.0,174000.0,174000.0,0.9237,0.9237,1.0,0.9237,42542.61,2207900.0,2252100.0,-0.0466,-0.0426,-0.0763,0.0,0.0,0.0,0.0,0.0611,-0.0272,0.0627
MPLADS-002935,2518000.0,2518000.0,2626000.0,2626000.0,2373000.0,2373000.0,2626000.0,2626000.0,2262000.0,364000.0,364000.0,0.8614,0.8614,1.0,0.8614,4806.81,2518000.0,2568400.0,-0.1017,-0.0576,-0.1386,0.0,0.0,693.1,0.0,0.0432,0.1459,-0.0051
MPLADS-002936,1048000.0,1048000.0,1039000.0,1039000.0,1012000.0,1012000.0,1039000.0,1039000.0,972000.0,67000.0,67000.0,0.9355,0.9355,1.0,0.9355,3094.21,1048100.0,1069100.0,-0.0725,-0.0344,-0.0645,0.0,0.0,0.0,1807.47,-0.0185,0.1208,0.0585
MPLADS-002937,931000.0,931000.0,949000.0,1390000.0,897000.0,897000.0,949000.0,949000.0,1390000.0,0.0,0.0,1.4647,1.4647,1.0,1.4647,126053.32,930700.0,949300.0,0.493,-0.0365,0.4647,441000.0,0.0,0.0,1806.87,-0.0589,0.1711,0.0844
MPLADS-002938,1702000.0,1702000.0,1689000.0,1689000.0,1727000.0,1727000.0,1689000.0,1689000.0,1566000.0,123000.0,123000.0,0.9272,0.9272,1.0,0.9272,3719.51,1701600.0,1735600.0,-0.0799,0.0147,-0.0728,0.0,0.0,0.0,0.0,-0.0156,0.1225,0.1113
MPLADS-002939,2010000.0,2010000.0,2090000.0,2090000.0,2045000.0,2045000.0,2090000.0,2090000.0,1928000.0,162000.0,162000.0,0.9225,0.9225,1.0,0.9225,21473.0,2009600.0,2049800.0,-0.0408,0.0174,-0.0775,0.0,0.0,0.0,0.0,0.1017,0.1376,0.1018
MPLADS-002940,3506000.0,3506000.0,3618000.0,3618000.0,3384000.0,3384000.0,3618000.0,3618000.0,3296000.0,322000.0,322000.0,0.911,0.911,1.0,0.911,25438.21,3506200.0,3576300.0,-0.0599,-0.0348,-0.089,0.0,0.0,1333.81,0.0,0.0644,0.0486,0.0765
MPLADS-002941,10574000.0,10574000.0,10525000.0,10525000.0,10511000.0,10511000.0,10525000.0,10525000.0,10525000.0,0.0,0.0,1.0,1.0,1.0,1.0,37309.39,10574000.0,10785500.0,-0.0046,-0.006,0.0,0.0,0.0,7965.38,0.0,0.1556,-0.0383,0.031
MPLADS-002942,3303000.0,3303000.0,3452000.0,3452000.0,3366000.0,3366000.0,3452000.0,3452000.0,3197000.0,255000.0,255000.0,0.9261,0.9261,1.0,0.9261,11693.33,3303200.0,3369300.0,-0.0321,0.0191,-0.0739,0.0,1045208.66,0.0,0.0,0.1427,0.1103,0.1126
MPLADS-002943,853000.0,853000.0,862000.0,862000.0,844000.0,844000.0,862000.0,862000.0,838000.0,24000.0,24000.0,0.9722,0.9722,1.0,0.9722,1728.8,853000.0,870100.0,-0.0176,-0.0106,-0.0278,0.0,0.0,0.0,1428.89,-0.0731,0.1064,0.0149
MPLADS-002944,2328000.0,2328000.0,2344000.0,2344000.0,2145000.0,2145000.0,2344000.0,2344000.0,2066000.0,278000.0,278000.0,0.8814,0.8814,1.0,0.8814,23794.44,2327800.0,2374300.0,-0.1125,-0.0786,-0.1186,0.0,851530.84,0.0,0.0,0.1002,0.0847,-0.0323
MPLADS-002945,2712000.0,2712000.0,2668000.0,2668000.0,2713000.0,2713000.0,2668000.0,2668000.0,2490000.0,178000.0,178000.0,0.9333,0.9333,1.0,0.9333,5381.07,2712000.0,2766300.0,-0.0819,0.0004,-0.0667,0.0,595886.58,0.0,0.0,-0.0657,-0.0454,0.1493
MPLADS-002946,2829000.0,2829000.0,2917000.0,2917000.0,2860000.0,2860000.0,2917000.0,2917000.0,2501000.0,416000.0,416000.0,0.8574,0.8574,1.0,0.8574,15160.95,2828800.0,2885400.0,-0.1159,0.011,-0.1426,0.0,708100.07,0.0,0.0,0.139,0.0227,0.1294
MPLADS-002947,3541000.0,3541000.0,3610000.0,3610000.0,3300000.0,3300000.0,3610000.0,3610000.0,3470000.0,140000.0,140000.0,0.9612,0.9612,1.0,0.9612,6971.76,3541500.0,3612300.0,-0.0201,-0.0681,-0.0388,0.0,0.0,1837.31,0.0,-0.0176,0.1558,0.063
MPLADS-002948,1797000.0,1797000.0,1883000.0,1883000.0,1821000.0,1821000.0,1883000.0,1883000.0,1822000.0,61000.0,61000.0,0.9676,0.9676,1.0,0.9676,12334.7,1797100.0,1833100.0,0.0139,0.0134,-0.0324,0.0,0.0,1354.31,0.0,0.1503,-0.0046,-0.0203
